time,depth_difference_m
2022-11-07T00:00:00Z,8.571594618055558
2022-11-08T00:00:00Z,8.573245520833336
2022-11-09T00:00:00Z,8.572362361111109
2022-11-10T00:00:00Z,8.574232638888892
2022-11-11T00:00:00Z,8.5745740625
2022-11-12T00:00:00Z,8.573448784722224
2022-11-13T00:00:00Z,8.575826024305556
2022-11-14T00:00:00Z,8.573089166666668
2022-11-15T00:00:00Z,8.576266319444446
2022-11-16T00:00:00Z,8.577194809027775
2022-11-17T00:00:00Z,8.577885243055555
2022-11-18T00:00:00Z,8.578382690972223
2022-11-19T00:00:00Z,8.576731493055554
2022-11-20T00:00:00Z,8.579279374999999
2022-11-21T00:00:00Z,8.575140885416669
2022-11-22T00:00:00Z,8.573073159722222
2022-11-23T00:00:00Z,8.57420390625
2022-11-24T00:00:00Z,8.57130579861111
2022-11-25T00:00:00Z,8.573302222222221
2022-11-26T00:00:00Z,8.568608871527776
2022-11-27T00:00:00Z,8.565845555555557
2022-11-28T00:00:00Z,8.56894251736111
2022-11-29T00:00:00Z,8.570276171243943
2022-12-02T00:00:00Z,8.57562537064492
2022-12-03T00:00:00Z,8.574076024305558
2022-12-04T00:00:00Z,8.57285400243098
2022-12-05T00:00:00Z,8.575762708333333
2022-12-06T00:00:00Z,8.573494565972219
2022-12-07T00:00:00Z,8.572926961805557
2022-12-08T00:00:00Z,8.56953654513889
2022-12-09T00:00:00Z,8.572435590277777
2022-12-10T00:00:00Z,8.569019149305555
2022-12-11T00:00:00Z,8.562863541666669
2022-12-12T00:00:00Z,8.569730468749999
2022-12-13T00:00:00Z,8.567255208333334
2022-12-14T00:00:00Z,8.570558680555555
2022-12-15T00:00:00Z,8.564386979166668
2022-12-16T00:00:00Z,8.571334722222222
2022-12-17T00:00:00Z,8.572919687500002
2022-12-18T00:00:00Z,8.571756145833332
2022-12-19T00:00:00Z,8.570327222222224
2022-12-20T00:00:00Z,8.570103993055557
2022-12-21T00:00:00Z,8.571617986111109
2022-12-22T00:00:00Z,8.572553628472225
2022-12-23T00:00:00Z,8.572101354166668
2022-12-24T00:00:00Z,8.566099947916669
2022-12-25T00:00:00Z,8.569284322916669
2022-12-26T00:00:00Z,8.567228663194445
2022-12-27T00:00:00Z,8.565159583601634
2022-12-28T00:00:00Z,8.565200295652172
2022-12-29T00:00:00Z,8.561413211805558
2022-12-30T00:00:00Z,8.568722812499999
2022-12-31T00:00:00Z,8.561596343692866
2023-01-01T00:00:00Z,8.564152065972221
2023-01-02T00:00:00Z,8.569885625000001
2023-01-03T00:00:00Z,8.571031631944445
2023-01-04T00:00:00Z,8.569963628472221
2023-01-05T00:00:00Z,8.572269392361111
2023-01-06T00:00:00Z,8.559786649305556
2023-01-07T00:00:00Z,8.557989565972223
2023-01-08T00:00:00Z,8.56234340277778
2023-01-09T00:00:00Z,8.56834407986111
2023-01-10T00:00:00Z,8.571800156250001
2023-01-11T00:00:00Z,8.576858198614323
2023-01-13T00:00:00Z,8.570014321559544
2023-01-14T00:00:00Z,8.572477881944444
2023-01-15T00:00:00Z,8.571276541066156
2023-01-16T00:00:00Z,8.568499253472218
2023-01-17T00:00:00Z,8.570659288194447
2023-01-18T00:00:00Z,8.565130538194444
2023-01-19T00:00:00Z,8.564456111111111
2023-01-20T00:00:00Z,8.569563211805555
2023-01-21T00:00:00Z,8.566421684027775
2023-01-22T00:00:00Z,8.57342765625
2023-01-23T00:00:00Z,8.570791475694445
2023-01-24T00:00:00Z,8.570412031250003
2023-01-25T00:00:00Z,8.572015624999997
2023-01-26T00:00:00Z,8.571870781250002
2023-01-28T00:00:00Z,8.57286296875
2023-01-29T00:00:00Z,8.569061996527777
2023-01-30T00:00:00Z,8.570151614583335
2023-01-31T00:00:00Z,8.570397621527777
2023-02-01T00:00:00Z,8.569674635416668
2023-02-02T00:00:00Z,8.569018454861114
2023-02-03T00:00:00Z,8.574849479166668
2023-02-04T00:00:00Z,8.570198246527777
2023-02-05T00:00:00Z,8.570140086805555
2023-02-06T00:00:00Z,8.562824201388889
2023-02-07T00:00:00Z,8.567723297172329
2023-02-08T00:00:00Z,8.561895902777778
2023-02-09T00:00:00Z,8.56459939236111
2023-02-10T00:00:00Z,8.571645677083335
2023-02-11T00:00:00Z,8.572433315972221
2023-02-12T00:00:00Z,8.570153038194446
2023-02-13T00:00:00Z,8.56248248302281
2023-02-14T00:00:00Z,8.564409392361112
2023-02-15T00:00:00Z,8.573127580195257
2023-02-16T00:00:00Z,8.561709461805554
2023-02-17T00:00:00Z,8.560858993055556
2023-02-18T00:00:00Z,8.566316493055552
2023-02-19T00:00:00Z,8.5680784375
2023-02-20T00:00:00Z,8.570252135416668
2023-02-21T00:00:00Z,8.567037725694444
2023-02-22T00:00:00Z,8.56997752301546
2023-02-23T00:00:00Z,8.562447089601047
2023-02-24T00:00:00Z,8.562528159722223
2023-02-25T00:00:00Z,8.563634270833331
2023-02-26T00:00:00Z,8.569951319444442
2023-02-27T00:00:00Z,8.567424722222222
2023-02-28T00:00:00Z,8.568077083333336
2023-03-01T00:00:00Z,8.567440434027779
2023-03-02T00:00:00Z,8.5633765625
2023-03-03T00:00:00Z,8.566709410529997
2023-03-04T00:00:00Z,8.564742187499998
2023-03-05T00:00:00Z,8.56762388888889
2023-03-06T00:00:00Z,8.570499270833334
2023-03-07T00:00:00Z,8.572748993055555
2023-03-08T00:00:00Z,8.5692215625
2023-03-09T00:00:00Z,8.571491805555556
2023-03-10T00:00:00Z,8.573059600694442
2023-03-11T00:00:00Z,8.572579288194445
2023-03-12T00:00:00Z,8.572914131944444
2023-03-13T00:00:00Z,8.56868796875
2023-03-14T00:00:00Z,8.570147430555554
2023-03-15T00:00:00Z,8.571485659722226
2023-03-16T00:00:00Z,8.56900578125
2023-03-17T00:00:00Z,8.567570555555557
2023-03-18T00:00:00Z,8.5653853125
2023-03-19T00:00:00Z,8.568868715277777
2023-03-20T00:00:00Z,8.571739184027775
2023-03-21T00:00:00Z,8.573985624999999
2023-03-22T00:00:00Z,8.57642635416667
2023-03-23T00:00:00Z,8.575369114583333
2023-03-24T00:00:00Z,8.578104045138888
2023-03-25T00:00:00Z,8.577387204861115
2023-03-26T00:00:00Z,8.568563993055555
2023-03-27T00:00:00Z,8.571034843749997
2023-03-28T00:00:00Z,8.573629513888886
2023-03-29T00:00:00Z,8.572287534722223
2023-03-30T00:00:00Z,8.563269079861112
2023-03-31T00:00:00Z,8.570709253472224
2023-04-01T00:00:00Z,8.56899142361111
2023-04-02T00:00:00Z,8.570390138888886
2023-04-03T00:00:00Z,8.566800260416667
2023-04-04T00:00:00Z,8.567713645833335
2023-04-05T00:00:00Z,8.570151631944443
2023-04-06T00:00:00Z,8.569896614583332
2023-04-07T00:00:00Z,8.569018993055558
2023-04-08T00:00:00Z,8.569022725694447
2023-04-09T00:00:00Z,8.567235729166667
2023-04-10T00:00:00Z,8.569594670138887
2023-04-11T00:00:00Z,8.569855920138888
2023-04-12T00:00:00Z,8.571571391304348
2023-04-13T00:00:00Z,8.565553177083334
2023-04-14T00:00:00Z,8.569901388888889
2023-04-15T00:00:00Z,8.567663194444446
2023-04-16T00:00:00Z,8.563539149305557
2023-04-17T00:00:00Z,8.56425420138889
2023-04-18T00:00:00Z,8.568692656249999
2023-04-19T00:00:00Z,8.570464270833334
2023-04-20T00:00:00Z,8.571347309027782
2023-04-21T00:00:00Z,8.56978921875
2023-04-22T00:00:00Z,8.559552135416665
2023-04-23T00:00:00Z,8.563925555555555
2023-04-24T00:00:00Z,8.5624009375
2023-04-25T00:00:00Z,8.564640937500002
2023-04-26T00:00:00Z,8.566940572916664
2023-04-27T00:00:00Z,8.562467152777781
2023-04-28T00:00:00Z,8.559225190972224
2023-04-29T00:00:00Z,8.558284548611109
2023-04-30T00:00:00Z,8.560342569444446
2023-05-01T00:00:00Z,8.563677031250002
2023-05-02T00:00:00Z,8.565723958333335
2023-05-03T00:00:00Z,8.556347336350974
2023-05-04T00:00:00Z,8.552370833333331
2023-05-05T00:00:00Z,8.558128298611113
2023-05-06T00:00:00Z,8.565554166666669
2023-05-07T00:00:00Z,8.568568958333332
2023-05-08T00:00:00Z,8.568564097222222
2023-05-09T00:00:00Z,8.567855711805558
2023-05-10T00:00:00Z,8.56719395833333
2023-05-11T00:00:00Z,8.562022951388892
2023-05-12T00:00:00Z,8.567477919449507
2023-05-13T00:00:00Z,8.566698197932052
2023-05-14T00:00:00Z,8.567301371527778
2023-05-15T00:00:00Z,8.562604374999998
2023-05-16T00:00:00Z,8.563352934027778
2023-05-17T00:00:00Z,8.565673263888888
2023-05-18T00:00:00Z,8.56597284722222
2023-05-19T00:00:00Z,8.566413802083334
2023-05-20T00:00:00Z,8.564781875000001
2023-05-21T00:00:00Z,8.56456625
2023-05-22T00:00:00Z,8.567056458333335
2023-05-23T00:00:00Z,8.56754986111111
2023-05-24T00:00:00Z,8.567470937500001
2023-05-25T00:00:00Z,8.563178559027778
2023-05-26T00:00:00Z,8.553904444444445
2023-05-27T00:00:00Z,8.554747517361111
2023-05-28T00:00:00Z,8.564500329861108
2023-05-29T00:00:00Z,8.569216614583336
2023-05-30T00:00:00Z,8.554450520833333
2023-05-31T00:00:00Z,8.55394654513889
2023-06-01T00:00:00Z,8.557240815972222
2023-06-02T00:00:00Z,8.563418038194445
2023-06-03T00:00:00Z,8.566707934027775
2023-06-04T00:00:00Z,8.566556979166664
2023-06-05T00:00:00Z,8.566577309027778
2023-06-06T00:00:00Z,8.561261666666665
2023-06-07T00:00:00Z,8.563175503472221
2023-06-08T00:00:00Z,8.565705590277776
2023-06-09T00:00:00Z,8.56149795490299
2023-06-10T00:00:00Z,8.563097065972219
2023-06-11T00:00:00Z,8.56813496527778
2023-06-12T00:00:00Z,8.567022847222223
2023-06-13T00:00:00Z,8.566317864583333
2023-06-14T00:00:00Z,8.567326423611112
2023-06-15T00:00:00Z,8.56844291666667
2023-06-16T00:00:00Z,8.567102708333334
2023-06-17T00:00:00Z,8.56316392361111
2023-06-20T00:00:00Z,8.567273508353221
2023-06-21T00:00:00Z,8.565728211805556
2023-06-22T00:00:00Z,8.56630456597222
2023-06-23T00:00:00Z,8.56689402777778
2023-06-24T00:00:00Z,8.561097065972223
2023-06-25T00:00:00Z,8.565790659722222
2023-06-26T00:00:00Z,8.563430017361114
2023-06-27T00:00:00Z,8.566575381944444
2023-06-28T00:00:00Z,8.565712274305552
2023-06-29T00:00:00Z,8.565062291666665
2023-06-30T00:00:00Z,8.564072083626142
2023-07-01T00:00:00Z,8.56744359375
2023-07-02T00:00:00Z,8.562568246527777
2023-07-03T00:00:00Z,8.562328749999999
2023-07-04T00:00:00Z,8.56522081597222
2023-07-05T00:00:00Z,8.563263038194444
2023-07-06T00:00:00Z,8.568115153970822
2023-07-07T00:00:00Z,8.566601266825018
2023-07-08T00:00:00Z,8.568022934027779
2023-07-09T00:00:00Z,8.56930743055556
2023-07-10T00:00:00Z,8.570567974413645
2023-07-11T00:00:00Z,8.570712795138888
2023-07-12T00:00:00Z,8.569969565972224
2023-07-13T00:00:00Z,8.569025850694445
2023-07-14T00:00:00Z,8.564237517361109
2023-07-15T00:00:00Z,8.560458454861111
2023-07-16T00:00:00Z,8.563167482638889
2023-07-17T00:00:00Z,8.56191496527778
2023-07-18T00:00:00Z,8.562516493055554
2023-07-19T00:00:00Z,8.563701979166666
2023-07-20T00:00:00Z,8.561792085953877
2023-07-21T00:00:00Z,8.562243003472224
2023-07-22T00:00:00Z,8.556681970203709
2023-07-27T00:00:00Z,8.566473026783598
2023-07-28T00:00:00Z,8.56656423611111
2023-07-29T00:00:00Z,8.56839279513889
2023-07-30T00:00:00Z,8.567250408056953
2023-07-31T00:00:00Z,8.560851406249999
2023-08-01T00:00:00Z,8.564089494843563
2023-08-02T00:00:00Z,8.563355399305557
2023-08-03T00:00:00Z,8.563853402777779
2023-08-04T00:00:00Z,8.56293524305556
2023-08-05T00:00:00Z,8.56365199652778
2023-08-06T00:00:00Z,8.560607204861109
2023-08-07T00:00:00Z,8.562733333333332
2023-08-08T00:00:00Z,8.563272187499997
2023-08-09T00:00:00Z,8.561291788194444
2023-08-10T00:00:00Z,8.562198489583333
2023-08-11T00:00:00Z,8.564359461805552
2023-08-12T00:00:00Z,8.561446493055554
2023-08-13T00:00:00Z,8.559903749999997
2023-08-14T00:00:00Z,8.559230290384281
2023-08-15T00:00:00Z,8.56125336875664
2023-08-16T00:00:00Z,8.5621265181388
2023-08-17T00:00:00Z,8.56621293402778
2023-08-18T00:00:00Z,8.56746376736111
2023-08-19T00:00:00Z,8.566148784722225
2023-08-20T00:00:00Z,8.568769809027776
2023-08-21T00:00:00Z,8.568326944444445
2023-08-22T00:00:00Z,8.56662763915547
2023-08-23T00:00:00Z,8.56466627886786
2023-08-24T00:00:00Z,8.569162239583335
2023-08-25T00:00:00Z,8.565684722222223
2023-08-26T00:00:00Z,8.56474204861111
2023-08-27T00:00:00Z,8.561590329861115
2023-08-28T00:00:00Z,8.565482671673813
2023-09-05T00:00:00Z,8.562001335311573
2023-09-06T00:00:00Z,8.563466527777777
2023-09-07T00:00:00Z,8.565877239583331
2023-09-08T00:00:00Z,8.566370857242218
2023-09-09T00:00:00Z,8.56439012152778
2023-09-10T00:00:00Z,8.56335034722222
2023-09-11T00:00:00Z,8.566508958333333
2023-09-12T00:00:00Z,8.566135295138888
2023-09-13T00:00:00Z,8.564048923611114
2023-09-14T00:00:00Z,8.564437083333335
2023-09-15T00:00:00Z,8.566739357638887
2023-09-16T00:00:00Z,8.565687204861112
2023-09-17T00:00:00Z,8.564296684027777
2023-09-18T00:00:00Z,8.564681770833332
2023-09-19T00:00:00Z,8.559538350694444
2023-09-21T00:00:00Z,8.567293437500004
2023-09-22T00:00:00Z,8.568378159722219
2023-09-23T00:00:00Z,8.567445763888887
2023-09-24T00:00:00Z,8.56753458333333
2023-09-25T00:00:00Z,8.568435364583333
2023-09-26T00:00:00Z,8.565001117942984
2023-09-28T00:00:00Z,8.554900629072117
2023-10-01T00:00:00Z,8.555935669362084
2023-10-02T00:00:00Z,8.559655624999998
2023-10-03T00:00:00Z,8.558076041666668
2023-10-04T00:00:00Z,8.560366859623734
2023-10-08T00:00:00Z,8.556607432432433
2023-10-09T00:00:00Z,8.557323402777778
2023-10-10T00:00:00Z,8.560027089591802
2023-10-11T00:00:00Z,8.561171302083332
2023-10-13T00:00:00Z,8.552633732638885
2023-10-14T00:00:00Z,8.557875277777775
2023-10-15T00:00:00Z,8.555915885416663
2023-10-16T00:00:00Z,8.555729947916666
2023-10-17T00:00:00Z,8.556323350694445
2023-10-18T00:00:00Z,8.560040694444446
2023-10-19T00:00:00Z,8.562749635416667
2023-10-20T00:00:00Z,8.56182154513889
2023-10-21T00:00:00Z,8.559901297935102
2023-10-22T00:00:00Z,8.559861554870825
2023-10-23T00:00:00Z,8.56354390625
2023-10-24T00:00:00Z,8.561319392361112
2023-10-25T00:00:00Z,8.56158373263889
2023-10-26T00:00:00Z,8.558489687828835
2023-10-27T00:00:00Z,8.556349513888888
2023-10-28T00:00:00Z,8.560529276315789
2023-11-01T00:00:00Z,8.54153903002309
2023-11-02T00:00:00Z,8.550458541666664
2023-11-03T00:00:00Z,8.550269947916666
2023-11-04T00:00:00Z,8.552691024305556
2023-11-05T00:00:00Z,8.54784003472222
2023-11-06T00:00:00Z,8.55229123263889
2023-11-07T00:00:00Z,8.552831284722222
2023-11-08T00:00:00Z,8.553532899305557
2023-11-09T00:00:00Z,8.55323215277778
2023-11-10T00:00:00Z,8.55433888888889
2023-11-11T00:00:00Z,8.554020226342406
2023-11-13T00:00:00Z,8.550226492793406
2023-11-14T00:00:00Z,8.553464149305555
2023-11-15T00:00:00Z,8.55128140625
2023-11-16T00:00:00Z,8.549921649305556
2023-11-17T00:00:00Z,8.55077611111111
2023-11-18T00:00:00Z,8.551061606022579
2023-11-21T00:00:00Z,8.55279564965197
2023-11-22T00:00:00Z,8.546445677083334
2023-11-23T00:00:00Z,8.550744635416667
2023-11-24T00:00:00Z,8.553177777777774
2023-11-25T00:00:00Z,8.546398246527778
2023-11-26T00:00:00Z,8.554500792751982
2023-12-16T00:00:00Z,8.550236302083333
2023-12-17T00:00:00Z,8.548313908664698
2023-12-18T00:00:00Z,8.542997753956103
2023-12-19T00:00:00Z,8.548388402777778
2023-12-20T00:00:00Z,8.5478265625
2023-12-21T00:00:00Z,8.547634175501917
2023-12-22T00:00:00Z,8.543608854166665
2023-12-23T00:00:00Z,8.548259131944445
2023-12-24T00:00:00Z,8.549054270833334
2023-12-25T00:00:00Z,8.541746559206446
2023-12-26T00:00:00Z,8.549617441860462
2023-12-27T00:00:00Z,8.544032517361112
2023-12-28T00:00:00Z,8.541627083333331
2023-12-29T00:00:00Z,8.542265850694445
2023-12-30T00:00:00Z,8.543464913194443
2023-12-31T00:00:00Z,8.544473663194447
2024-01-01T00:00:00Z,8.544704618055556
2024-01-02T00:00:00Z,8.546640121527778
2024-01-03T00:00:00Z,8.547812118055553
2024-01-04T00:00:00Z,8.547104097222224
2024-01-05T00:00:00Z,8.54607276041667
2024-01-06T00:00:00Z,8.543902118055556
2024-01-07T00:00:00Z,8.54232140625
2024-01-08T00:00:00Z,8.545401024305557
2024-01-09T00:00:00Z,8.539261718749998
2024-01-10T00:00:00Z,8.541126684027777
2024-01-11T00:00:00Z,8.542983767361111
2024-01-12T00:00:00Z,8.54162954861111
2024-01-13T00:00:00Z,8.542543385416666
2024-01-14T00:00:00Z,8.542505746527777
2024-01-15T00:00:00Z,8.545208975694445
2024-01-16T00:00:00Z,8.543594618055556
2024-01-17T00:00:00Z,8.544188836805557
2024-01-18T00:00:00Z,8.545873611111109
2024-01-19T00:00:00Z,8.54786045138889
2024-01-20T00:00:00Z,8.542928194116381
2024-01-21T00:00:00Z,8.543698472222221
2024-01-22T00:00:00Z,8.540338663194442
2024-01-23T00:00:00Z,8.53829496527778
2024-01-24T00:00:00Z,8.536943766203155
2024-01-25T00:00:00Z,8.5367999525954
2024-01-26T00:00:00Z,8.542650763888892
2024-01-27T00:00:00Z,8.541448072916666
2024-01-28T00:00:00Z,8.540036100017364
2024-01-29T00:00:00Z,8.542136284722222
2024-01-30T00:00:00Z,8.543979791666665
2024-01-31T00:00:00Z,8.54480251736111
2024-02-01T00:00:00Z,8.534703194444447
2024-02-02T00:00:00Z,8.532368958333333
2024-02-03T00:00:00Z,8.524853124999998
2024-02-04T00:00:00Z,8.538618385416667
2024-02-05T00:00:00Z,8.529791944444444
2024-02-06T00:00:00Z,8.529404622067766
2024-02-07T00:00:00Z,8.537690298812935
2024-02-08T00:00:00Z,8.54127045138889
2024-02-09T00:00:00Z,8.537501996527777
2024-02-10T00:00:00Z,8.534002430555557
2024-02-11T00:00:00Z,8.53863232638889
2024-02-12T00:00:00Z,8.537967274305553
2024-02-13T00:00:00Z,8.537774045138887
2024-02-14T00:00:00Z,8.540392500000001
2024-02-15T00:00:00Z,8.534799365303241
2024-02-16T00:00:00Z,8.54220852272727
2024-02-17T00:00:00Z,8.535949367088609
2024-02-18T00:00:00Z,8.532297396963125
2024-02-19T00:00:00Z,8.53397701388889
2024-02-20T00:00:00Z,8.542907557586142
2024-02-21T00:00:00Z,8.530572483490094
2024-02-22T00:00:00Z,8.531581036560867
2024-02-23T00:00:00Z,8.539020364583335
2024-02-24T00:00:00Z,8.542402291666669
2024-02-25T00:00:00Z,8.538000520833332
2024-02-26T00:00:00Z,8.533870885416666
2024-02-27T00:00:00Z,8.536925217548948
2024-02-28T00:00:00Z,8.541330069444443
2024-02-29T00:00:00Z,8.538918559027778
2024-03-01T00:00:00Z,8.535257378472222
2024-03-02T00:00:00Z,8.540262465277776
2024-03-03T00:00:00Z,8.543877968749998
2024-03-04T00:00:00Z,8.546138159722222
2024-03-05T00:00:00Z,8.539772872525184
2024-03-06T00:00:00Z,8.537429600694448
2024-03-07T00:00:00Z,8.545359437280188
2024-03-08T00:00:00Z,8.538375129998208
2024-03-09T00:00:00Z,8.542377864583331
2024-03-10T00:00:00Z,8.534822465277779
2024-03-11T00:00:00Z,8.530298003472224
2024-03-12T00:00:00Z,8.534575052083332
2024-03-13T00:00:00Z,8.532686631944445
2024-03-14T00:00:00Z,8.53825736111111
2024-03-15T00:00:00Z,8.53116534722222
2024-03-16T00:00:00Z,8.525241510416667
2024-03-17T00:00:00Z,8.526273871527778
2024-03-18T00:00:00Z,8.536020017361112
2024-03-19T00:00:00Z,8.541290102448343
2024-03-20T00:00:00Z,8.545604461805555
2024-03-21T00:00:00Z,8.54075736677116
2024-03-22T00:00:00Z,8.537999069032146
2024-03-23T00:00:00Z,8.531202656249999
2024-03-24T00:00:00Z,8.53620642361111
2024-03-25T00:00:00Z,8.538540659722223
2024-03-26T00:00:00Z,8.534140555555558
2024-03-27T00:00:00Z,8.530466996527778
2024-03-28T00:00:00Z,8.534464027777782
2024-03-29T00:00:00Z,8.52245800347222
2024-03-30T00:00:00Z,8.529197673611112
2024-03-31T00:00:00Z,8.534500017361108
2024-04-01T00:00:00Z,8.527318993055555
2024-04-02T00:00:00Z,8.53197272727272
2024-04-04T00:00:00Z,8.53442944852941
2024-04-05T00:00:00Z,8.534939099471629
2024-04-07T00:00:00Z,8.53563769831873
2024-04-08T00:00:00Z,8.535195651348271
2024-04-09T00:00:00Z,8.529547909698993
2024-04-10T00:00:00Z,8.52887376155487
2024-04-11T00:00:00Z,8.529233750000001
2024-04-12T00:00:00Z,8.53125480902778
2024-04-13T00:00:00Z,8.527894496527775
2024-04-14T00:00:00Z,8.52623644729988
2024-04-15T00:00:00Z,8.527649149305553
2024-04-16T00:00:00Z,8.534773680555555
2024-04-17T00:00:00Z,8.532337517361114
2024-04-18T00:00:00Z,8.532628385416663
2024-04-19T00:00:00Z,8.52820755208333
2024-04-20T00:00:00Z,8.530614947916666
2024-04-21T00:00:00Z,8.532232916666667
2024-04-22T00:00:00Z,8.535010190972221
2024-04-23T00:00:00Z,8.532977665544333
2024-04-24T00:00:00Z,8.526564913194445
2024-04-25T00:00:00Z,8.528321666666669
2024-04-26T00:00:00Z,8.525502239583334
2024-04-27T00:00:00Z,8.522403194444443
2024-04-28T00:00:00Z,8.52173595486111
2024-04-29T00:00:00Z,8.52071532986111
2024-04-30T00:00:00Z,8.523610381944442
2024-05-01T00:00:00Z,8.520318072916666
2024-05-02T00:00:00Z,8.52249503472222
2024-05-03T00:00:00Z,8.52546329861111
2024-05-04T00:00:00Z,8.527618854166667
2024-05-05T00:00:00Z,8.526385989583334
2024-05-06T00:00:00Z,8.525868320610687
2024-05-07T00:00:00Z,8.52955001185115
2024-05-08T00:00:00Z,8.524539218750002
2024-05-09T00:00:00Z,8.518803993055558
2024-05-10T00:00:00Z,8.520288489583335
2024-05-11T00:00:00Z,8.517761701388887
2024-05-12T00:00:00Z,8.517413665566936
2024-05-13T00:00:00Z,8.515968958333334
2024-05-14T00:00:00Z,8.51898626736111
2024-05-15T00:00:00Z,8.520524722222222
2024-05-16T00:00:00Z,8.522293680555556
2024-05-17T00:00:00Z,8.517240465439388
2024-05-18T00:00:00Z,8.522366059027776
2024-05-19T00:00:00Z,8.52192404513889
2024-05-20T00:00:00Z,8.524118142361106
2024-05-21T00:00:00Z,8.518753298611111
2024-05-22T00:00:00Z,8.52005605902778
2024-05-23T00:00:00Z,8.519156076388889
2024-05-24T00:00:00Z,8.51612454861111
2024-05-25T00:00:00Z,8.515088697916667
2024-05-26T00:00:00Z,8.516413055555555
2024-05-27T00:00:00Z,8.516717708333333
2024-05-28T00:00:00Z,8.512461857638892
2024-05-29T00:00:00Z,8.510350353302611
2024-05-31T00:00:00Z,8.512350008981498
2024-06-01T00:00:00Z,8.513565173611113
2024-06-02T00:00:00Z,8.516553603056083
2024-06-03T00:00:00Z,8.516398506944444
2024-06-04T00:00:00Z,8.515727760416668
2024-06-05T00:00:00Z,8.50957998263889
2024-06-06T00:00:00Z,8.51215078125
2024-06-07T00:00:00Z,8.505786875000002
2024-06-08T00:00:00Z,8.507560954861113
2024-06-09T00:00:00Z,8.507590329861111
2024-06-10T00:00:00Z,8.508882083333331
2024-06-11T00:00:00Z,8.505758767361112
2024-06-12T00:00:00Z,8.510860399305555
2024-06-13T00:00:00Z,8.509481927083334
2024-06-14T00:00:00Z,8.510797725694447
2024-06-15T00:00:00Z,8.512966059027777
2024-06-16T00:00:00Z,8.511433645833334
2024-06-17T00:00:00Z,8.510370364583334
2024-06-18T00:00:00Z,8.508689201388888
2024-06-19T00:00:00Z,8.50697467013889
2024-06-20T00:00:00Z,8.50366536458333
2024-06-21T00:00:00Z,8.501763888888886
2024-06-23T00:00:00Z,8.500657274305556
2024-06-24T00:00:00Z,8.496682326388889
