Code,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
MOD,Record Time,Retrieval Time,Node Ref,UID,Module Number,Module ID(hex),Calibration State,Board Project,Drawing,Type,Firmware Version,Issue,Sub-Issue,Serial_WO,Serial_Batch,Sensor Serial,Warm-up(s)
REP,Record Time,Retrieval Time,Node Ref,UID,Module Number,Repeat Sample,Repeat Value(s),,,,,,,,,,
BAS,Record Time,Retrieval Time,Node Ref,UID,CIS(dec),WKT(dec),RXW(ms),Range Addr1,Range Addr2,....,,,,,,,
WUL,Record Time,Retrieval Time,Node Ref,UID,Event Mask(hex),Repeat Time(s),,,,,,,,,,,
SLG,Record Time,Retrieval Time,Node Ref,UID,Event,Start Time,Repeat Period(s),Jitter(s),Event Mask(hex),,,,,,,,
SSP,Record Time,Retrieval Time,Node Ref,UID,Index,SoundSpeed (m/s),Serial Number,,,,,,,,,,
BAT,Record Time,Retrieval Time,Node Ref,UID,UsedPercentage %,Volts V,,,,,,,,,,,
PAG,Record Time,Retrieval Time,Node Ref,UID,Page Number,,,,,,,,,,,,
TMP,Record Time,Retrieval Time,Node Ref,UID,Index,Temperature Deg C,Serial Number,,,,,,,,,,
INC,Record Time,Retrieval Time,Node Ref,UID,Index,Pitch (deg),Roll (deg),Serial Number,,,,,,,,,
DQZ,Record Time,Retrieval Time,Node Ref,UID,Index,Pressure (kPa),Temperature (Deg C),Serial Number,,,,,,,,,
TIM,Record Time,Retrieval Time,Node Ref,UID,,,,,,,,,,,,,
BSL,Record Time,Retrieval Time,Node Ref,UID,RangeNode Ref,RangeAddress,Range(ms),TAT(ms),,,,,,,,,
ERR,Record Time,Retrieval Time,Node Ref,UID,Ref tick time(s),Logging Mask,Error Type,Data,,,,,,,,,
# Data,,,,,,,,,,,,,,,,,
PAG,9/12/23 11:20,9/11/23 18:19,West,6874,0,,,,,,,,,,,,
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,1,103,0,0,0,0,0,0,,0,0,0,0
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,2,106,0,0,0,0,0,0,,0,0,0,0
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,2,106,0,0,0,0,0,0,,0,0,0,0
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,3,102,0,0,0,0,0,0,,0,0,156053,0
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,4,101,0,0,0,0,0,0,,0,0,0,0
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,5,502,0,0,0,0,0,0,,0,0,0,0
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,6,502,0,0,0,0,0,0,,0,0,0,0
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,7,104,0,0,0,0,0,0,,0,0,340085002,0
MOD,9/12/23 11:20,9/11/23 18:19,West,6874,255,0,0,0,0,0,0,0,,0,0,0,0
PAG,8/19/22 19:24,9/3/23 18:19,West,6874,1,,,,,,,,,,,,
MOD,8/19/22 19:24,9/3/23 18:19,West,6874,1,103,0,8305,39,1,1,0,H,335345,2,0,2
MOD,8/19/22 19:24,9/3/23 18:19,West,6874,3,102,0,8305,41,1,1,0,P,338919,6,156053,2
MOD,8/19/22 19:24,9/3/23 18:19,West,6874,4,101,0,8305,40,1,1,0,K,339216,5,0,1
MOD,8/19/22 19:24,9/3/23 18:19,West,6874,5,502,0,8305,110,1,1,2,B,331182,8,0,8
MOD,8/19/22 19:24,9/3/23 18:19,West,6874,6,502,0,8305,110,1,1,2,B,331182,8,0,8
MOD,8/19/22 19:24,9/3/23 18:19,West,6874,7,104,0,8305,110,1,1,2,B,331182,8,340064002,2
TIM,8/19/22 19:24,9/3/23 18:19,West,6874,,,,,,,,,,,,,
REP,8/19/22 19:24,9/3/23 18:19,West,6874,1,1,0,,,,,,,,,,
REP,8/19/22 19:24,9/3/23 18:19,West,6874,2,1,0.1,,,,,,,,,,
REP,8/19/22 19:24,9/3/23 18:19,West,6874,3,1,0,,,,,,,,,,
REP,8/19/22 19:24,9/3/23 18:19,West,6874,4,1,5.5,,,,,,,,,,
REP,8/19/22 19:24,9/3/23 18:19,West,6874,5,1,0,,,,,,,,,,
REP,8/19/22 19:24,9/3/23 18:19,West,6874,6,1,0,,,,,,,,,,
REP,8/19/22 19:24,9/3/23 18:19,West,6874,7,1,0,,,,,,,,,,
REP,8/19/22 19:24,9/3/23 18:19,West,6874,21,1,0.1,,,,,,,,,,
BAS,8/19/22 19:24,9/3/23 18:19,West,6874,1,1,6400,2501,2502,2504,,,,,,,
WUL,8/19/22 19:24,9/3/23 18:19,West,6874,40,100,,,,,,,,,,,
TIM,8/19/22 19:24,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SLG,8/19/22 19:24,9/3/23 18:19,West,6874,1,8/19/22 19:45,14400,0,D,,,,,,,,
SLG,8/19/22 19:24,9/3/23 18:19,West,6874,2,8/19/22 20:30,14400,30,8040,,,,,,,,
SLG,8/19/22 19:24,9/3/23 18:19,West,6874,3,8/19/22 20:25,864000,0,4000,,,,,,,,
TIM,8/19/22 19:24,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SLG,8/19/22 19:24,9/3/23 18:19,West,6874,1,8/19/22 19:45,14400,0,D,,,,,,,,
SLG,8/19/22 19:24,9/3/23 18:19,West,6874,2,8/19/22 20:30,14400,30,8040,,,,,,,,
SLG,8/19/22 19:24,9/3/23 18:19,West,6874,3,8/19/22 20:25,864000,0,4000,,,,,,,,
TIM,8/19/22 19:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/19/22 19:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/19/22 19:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/19/22 19:45,9/3/23 18:19,West,6874,4,20.0796,0,,,,,,,,,,
INC,8/19/22 19:45,9/3/23 18:19,West,6874,1,-0.1219,0.275,0,,,,,,,,,
DQZ,8/19/22 19:45,9/3/23 18:19,West,6874,3,103.55862,19.93,156053,,,,,,,,,
TIM,8/19/22 20:25,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BAT,8/19/22 20:25,9/3/23 18:19,West,6874,1,14.2,,,,,,,,,,,
TIM,8/19/22 20:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/19/22 20:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/19/22 20:30,9/3/23 18:19,West,6874,East,2502,159.937,160,,,,,,,,,
BSL,8/19/22 20:30,9/3/23 18:19,West,6874,North,2504,319.937,320,,,,,,,,,
PAG,8/19/22 20:30,9/3/23 18:19,West,6874,2,,,,,,,,,,,,
SSP,8/19/22 20:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/19/22 23:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/19/22 23:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/19/22 23:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/19/22 23:45,9/3/23 18:19,West,6874,4,23.8955,0,,,,,,,,,,
INC,8/19/22 23:45,9/3/23 18:19,West,6874,1,-0.5281,1.8,0,,,,,,,,,
DQZ,8/19/22 23:45,9/3/23 18:19,West,6874,3,103.70406,28,156053,,,,,,,,,
TIM,8/20/22 0:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/20/22 0:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/20/22 0:30,9/3/23 18:19,West,6874,East,2502,159.937,160,,,,,,,,,
BSL,8/20/22 0:30,9/3/23 18:19,West,6874,North,2504,319.941,320,,,,,,,,,
SSP,8/20/22 0:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 3:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/20/22 3:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 3:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/20/22 3:45,9/3/23 18:19,West,6874,4,18.952,0,,,,,,,,,,
INC,8/20/22 3:45,9/3/23 18:19,West,6874,1,-0.5344,1.7562,0,,,,,,,,,
DQZ,8/20/22 3:45,9/3/23 18:19,West,6874,3,103.4538,21.25,156053,,,,,,,,,
TIM,8/20/22 4:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/20/22 4:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/20/22 4:30,9/3/23 18:19,West,6874,East,2502,159.95,160,,,,,,,,,
BSL,8/20/22 4:30,9/3/23 18:19,West,6874,North,2504,319.941,320,,,,,,,,,
SSP,8/20/22 4:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 7:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/20/22 7:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 7:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/20/22 7:45,9/3/23 18:19,West,6874,4,18.1748,0,,,,,,,,,,
INC,8/20/22 7:45,9/3/23 18:19,West,6874,1,-0.5531,1.7531,0,,,,,,,,,
DQZ,8/20/22 7:45,9/3/23 18:19,West,6874,3,103.3215,19.29,156053,,,,,,,,,
TIM,8/20/22 8:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/20/22 8:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/20/22 8:30,9/3/23 18:19,West,6874,East,2502,159.949,160,,,,,,,,,
BSL,8/20/22 8:30,9/3/23 18:19,West,6874,North,2504,319.944,320,,,,,,,,,
SSP,8/20/22 8:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 11:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/20/22 11:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 11:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/20/22 11:45,9/3/23 18:19,West,6874,4,16.9758,0,,,,,,,,,,
INC,8/20/22 11:45,9/3/23 18:19,West,6874,1,-0.5531,1.7406,0,,,,,,,,,
DQZ,8/20/22 11:45,9/3/23 18:19,West,6874,3,103.25611,17.78,156053,,,,,,,,,
TIM,8/20/22 12:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/20/22 12:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/20/22 12:30,9/3/23 18:19,West,6874,East,2502,159.953,160,,,,,,,,,
BSL,8/20/22 12:30,9/3/23 18:19,West,6874,North,2504,319.945,320,,,,,,,,,
SSP,8/20/22 12:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 15:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/20/22 15:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 15:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
PAG,8/20/22 15:45,9/3/23 18:19,West,6874,3,,,,,,,,,,,,
TMP,8/20/22 15:45,9/3/23 18:19,West,6874,4,18.4881,0,,,,,,,,,,
INC,8/20/22 15:45,9/3/23 18:19,West,6874,1,-0.5625,1.7781,0,,,,,,,,,
DQZ,8/20/22 15:45,9/3/23 18:19,West,6874,3,103.23463,18.41,156053,,,,,,,,,
TIM,8/20/22 16:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/20/22 16:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/20/22 16:30,9/3/23 18:19,West,6874,East,2502,159.947,160,,,,,,,,,
BSL,8/20/22 16:30,9/3/23 18:19,West,6874,North,2504,319.944,320,,,,,,,,,
SSP,8/20/22 16:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 19:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/20/22 19:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 19:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/20/22 19:45,9/3/23 18:19,West,6874,4,25.6751,0,,,,,,,,,,
INC,8/20/22 19:45,9/3/23 18:19,West,6874,1,-0.5344,1.8125,0,,,,,,,,,
DQZ,8/20/22 19:45,9/3/23 18:19,West,6874,3,103.34702,29.32,156053,,,,,,,,,
TIM,8/20/22 20:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/20/22 20:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/20/22 20:30,9/3/23 18:19,West,6874,East,2502,159.938,160,,,,,,,,,
BSL,8/20/22 20:30,9/3/23 18:19,West,6874,North,2504,319.94,320,,,,,,,,,
SSP,8/20/22 20:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 23:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/20/22 23:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/20/22 23:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/20/22 23:45,9/3/23 18:19,West,6874,4,25.9499,0,,,,,,,,,,
INC,8/20/22 23:45,9/3/23 18:19,West,6874,1,-0.5406,1.8188,0,,,,,,,,,
DQZ,8/20/22 23:45,9/3/23 18:19,West,6874,3,103.63979,31.4,156053,,,,,,,,,
TIM,8/21/22 0:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/21/22 0:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/21/22 0:30,9/3/23 18:19,West,6874,East,2502,159.941,160,,,,,,,,,
BSL,8/21/22 0:30,9/3/23 18:19,West,6874,North,2504,319.941,320,,,,,,,,,
SSP,8/21/22 0:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 3:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/21/22 3:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 3:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/21/22 3:45,9/3/23 18:19,West,6874,4,20.6462,0,,,,,,,,,,
INC,8/21/22 3:45,9/3/23 18:19,West,6874,1,-0.5469,1.7531,0,,,,,,,,,
DQZ,8/21/22 3:45,9/3/23 18:19,West,6874,3,103.60915,25,156053,,,,,,,,,
TIM,8/21/22 4:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/21/22 4:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/21/22 4:30,9/3/23 18:19,West,6874,East,2502,159.948,160,,,,,,,,,
BSL,8/21/22 4:30,9/3/23 18:19,West,6874,North,2504,319.943,320,,,,,,,,,
SSP,8/21/22 4:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 7:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/21/22 7:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 7:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/21/22 7:45,9/3/23 18:19,West,6874,4,18.7951,0,,,,,,,,,,
INC,8/21/22 7:45,9/3/23 18:19,West,6874,1,-0.55,1.7625,0,,,,,,,,,
PAG,8/21/22 7:45,9/3/23 18:19,West,6874,4,,,,,,,,,,,,
DQZ,8/21/22 7:45,9/3/23 18:19,West,6874,3,103.3627,20.72,156053,,,,,,,,,
TIM,8/21/22 8:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/21/22 8:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/21/22 8:30,9/3/23 18:19,West,6874,East,2502,159.955,160,,,,,,,,,
BSL,8/21/22 8:30,9/3/23 18:19,West,6874,North,2504,319.944,320,,,,,,,,,
SSP,8/21/22 8:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 11:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/21/22 11:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 11:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/21/22 11:45,9/3/23 18:19,West,6874,4,17.2952,0,,,,,,,,,,
INC,8/21/22 11:45,9/3/23 18:19,West,6874,1,-0.5562,1.7625,0,,,,,,,,,
DQZ,8/21/22 11:45,9/3/23 18:19,West,6874,3,103.2803,18.57,156053,,,,,,,,,
TIM,8/21/22 12:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/21/22 12:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/21/22 12:30,9/3/23 18:19,West,6874,East,2502,159.956,160,,,,,,,,,
BSL,8/21/22 12:30,9/3/23 18:19,West,6874,North,2504,319.947,320,,,,,,,,,
SSP,8/21/22 12:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 15:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/21/22 15:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 15:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/21/22 15:45,9/3/23 18:19,West,6874,4,18.1088,0,,,,,,,,,,
INC,8/21/22 15:45,9/3/23 18:19,West,6874,1,-1.0469,1.9125,0,,,,,,,,,
DQZ,8/21/22 15:45,9/3/23 18:19,West,6874,3,103.21111,18.62,156053,,,,,,,,,
TIM,8/21/22 16:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/21/22 16:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/21/22 16:30,9/3/23 18:19,West,6874,East,2502,159.946,160,,,,,,,,,
BSL,8/21/22 16:30,9/3/23 18:19,West,6874,North,2504,319.942,320,,,,,,,,,
SSP,8/21/22 16:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 19:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/21/22 19:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 19:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/21/22 19:45,9/3/23 18:19,West,6874,4,26.9031,0,,,,,,,,,,
INC,8/21/22 19:45,9/3/23 18:19,West,6874,1,-0.625,1.6781,0,,,,,,,,,
DQZ,8/21/22 19:45,9/3/23 18:19,West,6874,3,103.89458,31.64,156053,,,,,,,,,
TIM,8/21/22 20:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/21/22 20:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/21/22 20:30,9/3/23 18:19,West,6874,East,2502,159.935,160,,,,,,,,,
BSL,8/21/22 20:30,9/3/23 18:19,West,6874,North,2504,319.933,320,,,,,,,,,
SSP,8/21/22 20:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 23:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/21/22 23:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/21/22 23:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/21/22 23:45,9/3/23 18:19,West,6874,4,24.6776,0,,,,,,,,,,
INC,8/21/22 23:45,9/3/23 18:19,West,6874,1,-0.6219,1.5969,0,,,,,,,,,
DQZ,8/21/22 23:45,9/3/23 18:19,West,6874,3,104.03999,31.98,156053,,,,,,,,,
TIM,8/22/22 0:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/22/22 0:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/22/22 0:30,9/3/23 18:19,West,6874,East,2502,159.94,160,,,,,,,,,
PAG,8/22/22 0:30,9/3/23 18:19,West,6874,5,,,,,,,,,,,,
BSL,8/22/22 0:30,9/3/23 18:19,West,6874,North,2504,319.938,320,,,,,,,,,
SSP,8/22/22 0:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 3:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/22/22 3:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 3:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/22/22 3:45,9/3/23 18:19,West,6874,4,19.9952,0,,,,,,,,,,
INC,8/22/22 3:45,9/3/23 18:19,West,6874,1,-0.6156,1.5625,0,,,,,,,,,
DQZ,8/22/22 3:45,9/3/23 18:19,West,6874,3,103.57559,23.83,156053,,,,,,,,,
TIM,8/22/22 4:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/22/22 4:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/22/22 4:30,9/3/23 18:19,West,6874,East,2502,159.949,160,,,,,,,,,
BSL,8/22/22 4:30,9/3/23 18:19,West,6874,North,2504,319.944,320,,,,,,,,,
SSP,8/22/22 4:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 7:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/22/22 7:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 7:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/22/22 7:45,9/3/23 18:19,West,6874,4,17.1337,0,,,,,,,,,,
INC,8/22/22 7:45,9/3/23 18:19,West,6874,1,-0.625,1.525,0,,,,,,,,,
DQZ,8/22/22 7:45,9/3/23 18:19,West,6874,3,103.53718,18.8,156053,,,,,,,,,
TIM,8/22/22 8:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/22/22 8:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/22/22 8:30,9/3/23 18:19,West,6874,East,2502,159.949,160,,,,,,,,,
BSL,8/22/22 8:30,9/3/23 18:19,West,6874,North,2504,319.942,320,,,,,,,,,
SSP,8/22/22 8:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 11:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/22/22 11:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 11:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/22/22 11:45,9/3/23 18:19,West,6874,4,16.999,0,,,,,,,,,,
INC,8/22/22 11:45,9/3/23 18:19,West,6874,1,-0.6187,1.5125,0,,,,,,,,,
DQZ,8/22/22 11:45,9/3/23 18:19,West,6874,3,103.54885,18.01,156053,,,,,,,,,
TIM,8/22/22 12:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/22/22 12:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/22/22 12:30,9/3/23 18:19,West,6874,East,2502,159.949,160,,,,,,,,,
BSL,8/22/22 12:30,9/3/23 18:19,West,6874,North,2504,319.941,320,,,,,,,,,
SSP,8/22/22 12:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 15:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/22/22 15:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 15:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/22/22 15:45,9/3/23 18:19,West,6874,4,19.259,0,,,,,,,,,,
INC,8/22/22 15:45,9/3/23 18:19,West,6874,1,0.075,0.8687,0,,,,,,,,,
DQZ,8/22/22 15:45,9/3/23 18:19,West,6874,3,103.61788,19.55,156053,,,,,,,,,
TIM,8/22/22 16:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/22/22 16:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/22/22 16:30,9/3/23 18:19,West,6874,East,2502,159.945,160,,,,,,,,,
BSL,8/22/22 16:30,9/3/23 18:19,West,6874,North,2504,319.942,320,,,,,,,,,
SSP,8/22/22 16:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 19:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/22/22 19:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 19:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
PAG,8/22/22 19:45,9/3/23 18:19,West,6874,6,,,,,,,,,,,,
TMP,8/22/22 19:45,9/3/23 18:19,West,6874,4,24.0145,0,,,,,,,,,,
INC,8/22/22 19:45,9/3/23 18:19,West,6874,1,0.0906,1.1938,0,,,,,,,,,
DQZ,8/22/22 19:45,9/3/23 18:19,West,6874,3,104.03207,29.29,156053,,,,,,,,,
TIM,8/22/22 20:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/22/22 20:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/22/22 20:30,9/3/23 18:19,West,6874,East,2502,159.941,160,,,,,,,,,
BSL,8/22/22 20:30,9/3/23 18:19,West,6874,North,2504,319.937,320,,,,,,,,,
SSP,8/22/22 20:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 23:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/22/22 23:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/22/22 23:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/22/22 23:45,9/3/23 18:19,West,6874,4,28.9737,0,,,,,,,,,,
INC,8/22/22 23:45,9/3/23 18:19,West,6874,1,0.1094,1.2687,0,,,,,,,,,
DQZ,8/22/22 23:45,9/3/23 18:19,West,6874,3,104.62469,33.81,156053,,,,,,,,,
TIM,8/23/22 0:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/23/22 0:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/23/22 0:30,9/3/23 18:19,West,6874,East,2502,159.94,160,,,,,,,,,
BSL,8/23/22 0:30,9/3/23 18:19,West,6874,North,2504,319.94,320,,,,,,,,,
SSP,8/23/22 0:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/23/22 3:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
SSP,8/23/22 3:30,9/3/23 18:19,West,6874,7,9996,340064002,,,,,,,,,,
TIM,8/23/22 3:45,9/3/23 18:19,West,6874,,,,,,,,,,,,,
TMP,8/23/22 3:45,9/3/23 18:19,West,6874,4,19.8587,0,,,,,,,,,,
INC,8/23/22 3:45,9/3/23 18:19,West,6874,1,0.1,1.1437,0,,,,,,,,,
DQZ,8/23/22 3:45,9/3/23 18:19,West,6874,3,104.06258,25.06,156053,,,,,,,,,
TIM,8/23/22 4:30,9/3/23 18:19,West,6874,,,,,,,,,,,,,
BSL,8/23/22 4:30,9/3/23 18:19,West,6874,Cabled,2501,0,80,,,,,,,,,
BSL,8/23/22 4:30,9/3/23 18:19,West,6874,East,2502,159.95,160,,,,,,,,,
BSL,8/23/22 4:30,9/3/23 18:19,West,6874,North,2504,319.947,320,,,,,,,,,
