Code,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
SSP,9/1/22 21:00,7/24/23 1:47,North,00687A,7,1484.4836,340064003,,,,,,,,,,
TIM,9/1/22 23:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/1/22 23:30,7/24/23 1:47,North,00687A,Cabled,2501,726.458,80,,,,,,,,,
BSL,9/1/22 23:30,7/24/23 1:47,North,00687A,East,2502,2373.023,160,,,,,,,,,
BSL,9/1/22 23:30,7/24/23 1:47,North,00687A,West,2503,2620.303,240,,,,,,,,,
SSP,9/1/22 23:30,7/24/23 1:47,North,00687A,7,1484.5114,340064003,,,,,,,,,,
TIM,9/1/22 23:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
INC,9/1/22 23:45,7/24/23 1:47,North,00687A,1,-0.7219,3.8219,0,,,,,,,,,
DQZ,9/1/22 23:45,7/24/23 1:47,North,00687A,3,15572.15527,2.93,156054,,,,,,,,,
TIM,9/2/22 0:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 0:30,7/24/23 1:47,North,00687A,7,1484.516,340064003,,,,,,,,,,
TIM,9/2/22 3:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TIM,9/2/22 3:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/2/22 3:30,7/24/23 1:47,North,00687A,Cabled,2501,726.465,80,,,,,,,,,
BSL,9/2/22 3:30,7/24/23 1:47,North,00687A,East,2502,2373.097,160,,,,,,,,,
BSL,9/2/22 3:30,7/24/23 1:47,North,00687A,West,2503,0,240,,,,,,,,,
SSP,9/2/22 3:30,7/24/23 1:47,North,00687A,7,1484.5026,340064003,,,,,,,,,,
TIM,9/2/22 3:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
INC,9/2/22 3:45,7/24/23 1:47,North,00687A,1,-0.7094,3.8156,0,,,,,,,,,
DQZ,9/2/22 3:45,7/24/23 1:47,North,00687A,3,15557.26172,2.66,156054,,,,,,,,,
TIM,9/2/22 4:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 4:30,7/24/23 1:47,North,00687A,7,1484.488,340064003,,,,,,,,,,
TIM,9/2/22 7:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/2/22 7:30,7/24/23 1:47,North,00687A,Cabled,2501,726.469,80,,,,,,,,,
BSL,9/2/22 7:30,7/24/23 1:47,North,00687A,East,2502,0,160,,,,,,,,,
BSL,9/2/22 7:30,7/24/23 1:47,North,00687A,West,2503,2620.246,240,,,,,,,,,
PAG,9/2/22 7:30,7/24/23 1:47,North,00687A,21,,,,,,,,,,,,
SSP,9/2/22 7:30,7/24/23 1:47,North,00687A,7,1484.4917,340064003,,,,,,,,,,
TIM,9/2/22 7:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
INC,9/2/22 7:45,7/24/23 1:47,North,00687A,1,-0.6969,3.8156,0,,,,,,,,,
DQZ,9/2/22 7:45,7/24/23 1:47,North,00687A,3,15553.79102,2.52,156054,,,,,,,,,
TIM,9/2/22 8:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 8:30,7/24/23 1:47,North,00687A,7,1484.4965,340064003,,,,,,,,,,
TIM,9/2/22 11:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/2/22 11:30,7/24/23 1:47,North,00687A,Cabled,2501,726.455,80,,,,,,,,,
BSL,9/2/22 11:30,7/24/23 1:47,North,00687A,East,2502,2373.105,160,,,,,,,,,
BSL,9/2/22 11:30,7/24/23 1:47,North,00687A,West,2503,2620.266,240,,,,,,,,,
SSP,9/2/22 11:30,7/24/23 1:47,North,00687A,7,1484.5242,340064003,,,,,,,,,,
TIM,9/2/22 11:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/2/22 11:45,7/24/23 1:47,North,00687A,4,2.0364,0,,,,,,,,,,
INC,9/2/22 11:45,7/24/23 1:47,North,00687A,1,-0.7,3.8094,0,,,,,,,,,
DQZ,9/2/22 11:45,7/24/23 1:47,North,00687A,3,15566.25195,2.46,156054,,,,,,,,,
TIM,9/2/22 12:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 12:30,7/24/23 1:47,North,00687A,7,1484.5243,340064003,,,,,,,,,,
TIM,9/2/22 15:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/2/22 15:30,7/24/23 1:47,North,00687A,Cabled,2501,726.454,80,,,,,,,,,
BSL,9/2/22 15:30,7/24/23 1:47,North,00687A,East,2502,2373.112,160,,,,,,,,,
BSL,9/2/22 15:30,7/24/23 1:47,North,00687A,West,2503,2620.259,240,,,,,,,,,
SSP,9/2/22 15:30,7/24/23 1:47,North,00687A,7,1484.514,340064003,,,,,,,,,,
TIM,9/2/22 15:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/2/22 15:45,7/24/23 1:47,North,00687A,4,2.0315,0,,,,,,,,,,
INC,9/2/22 15:45,7/24/23 1:47,North,00687A,1,-0.7156,3.8188,0,,,,,,,,,
DQZ,9/2/22 15:45,7/24/23 1:47,North,00687A,3,15559.93652,2.42,156054,,,,,,,,,
TIM,9/2/22 16:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 16:30,7/24/23 1:47,North,00687A,7,1484.5104,340064003,,,,,,,,,,
TIM,9/2/22 18:50,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 18:50,7/24/23 1:47,North,00687A,7,1484.5217,340064003,,,,,,,,,,
TIM,9/2/22 19:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 19:00,7/24/23 1:47,North,00687A,7,1484.5215,340064003,,,,,,,,,,
TIM,9/2/22 19:19,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 19:19,7/24/23 1:47,North,00687A,7,1484.5232,340064003,,,,,,,,,,
TIM,9/2/22 19:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/2/22 19:30,7/24/23 1:47,North,00687A,Cabled,2501,726.464,80,,,,,,,,,
BSL,9/2/22 19:30,7/24/23 1:47,North,00687A,East,2502,2373.158,160,,,,,,,,,
BSL,9/2/22 19:30,7/24/23 1:47,North,00687A,West,2503,2620.256,240,,,,,,,,,
SSP,9/2/22 19:30,7/24/23 1:47,North,00687A,7,1484.5243,340064003,,,,,,,,,,
TIM,9/2/22 19:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/2/22 19:45,7/24/23 1:47,North,00687A,4,2.0309,0,,,,,,,,,,
INC,9/2/22 19:45,7/24/23 1:47,North,00687A,1,-0.7187,3.825,0,,,,,,,,,
DQZ,9/2/22 19:45,7/24/23 1:47,North,00687A,3,15560.09082,2.41,156054,,,,,,,,,
TIM,9/2/22 20:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 20:00,7/24/23 1:47,North,00687A,7,1484.5259,340064003,,,,,,,,,,
TIM,9/2/22 20:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 20:30,7/24/23 1:47,North,00687A,7,1484.5305,340064003,,,,,,,,,,
PAG,9/2/22 21:00,7/24/23 1:47,North,00687A,22,,,,,,,,,,,,
TIM,9/2/22 21:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 21:00,7/24/23 1:47,North,00687A,7,1484.5289,340064003,,,,,,,,,,
TIM,9/2/22 22:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 22:00,7/24/23 1:47,North,00687A,7,1484.535,340064003,,,,,,,,,,
TIM,9/2/22 23:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/2/22 23:00,7/24/23 1:47,North,00687A,7,1484.5383,340064003,,,,,,,,,,
TIM,9/2/22 23:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TIM,9/2/22 23:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/2/22 23:30,7/24/23 1:47,North,00687A,Cabled,2501,726.433,80,,,,,,,,,
BSL,9/2/22 23:30,7/24/23 1:47,North,00687A,East,2502,2373.128,160,,,,,,,,,
BSL,9/2/22 23:30,7/24/23 1:47,North,00687A,West,2503,2620.21,240,,,,,,,,,
SSP,9/2/22 23:30,7/24/23 1:47,North,00687A,7,1484.5383,340064003,,,,,,,,,,
TIM,9/2/22 23:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/2/22 23:45,7/24/23 1:47,North,00687A,4,2.0291,0,,,,,,,,,,
INC,9/2/22 23:45,7/24/23 1:47,North,00687A,1,-0.7031,3.825,0,,,,,,,,,
DQZ,9/2/22 23:45,7/24/23 1:47,North,00687A,3,15572.06641,2.41,156054,,,,,,,,,
TIM,9/3/22 0:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 0:00,7/24/23 1:47,North,00687A,7,1484.5376,340064003,,,,,,,,,,
TIM,9/3/22 0:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 0:30,7/24/23 1:47,North,00687A,7,1484.5033,340064003,,,,,,,,,,
TIM,9/3/22 1:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 1:00,7/24/23 1:47,North,00687A,7,1484.4919,340064003,,,,,,,,,,
TIM,9/3/22 2:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 2:00,7/24/23 1:47,North,00687A,7,1484.4821,340064003,,,,,,,,,,
TIM,9/3/22 3:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 3:00,7/24/23 1:47,North,00687A,7,1484.4807,340064003,,,,,,,,,,
TIM,9/3/22 3:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/3/22 3:30,7/24/23 1:47,North,00687A,Cabled,2501,726.471,80,,,,,,,,,
BSL,9/3/22 3:30,7/24/23 1:47,North,00687A,East,2502,0,160,,,,,,,,,
BSL,9/3/22 3:30,7/24/23 1:47,North,00687A,West,2503,2620.297,240,,,,,,,,,
SSP,9/3/22 3:30,7/24/23 1:47,North,00687A,7,1484.4937,340064003,,,,,,,,,,
TIM,9/3/22 3:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/3/22 3:45,7/24/23 1:47,North,00687A,4,2.0224,0,,,,,,,,,,
INC,9/3/22 3:45,7/24/23 1:47,North,00687A,1,-0.7156,3.8219,0,,,,,,,,,
DQZ,9/3/22 3:45,7/24/23 1:47,North,00687A,3,15561.18164,2.4,156054,,,,,,,,,
TIM,9/3/22 4:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 4:00,7/24/23 1:47,North,00687A,7,1484.4832,340064003,,,,,,,,,,
TIM,9/3/22 4:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 4:30,7/24/23 1:47,North,00687A,7,1484.4821,340064003,,,,,,,,,,
TIM,9/3/22 5:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 5:00,7/24/23 1:47,North,00687A,7,1484.4965,340064003,,,,,,,,,,
TIM,9/3/22 6:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 6:00,7/24/23 1:47,North,00687A,7,1484.4828,340064003,,,,,,,,,,
TIM,9/3/22 7:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 7:00,7/24/23 1:47,North,00687A,7,1484.4779,340064003,,,,,,,,,,
TIM,9/3/22 7:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/3/22 7:30,7/24/23 1:47,North,00687A,Cabled,2501,726.451,80,,,,,,,,,
BSL,9/3/22 7:30,7/24/23 1:47,North,00687A,East,2502,2373.143,160,,,,,,,,,
BSL,9/3/22 7:30,7/24/23 1:47,North,00687A,West,2503,2620.118,240,,,,,,,,,
SSP,9/3/22 7:30,7/24/23 1:47,North,00687A,7,1484.4795,340064003,,,,,,,,,,
TIM,9/3/22 7:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/3/22 7:45,7/24/23 1:47,North,00687A,4,2.0248,0,,,,,,,,,,
PAG,9/3/22 7:45,7/24/23 1:47,North,00687A,23,,,,,,,,,,,,
INC,9/3/22 7:45,7/24/23 1:47,North,00687A,1,-0.725,3.8219,0,,,,,,,,,
DQZ,9/3/22 7:45,7/24/23 1:47,North,00687A,3,15551.41211,2.41,156054,,,,,,,,,
TIM,9/3/22 8:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 8:00,7/24/23 1:47,North,00687A,7,1484.4791,340064003,,,,,,,,,,
TIM,9/3/22 8:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 8:30,7/24/23 1:47,North,00687A,7,1484.4802,340064003,,,,,,,,,,
TIM,9/3/22 9:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 9:00,7/24/23 1:47,North,00687A,7,1484.4808,340064003,,,,,,,,,,
TIM,9/3/22 10:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 10:00,7/24/23 1:47,North,00687A,7,1484.4879,340064003,,,,,,,,,,
TIM,9/3/22 11:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 11:00,7/24/23 1:47,North,00687A,7,1484.4949,340064003,,,,,,,,,,
TIM,9/3/22 11:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/3/22 11:30,7/24/23 1:47,North,00687A,Cabled,2501,726.462,80,,,,,,,,,
BSL,9/3/22 11:30,7/24/23 1:47,North,00687A,East,2502,2373.064,160,,,,,,,,,
BSL,9/3/22 11:30,7/24/23 1:47,North,00687A,West,2503,2620.196,240,,,,,,,,,
SSP,9/3/22 11:30,7/24/23 1:47,North,00687A,7,1484.5009,340064003,,,,,,,,,,
TIM,9/3/22 11:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/3/22 11:45,7/24/23 1:47,North,00687A,4,2.025,0,,,,,,,,,,
INC,9/3/22 11:45,7/24/23 1:47,North,00687A,1,-0.7125,3.825,0,,,,,,,,,
DQZ,9/3/22 11:45,7/24/23 1:47,North,00687A,3,15562.76758,2.41,156054,,,,,,,,,
TIM,9/3/22 12:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 12:00,7/24/23 1:47,North,00687A,7,1484.51,340064003,,,,,,,,,,
TIM,9/3/22 12:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 12:30,7/24/23 1:47,North,00687A,7,1484.5164,340064003,,,,,,,,,,
TIM,9/3/22 13:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 13:00,7/24/23 1:47,North,00687A,7,1484.5167,340064003,,,,,,,,,,
TIM,9/3/22 14:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 14:00,7/24/23 1:47,North,00687A,7,1484.5138,340064003,,,,,,,,,,
TIM,9/3/22 15:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 15:00,7/24/23 1:47,North,00687A,7,1484.5281,340064003,,,,,,,,,,
TIM,9/3/22 15:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
BSL,9/3/22 15:30,7/24/23 1:47,North,00687A,Cabled,2501,726.457,80,,,,,,,,,
BSL,9/3/22 15:30,7/24/23 1:47,North,00687A,East,2502,0,160,,,,,,,,,
BSL,9/3/22 15:30,7/24/23 1:47,North,00687A,West,2503,2620.281,240,,,,,,,,,
SSP,9/3/22 15:30,7/24/23 1:47,North,00687A,7,1484.5205,340064003,,,,,,,,,,
TIM,9/3/22 15:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/3/22 15:45,7/24/23 1:47,North,00687A,4,2.0299,0,,,,,,,,,,
INC,9/3/22 15:45,7/24/23 1:47,North,00687A,1,-0.725,3.8188,0,,,,,,,,,
DQZ,9/3/22 15:45,7/24/23 1:47,North,00687A,3,15562.66406,2.41,156054,,,,,,,,,
TIM,9/3/22 16:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 16:00,7/24/23 1:47,North,00687A,7,1484.5208,340064003,,,,,,,,,,
TIM,9/3/22 16:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 16:30,7/24/23 1:47,North,00687A,7,1484.5258,340064003,,,,,,,,,,
TIM,9/3/22 17:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 17:00,7/24/23 1:47,North,00687A,7,1484.5227,340064003,,,,,,,,,,
TIM,9/3/22 18:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 18:00,7/24/23 1:47,North,00687A,7,1484.5192,340064003,,,,,,,,,,
TIM,9/3/22 19:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 19:00,7/24/23 1:47,North,00687A,7,1484.512,340064003,,,,,,,,,,
TIM,9/3/22 19:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
PAG,9/3/22 19:30,7/24/23 1:47,North,00687A,24,,,,,,,,,,,,
BSL,9/3/22 19:30,7/24/23 1:47,North,00687A,Cabled,2501,726.456,80,,,,,,,,,
BSL,9/3/22 19:30,7/24/23 1:47,North,00687A,East,2502,2373.097,160,,,,,,,,,
BSL,9/3/22 19:30,7/24/23 1:47,North,00687A,West,2503,2620.294,240,,,,,,,,,
SSP,9/3/22 19:30,7/24/23 1:47,North,00687A,7,1484.5046,340064003,,,,,,,,,,
TIM,9/3/22 19:45,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
TMP,9/3/22 19:45,7/24/23 1:47,North,00687A,4,2.0263,0,,,,,,,,,,
INC,9/3/22 19:45,7/24/23 1:47,North,00687A,1,-0.7219,3.8281,0,,,,,,,,,
DQZ,9/3/22 19:45,7/24/23 1:47,North,00687A,3,15559.75977,2.41,156054,,,,,,,,,
TIM,9/3/22 20:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 20:00,7/24/23 1:47,North,00687A,7,1484.5001,340064003,,,,,,,,,,
TIM,9/3/22 20:30,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
SSP,9/3/22 20:30,7/24/23 1:47,North,00687A,7,1484.5016,340064003,,,,,,,,,,
TIM,9/3/22 21:00,7/24/23 1:47,North,00687A,,,,,,,,,,,,,
