time_utc,CE_ma_cm,WC_ma_cm,WE_ma_cm,Pn,Pe,Pw,dP_NE,dP_NW,dP_EW,eq_count_e,eq_count_w,eq_e_30d,eq_w_30d
2024-01-05 03:30:00+00:00,164209.15902425206,176561.9010116583,326018.0723280513,0.5128305370433216,0.5389568532100576,0.5175654830421135,-0.026126316166735997,-0.004734945998791873,0.021391370167944124,0,0,0.0,0.0
2024-01-05 07:30:00+00:00,164209.20811972622,176562.02553361878,326018.0375220369,0.5113681673753453,0.5374273154810867,0.5160152770345456,-0.026059148105741392,-0.004647109659200344,0.02141203844654105,0,0,0.0,0.0
2024-01-05 11:30:00+00:00,164209.25234321036,176562.00029272225,326017.9567369079,0.509806113734715,0.5357975482316224,0.5143747955483249,-0.02599143449690744,-0.0045686818136099205,0.02142275268329752,0,0,0.0,0.0
2024-01-05 15:30:00+00:00,164209.28363387185,176561.9590770847,326017.90703485906,0.5092898273955435,0.5351408640686329,0.5136769034255926,-0.02585103667308941,-0.004387076030049064,0.021463960643040347,0,0,0.0,0.0
2024-01-05 19:30:00+00:00,164209.26700564582,176561.99410939647,326018.25367322913,0.5076397018712198,0.5334183271095836,0.5119391895738865,-0.025778625238363828,-0.004299487702666749,0.02147913753569708,0,0,0.0,0.0
2024-01-05 23:30:00+00:00,164209.27664027273,176562.00567148393,326018.3715317723,0.5060386825337378,0.5317501235857616,0.510235381117441,-0.02571144105202372,-0.004196698583703196,0.021514742468320525,0,0,0.0,0.0
2024-01-06 03:30:00+00:00,164209.29392977126,176562.03527342953,326018.21364523866,0.5044997630204515,0.5301542636289467,0.5086001663768648,-0.025654500608495168,-0.0041004033564132625,0.021554097252081905,0,0,0.0,0.0
2024-01-06 07:30:00+00:00,164209.29285957626,176562.14312053926,326018.1444573744,0.5029753085282518,0.5285875017827114,0.5069718604897056,-0.025612193254459625,-0.003996551961453765,0.02161564129300586,0,0,0.0,0.0
2024-01-06 11:30:00+00:00,164209.29952793114,176562.12358588589,326018.1648902447,0.5014444769992462,0.5270040524109478,0.5053546108042726,-0.02555957541170162,-0.003910133805026361,0.021649441606675257,0,0,0.0,0.0
2024-01-06 15:30:00+00:00,164209.32241847512,176562.0344075226,326018.03568518854,0.4999186014354556,0.5254305666321186,0.5037337136701139,-0.025511965196663045,-0.003815112234658302,0.021696852962004742,0,0,0.0,0.0
2024-01-06 19:30:00+00:00,164209.33612260575,176562.0884737655,326018.0712719698,0.498392633419623,0.5238440840196251,0.502117092048807,-0.025451450600002146,-0.0037244586291839687,0.021726991970818177,0,0,0.0,0.0
2024-01-06 23:30:00+00:00,164209.33993529325,176562.02414434857,326018.03651148366,0.4969345622424932,0.522328707454603,0.5005671469261126,-0.02539414521210981,-0.0036325846836193776,0.02176156052849043,0,0,0.0,0.0
2024-01-07 03:30:00+00:00,164209.39447915248,176562.02538881212,326017.98179586366,0.495605852587119,0.5209474345996489,0.4991572409905278,-0.025341582012529895,-0.003551388403408795,0.0217901936091211,0,0,0.0,0.0
2024-01-07 07:30:00+00:00,164209.40551082572,176562.15982305643,326018.0463940047,0.4943476525048078,0.5196345168058193,0.4978178789650042,-0.025286864301011514,-0.0034702264601964017,0.021816637840815112,0,0,0.0,0.0
2024-01-07 11:30:00+00:00,164209.364662491,176562.1348481301,326017.89171322744,0.4930816022605996,0.5183057647081276,0.4964678922028203,-0.02522416244752801,-0.003386289942220677,0.021837872505307332,0,0,0.0,0.0
2024-01-07 15:30:00+00:00,164209.38451815126,176562.05464543644,326017.81987930683,0.4917728198367637,0.5169295851217072,0.4950811264438984,-0.025156765284943483,-0.0033083066071347145,0.02184845867780877,0,0,0.0,0.0
2024-01-07 19:30:00+00:00,164209.39884414745,176561.98927593802,326017.73604074673,0.4904321181719155,0.5155191266731124,0.4936682211177206,-0.025087008501196884,-0.003236102945805064,0.02185090555539182,0,0,0.0,0.0
2024-01-07 23:30:00+00:00,164209.42722425263,176561.9916013699,326017.76718616753,0.4890617951654417,0.5140705730477578,0.4922200130203631,-0.025008777882316147,-0.00315821785492143,0.021850560027394716,0,0,0.0,0.0
2024-01-08 03:30:00+00:00,164209.47576667558,176561.97458868404,326017.6921749216,0.4877314426693024,0.5126477432551702,0.4908278287140979,-0.024916300585867746,-0.003096386044795507,0.02181991454107224,0,0,0.0,0.0
2024-01-08 07:30:00+00:00,164209.46153833164,176561.94540449863,326017.75964569737,0.4863969812498139,0.5112196752504984,0.4894334256593012,-0.024822694000684487,-0.0030364444094873044,0.021786249591197182,0,0,0.0,0.0
2024-01-08 11:30:00+00:00,164209.4777708822,176561.9495486613,326017.8142004467,0.4850164917921384,0.509733350481056,0.4879852696364272,-0.024716858688917542,-0.0029687778442887836,0.02174808084462876,0,0,0.0,0.0
2024-01-08 15:30:00+00:00,164209.43598953565,176561.9348918696,326017.77397441625,0.4835393634116672,0.5081520179722863,0.4864403162610248,-0.024612654560619063,-0.0029009528493575965,0.021711701711261466,0,0,0.0,0.0
2024-01-08 19:30:00+00:00,164209.43225435197,176561.9092727755,326017.7370524497,0.4820927182119499,0.50659848749813,0.4849295104684297,-0.02450576928618009,-0.0028367922564798143,0.021668977029700276,0,0,0.0,0.0
2024-01-08 23:30:00+00:00,164209.44651829617,176561.9099269305,326017.71198229,0.4806106155683562,0.5050171298412472,0.4833869193936256,-0.024406514272891033,-0.0027763038252693883,0.021630210447621645,0,0,0.0,0.0
2024-01-09 03:30:00+00:00,164209.5036121333,176562.01302331212,326017.749900296,0.4790483682598926,0.5033579342800448,0.4817577559452763,-0.024309566020152218,-0.0027093876853837018,0.021600178334768516,0,0,0.0,0.0
2024-01-09 07:30:00+00:00,164209.46266559957,176562.0508716998,326017.8284758954,0.47736095928047,0.5015756132330021,0.4800077581883114,-0.02421465395253214,-0.0026467989078413634,0.021567855044690776,0,0,0.0,0.0
2024-01-09 11:30:00+00:00,164209.42011819137,176561.9867309191,326017.8102913174,0.4755426338652262,0.4996630042355984,0.4781373804157025,-0.02412037037037218,-0.002594746550476257,0.021525623819895923,0,0,0.0,0.0
2024-01-09 15:30:00+00:00,164209.42328050482,176561.93595954042,326017.8742502697,0.4736592871750786,0.4976846862448227,0.4761975419248732,-0.024025399069744102,-0.0025382547497945773,0.021487144319949525,0,0,0.0,0.0
2024-01-09 19:30:00+00:00,164209.45845809963,176561.8984983921,326017.8222740963,0.4718240214875045,0.4957552848400012,0.4743075320609166,-0.02393126335249668,-0.002483510573412062,0.021447752779084617,0,0,0.0,0.0
2024-01-09 23:30:00+00:00,164209.51064227574,176561.88567951418,326017.7518076231,0.4705569912199478,0.4943738566848089,0.4729025546642668,-0.02381686546486106,-0.0023455634443189655,0.021471302020542093,0,0,0.0,0.0
2024-01-10 03:30:00+00:00,164209.5573720966,176561.96020054232,326017.7544586257,0.4692826943976397,0.4929854291558581,0.4714949836613976,-0.02370273475821838,-0.002212289263757883,0.021490445494460497,0,0,0.0,0.0
2024-01-10 07:30:00+00:00,164209.55532510008,176562.02645457682,326017.86307742103,0.4680131202763212,0.4916017415901388,0.4700958681545771,-0.023588621313817615,-0.0020827478782559083,0.021505873435561706,0,0,0.0,0.0
2024-01-10 11:30:00+00:00,164209.57207032666,176562.155314647,326017.85093794204,0.4667348507317217,0.490211818451153,0.4686843017173691,-0.023476967719431308,-0.0019494509856473607,0.021527516733783947,0,0,0.0,0.0
2024-01-10 15:30:00+00:00,164209.60295223328,176562.17863292212,326017.8073189318,0.4654445747257444,0.4888168806224941,0.4672580025981041,-0.023372305896749712,-0.0018134278723597186,0.021558878024389994,0,0,0.0,0.0
2024-01-10 19:30:00+00:00,164209.51469233204,176562.1729899156,326017.8020717364,0.4641987089516096,0.4874688458028227,0.4658726227789145,-0.023270136851213097,-0.0016739138273049181,0.02159622302390818,0,0,0.0,0.0
2024-01-10 23:30:00+00:00,164209.45093267568,176562.21956456944,326017.87938817486,0.4624996285107395,0.4856756737284922,0.4640969041229167,-0.023176045217752683,-0.001597275612177207,0.021578769605575476,0,0,0.0,0.0
2024-01-11 03:30:00+00:00,164209.41798783746,176562.19673215642,326017.7764147629,0.4607961214769577,0.4838831131538743,0.4623239067488973,-0.02308699167691658,-0.0015277852719395857,0.021559206404976994,0,0,0.0,0.0
2024-01-11 07:30:00+00:00,164209.38182506038,176562.14528913714,326017.8196884763,0.4590515591602125,0.4820524367980242,0.460506485489047,-0.023000877637811667,-0.0014549263288344827,0.021545951308977185,0,0,0.0,0.0
2024-01-11 11:30:00+00:00,164209.39544572824,176562.04393510876,326017.8293718139,0.4572482532909143,0.4801619235187576,0.4586304991685966,-0.022913670227843297,-0.0013822458776823199,0.021531424350160977,0,0,0.0,0.0
2024-01-11 15:30:00+00:00,164209.42876403854,176562.04346722376,326018.02354809485,0.4554139971213734,0.4782359018379504,0.4567376734706758,-0.02282190471657697,-0.0013236763493023607,0.021498228367274608,0,0,0.0,0.0
