time_utc,CE_ma_cm,WC_ma_cm,WE_ma_cm,A_cm2,areal_strain,log_areal_strain
2022-10-04 03:30:00+00:00,164208.72086609513,176562.90435078664,326019.1673536569,8077892933.862171,-1.7479939265485633e-05,-1.748009204140434e-05
2022-10-04 07:30:00+00:00,164208.72452700065,176562.83644312262,326019.10306958505,8077890637.742639,-1.7764181631019227e-05,-1.7764339415962355e-05
2022-10-04 11:30:00+00:00,164208.69614348968,176562.8126071687,326019.0530945492,8077888159.93289,-1.807091588179599e-05,-1.807107916276349e-05
2022-10-04 15:30:00+00:00,164208.6540220146,176562.79889784756,326019.0888419651,8077863826.138884,-2.1083256952936225e-05,-2.108347920792201e-05
2022-10-04 19:30:00+00:00,164208.64486329936,176562.75734927063,326019.0989712543,8077847206.159844,-2.3140685623923574e-05,-2.3140953373719765e-05
2022-10-04 23:30:00+00:00,164208.6987914747,176562.73952491116,326019.12026022613,8077852205.554062,-2.252179814055122e-05,-2.2522051760054947e-05
2022-10-05 03:30:00+00:00,164208.6624123041,176562.7688563149,326019.062319044,8077864246.137532,-2.1031264272441952e-05,-2.1031485432581257e-05
2022-10-05 07:30:00+00:00,164208.64099439926,176562.71548425435,326018.88779601664,8077885740.647876,-1.837040520968891e-05,-1.8370573947649222e-05
2022-10-05 11:30:00+00:00,164208.63730947164,176562.75488228942,326018.848567838,8077905222.936265,-1.5958644123070798e-05,-1.595877146358671e-05
2022-10-05 15:30:00+00:00,164208.63057540587,176562.79805437967,326018.9080656796,8077900920.124433,-1.6491299934973114e-05,-1.6491435917954913e-05
2022-10-05 19:30:00+00:00,164208.646028092,176562.83251392614,326019.04753376695,8077880991.327314,-1.8958335451180197e-05,-1.8958515162693094e-05
2022-10-05 23:30:00+00:00,164208.62651955817,176562.92079055306,326019.3552312968,8077825390.459754,-2.5841305566709494e-05,-2.5841639458998345e-05
2022-10-06 03:30:00+00:00,164208.58719392365,176563.00513480292,326019.4792374402,8077807749.382903,-2.802513848343402e-05,-2.802553119496474e-05
2022-10-06 07:30:00+00:00,164208.59393719782,176562.94805358446,326019.27000946045,8077844547.153452,-2.3469850659263436e-05,-2.3470126080517826e-05
2022-10-06 11:30:00+00:00,164208.6112090621,176562.9874872249,326019.3478400993,8077841488.725747,-2.3848461055409054e-05,-2.3848745434477755e-05
2022-10-06 15:30:00+00:00,164208.63032481362,176562.97952738687,326019.3714227743,8077838907.51555,-2.416799550575277e-05,-2.4168287556461684e-05
2022-10-06 19:30:00+00:00,164208.65116221138,176562.98873694264,326019.38091286883,8077845021.537651,-2.3411125455674586e-05,-2.3411399500349275e-05
2022-10-06 23:30:00+00:00,164208.73768616887,176562.9490034835,326019.48997920693,8077831740.4491005,-2.5055224542769317e-05,-2.5055538430150783e-05
2022-10-07 03:30:00+00:00,164208.774960291,176562.94114376066,326019.66491939314,8077797518.701147,-2.9291620102789295e-05,-2.9292049110670995e-05
2022-10-07 07:30:00+00:00,164208.82668731562,176562.93404696672,326019.79813841847,8077777702.415826,-3.17447275030025e-05,-3.174523137752822e-05
2022-10-07 11:30:00+00:00,164208.8319843326,176563.00649504247,326019.91772042564,8077770347.267647,-3.265523964668393e-05,-3.265577284062987e-05
2022-10-07 15:30:00+00:00,164208.8301359655,176563.02177016652,326019.9012590639,8077778087.313665,-3.169708003913918e-05,-3.169758240219634e-05
2022-10-07 19:30:00+00:00,164208.88070972834,176563.0321613801,326019.8489962987,8077807881.226739,-2.8008817205993353e-05,-2.8009209460238395e-05
2022-10-07 23:30:00+00:00,164208.9376354196,176563.0781514145,326019.92258476414,8077818815.943227,-2.6655181370571768e-05,-2.6655536626231666e-05
2022-10-08 03:30:00+00:00,164208.99421027637,176563.1129722283,326019.98637202004,8077828917.892483,-2.5404635868531145e-05,-2.54049585717584e-05
2022-10-08 07:30:00+00:00,164208.99617089296,176563.10662822815,326019.968654719,8077832002.847446,-2.502274159688067e-05,-2.502305467090184e-05
2022-10-08 11:30:00+00:00,164208.99703744144,176563.1161256051,326019.9603826879,8077836904.399021,-2.4415966298430014e-05,-2.4416264372987018e-05
2022-10-08 15:30:00+00:00,164209.00123585813,176563.1280419268,326020.11006641213,8077805046.197174,-2.8359772589081622e-05,-2.836017473503547e-05
2022-10-08 19:30:00+00:00,164209.0182322132,176563.13153783872,326020.17665747186,8077794617.436756,-2.9650774860168205e-05,-2.9651214453082643e-05
2022-10-08 23:30:00+00:00,164209.03301576822,176563.05276121976,326020.0730134821,8077801974.209382,-2.8740061622234414e-05,-2.8740474625718623e-05
2022-10-09 03:30:00+00:00,164209.05803137322,176563.0240070028,326020.07947438816,8077799409.076966,-2.9057605763771477e-05,-2.9058027944176224e-05
2022-10-09 07:30:00+00:00,164209.10177490363,176562.99451398524,326020.1208056688,8077793425.789961,-2.979829179006188e-05,-2.979873576797856e-05
2022-10-09 11:30:00+00:00,164209.12090591283,176563.01713922308,326020.1809708216,8077790492.598715,-3.0161398852479593e-05,-3.016185371661621e-05
2022-10-09 15:30:00+00:00,164209.14686615486,176563.01999685855,326020.2738921083,8077776006.626231,-3.1954653527788146e-05,-3.195516408860574e-05
2022-10-09 19:30:00+00:00,164209.1543623072,176563.0021097938,326020.3087150461,8077764663.516336,-3.3358845401898485e-05,-3.3359401820556114e-05
2022-10-09 23:30:00+00:00,164209.23317865335,176562.97908598985,326020.31658261333,8077778461.36726,-3.165077501143809e-05,-3.16512759077867e-05
2022-10-10 03:30:00+00:00,164209.29833310866,176562.9360368852,326020.3968778728,8077765243.981958,-3.328698811433384e-05,-3.328754213841726e-05
2022-10-10 07:30:00+00:00,164209.34931265243,176562.96363928352,326020.58547194226,8077741443.655955,-3.623328985036256e-05,-3.623394629186599e-05
2022-10-10 11:30:00+00:00,164209.4335864818,176563.0301869932,326020.72229929705,8077750429.138741,-3.512095451829733e-05,-3.51215712734612e-05
2022-10-10 15:30:00+00:00,164209.43581918182,176563.0023252846,326020.7132555062,8077745482.152848,-3.57333542442273e-05,-3.573399269573946e-05
2022-10-10 19:30:00+00:00,164209.46699689372,176563.03944976674,326020.7883927127,8077746338.37462,-3.5627360414847153e-05,-3.562799508432666e-05
2022-10-10 23:30:00+00:00,164209.48472766593,176563.03424129728,326020.8182459447,8077742612.310391,-3.608861920201267e-05,-3.608927041189818e-05
2022-10-11 03:30:00+00:00,164209.52526830084,176562.98858203538,326020.8092310804,8077743450.816689,-3.598481841549095e-05,-3.59854658846019e-05
2022-10-11 07:30:00+00:00,164209.57648304297,176562.96929422967,326020.8273137191,8077748059.123397,-3.541434463072424e-05,-3.5414971733432717e-05
2022-10-11 11:30:00+00:00,164209.5615270315,176563.04979221962,326020.87247797893,8077755339.795177,-3.451305210622202e-05,-3.4513647695308634e-05
2022-10-11 15:30:00+00:00,164209.55136678924,176563.03363091452,326020.89412074635,8077742721.948473,-3.6075046830341684e-05,-3.607569755049348e-05
2022-10-11 19:30:00+00:00,164209.552904414,176563.00904596923,326020.77422665054,8077765421.492913,-3.326501359035561e-05,-3.326556688319042e-05
2022-10-11 23:30:00+00:00,164209.54385134124,176562.98131697148,326020.77664265124,8077754558.815119,-3.460973157620728e-05,-3.4610330506786424e-05
2022-10-12 03:30:00+00:00,164209.56385148037,176562.94704219128,326020.6702069482,8077776470.45483,-3.189723502827757e-05,-3.1897743755896826e-05
2022-10-12 11:30:00+00:00,164209.58453865608,176562.8624411475,326020.5764465179,8077781459.597092,-3.1279616660162546e-05,-3.1280105877573465e-05
2022-10-12 15:30:00+00:00,164209.55860416166,176562.78479207153,326020.4929275072,8077772809.141318,-3.235047816263492e-05,-3.2351001450639375e-05
2022-10-12 19:30:00+00:00,164209.54653960228,176562.71015195796,326020.38831434614,8077774016.544398,-3.220101072298753e-05,-3.220152918666339e-05
2022-10-12 23:30:00+00:00,164209.51760173956,176562.70925061445,326020.4427631091,8077752413.175395,-3.487534567081507e-05,-3.487595382982278e-05
2022-10-13 03:30:00+00:00,164209.50211534585,176562.69906886827,326020.4406641588,8077745734.930839,-3.5702062226139475e-05,-3.570269955993254e-05
2022-10-13 07:30:00+00:00,164209.5250713018,176562.63929082535,326020.3883065935,8077748226.864203,-3.539357957771383e-05,-3.5394205945231125e-05
2022-10-13 11:30:00+00:00,164209.51668647584,176562.6365072479,326020.3287003971,8077759575.650473,-3.398868501103269e-05,-3.3989262639475675e-05
2022-10-13 15:30:00+00:00,164209.50549016165,176562.600155713,326020.2819069848,8077757660.242048,-3.422579819867266e-05,-3.4226383914668265e-05
2022-10-13 19:30:00+00:00,164209.49156155455,176562.52765206058,326020.2386310509,8077744040.154114,-3.591186286533432e-05,-3.591250771172002e-05
2022-10-13 23:30:00+00:00,164209.4963104913,176562.42892519067,326020.09674202546,8077752305.6398,-3.4888657770348885e-05,-3.488926639372547e-05
2022-10-14 03:30:00+00:00,164209.45782353892,176562.46363434556,326020.15743370936,8077736436.468292,-3.685314210377655e-05,-3.685382119750255e-05
2022-10-14 07:30:00+00:00,164209.46702243076,176562.5029234202,326020.216915763,8077735528.00535,-3.696560299792928e-05,-3.696628624266953e-05
2022-10-14 11:30:00+00:00,164209.43300207634,176562.51994037605,326020.1391529273,8077749611.767667,-3.522213892281911e-05,-3.522275923692016e-05
2022-10-14 15:30:00+00:00,164209.3777528179,176562.5290614473,326020.07754281966,8077751608.728391,-3.4974930172460006e-05,-3.497554180959164e-05
2022-10-14 19:30:00+00:00,164209.3080572907,176562.47869771073,326019.94974018354,8077749038.152861,-3.529314813077722e-05,-3.5293770948583885e-05
2022-10-14 23:30:00+00:00,164209.26408147006,176562.44998049625,326019.88079944125,8077745427.983909,-3.574005995243823e-05,-3.5740698643598885e-05
2022-10-15 03:30:00+00:00,164209.26749981137,176562.41111603152,326019.80148491904,8077754815.243993,-3.45779876060881e-05,-3.4578585438482814e-05
2022-10-15 07:30:00+00:00,164209.25831131102,176562.4163307084,326019.7647141016,8077762621.924654,-3.361157912984414e-05,-3.3612144011627685e-05
2022-10-15 11:30:00+00:00,164209.30666852952,176562.4158828439,326019.7566507073,8077778033.687802,-3.170371851846099e-05,-3.1704221091967264e-05
2022-10-15 15:30:00+00:00,164209.29404089393,176562.43110755016,326019.6643420787,8077801157.533443,-2.8841159974257735e-05,-2.884157588850905e-05
2022-10-15 19:30:00+00:00,164209.21744583003,176562.38414815188,326019.431579085,8077823095.53991,-2.612539941992953e-05,-2.6125740694120917e-05
2022-10-15 23:30:00+00:00,164209.19589778874,176562.33009533343,326019.39013268374,8077812037.762451,-2.749426927994847e-05,-2.749464725429819e-05
2022-10-16 03:30:00+00:00,164209.1834016589,176562.31531883503,326019.2791867141,8077831358.234719,-2.5102539814580993e-05,-2.5102854888606348e-05
2022-10-16 07:30:00+00:00,164209.14878337158,176562.31862724447,326019.28915717104,8077820138.827107,-2.6491418274487977e-05,-2.649176917830638e-05
2022-10-16 11:30:00+00:00,164209.17958747112,176562.27507882242,326019.31832175696,8077809557.849258,-2.7801263921212183e-05,-2.780165038351277e-05
2022-10-16 15:30:00+00:00,164209.17982231113,176562.21438272137,326019.23305806564,8077813407.334995,-2.7324726477706562e-05,-2.7325099804845825e-05
2022-10-16 19:30:00+00:00,164209.14970976382,176562.17839998443,326019.0752181268,8077833258.156057,-2.4867343812018383e-05,-2.4867653009538472e-05
2022-10-16 23:30:00+00:00,164209.09396832154,176562.05875244475,326018.9326373643,8077818872.055189,-2.6648235130766196e-05,-2.6648590201292003e-05
2022-10-17 03:30:00+00:00,164209.07916510818,176561.98760863807,326018.6872570125,8077854479.529317,-2.2240297070430515e-05,-2.224054438950438e-05
2022-10-17 07:30:00+00:00,164209.11392812,176562.05347284785,326018.8634476892,8077839810.941325,-2.4056158175023157e-05,-2.4056447529036736e-05
2022-10-17 11:30:00+00:00,164209.16392581858,176562.0147095132,326018.8974397628,8077834781.117436,-2.467881262324667e-05,-2.467911715015317e-05
2022-10-17 15:30:00+00:00,164209.1859255929,176561.97632268138,326018.81343878864,8077850656.997689,-2.2713497797477444e-05,-2.2713755752874596e-05
2022-10-17 19:30:00+00:00,164209.16337815218,176561.88372115348,326018.676192308,8077851838.444866,-2.256724350380157e-05,-2.2567498147872333e-05
2022-10-17 23:30:00+00:00,164209.12108460427,176561.79280748434,326018.5706876952,8077840235.879185,-2.4003554057183685e-05,-2.4003842147097504e-05
2022-10-18 03:30:00+00:00,164209.0882822057,176561.7954018858,326018.57808659854,8077829951.944291,-2.527662801532493e-05,-2.527694747467009e-05
2022-10-18 07:30:00+00:00,164209.04998617462,176561.8767367271,326018.6793938228,8077817274.671,-2.6845979305023526e-05,-2.6846339664775436e-05
2022-10-18 11:30:00+00:00,164209.05771388588,176561.85020387455,326018.73666085093,8077798133.541105,-2.921550753043345e-05,-2.921593431168602e-05
2022-10-18 15:30:00+00:00,164209.05879633097,176561.8166488408,326018.67948764586,8077802967.090909,-2.8617150340859432e-05,-2.8617559819318337e-05
2022-10-18 19:30:00+00:00,164209.06461852678,176561.7240694667,326018.5238440608,8077816589.27859,-2.6930825741344755e-05,-2.6931188382543143e-05
2022-10-18 23:30:00+00:00,164209.04468736597,176561.62393709278,326018.4515231453,8077800633.787186,-2.8905995830164066e-05,-2.8906413616512572e-05
2022-10-19 03:30:00+00:00,164209.02318964136,176561.57993547025,326018.4187354678,8077790290.154353,-3.0186459945125144e-05,-3.018691556547622e-05
2022-10-19 07:30:00+00:00,164209.04116890774,176561.5661368582,326018.3634907294,8077804909.584599,-2.8376684200637214e-05,-2.8377086826357132e-05
2022-10-19 11:30:00+00:00,164208.99043505063,176561.50279283858,326018.37678036385,8077769769.656056,-3.272674362653216e-05,-3.272727915809053e-05
2022-10-19 15:30:00+00:00,164208.98902775443,176561.47540479558,326018.40940795926,8077753810.271061,-3.470239571268241e-05,-3.470299785474707e-05
2022-10-19 19:30:00+00:00,164208.96442222985,176561.46472714862,326018.3640043873,8077754952.662928,-3.456097617327014e-05,-3.4561573417568104e-05
2022-10-19 23:30:00+00:00,164208.9320782205,176561.4041294494,326018.32963944494,8077737318.031745,-3.674401116460224e-05,-3.6744686242317236e-05
2022-10-20 03:30:00+00:00,164208.90045206816,176561.43635867446,326018.4286906456,8077713365.726857,-3.9709126745890444e-05,-3.970991517413584e-05
2022-10-20 07:30:00+00:00,164208.87269095573,176561.45153771032,326018.5493512987,8077680493.889932,-4.377841345182265e-05,-4.377937175453358e-05
2022-10-20 11:30:00+00:00,164208.82064443742,176561.41785846816,326018.57015755435,8077651432.542136,-4.7375990201548035e-05,-4.7377112479217974e-05
2022-10-20 15:30:00+00:00,164208.80680240248,176561.37650034667,326018.5729484892,8077635332.946417,-4.93689993229518e-05,-4.937021801210935e-05
2022-10-20 19:30:00+00:00,164208.8032321068,176561.3231564153,326018.5364728734,8077628313.171973,-5.023799471515211e-05,-5.023925668547469e-05
2022-10-20 23:30:00+00:00,164208.83167087432,176561.29376061156,326018.54900941707,8077625054.353812,-5.064141194588423e-05,-5.0642694265478665e-05
2022-10-21 03:30:00+00:00,164208.83696121268,176561.32097043894,326018.6227460243,8077616216.726372,-5.1735443896028244e-05,-5.17367822202652e-05
2022-10-21 07:30:00+00:00,164208.83231211748,176561.33522020953,326018.68921553734,8077602738.895749,-5.340389817498625e-05,-5.340532421392731e-05
2022-10-21 11:30:00+00:00,164208.83913683845,176561.3125385002,326018.6198225373,8077615186.066387,-5.186303186688335e-05,-5.1864376800422315e-05
2022-10-21 15:30:00+00:00,164208.8440558655,176561.28576790646,326018.65519405465,8077600508.3237915,-5.3680026242730605e-05,-5.368146706690187e-05
2022-10-21 19:30:00+00:00,164208.88892664335,176561.215553495,326018.58269579354,8077611135.474811,-5.236446470413547e-05,-5.2365835770580995e-05
2022-10-21 23:30:00+00:00,164208.9228340122,176561.1989156033,326018.5169342748,8077631990.528582,-4.978276556588668e-05,-4.978400476888784e-05
2022-10-22 03:30:00+00:00,164208.9452210701,176561.15513176087,326018.5916943825,8077607904.250539,-5.276446601842899e-05,-5.276585811183502e-05
2022-10-22 07:30:00+00:00,164208.9771824371,176561.1186627445,326018.6038600829,8077603751.838476,-5.327850346759089e-05,-5.327992281747088e-05
2022-10-22 11:30:00+00:00,164208.98409017964,176561.11196324226,326018.5384562663,8077619710.786835,-5.130290543386984e-05,-5.13042214729341e-05
2022-10-22 15:30:00+00:00,164208.971948227,176561.12050385328,326018.5357635974,8077619337.624731,-5.134910010162752e-05,-5.135041851180112e-05
2022-10-22 19:30:00+00:00,164208.9984839474,176561.07992162817,326018.5272071432,8077617548.394084,-5.15705934274191e-05,-5.1571923236191874e-05
2022-10-22 23:30:00+00:00,164209.00542273914,176561.04178410344,326018.51121258683,8077612745.32143,-5.216517777462126e-05,-5.216653842482664e-05
2022-10-23 03:30:00+00:00,164208.9923714256,176561.02944248292,326018.5752144704,8077590091.189108,-5.496958933526308e-05,-5.49711002185076e-05
2022-10-23 07:30:00+00:00,164208.98804049304,176560.9954674906,326018.5454467963,8077586630.4451885,-5.5398003459328216e-05,-5.5399537985395235e-05
2022-10-23 11:30:00+00:00,164208.97168526918,176560.99746268045,326018.4638813286,8077602408.492527,-5.344479961422177e-05,-5.344622783841234e-05
2022-10-23 15:30:00+00:00,164208.96910256502,176560.98020575053,326018.49907511484,8077588320.955913,-5.518873091914234e-05,-5.5190253873186096e-05
2022-10-23 19:30:00+00:00,164208.95932823417,176560.87417532457,326018.3378036097,8077595179.992224,-5.4339633701383505e-05,-5.43411101527657e-05
2022-10-23 23:30:00+00:00,164208.9594986418,176560.86533008752,326018.299002111,8077602186.497357,-5.3472280950095374e-05,-5.347371064347658e-05
2022-10-24 03:30:00+00:00,164208.9859818867,176560.87834418082,326018.2920767128,8077614934.627366,-5.1894158130672e-05,-5.1895504679081576e-05
2022-10-24 07:30:00+00:00,164209.00982786083,176560.9542303772,326018.3894261865,8077619147.2591305,-5.137266593435719e-05,-5.137398555495493e-05
2022-10-24 11:30:00+00:00,164209.02702622302,176561.0111172214,326018.46204627946,8077622201.55421,-5.099456712620576e-05,-5.0995867393348515e-05
2022-10-24 15:30:00+00:00,164209.02627159838,176561.02631602486,326018.45861299254,8077627062.705722,-5.039279305230071e-05,-5.0394062811754515e-05
2022-10-24 19:30:00+00:00,164209.0376751117,176561.04870540157,326018.4581761996,8077636615.262864,-4.921025817072877e-05,-4.921146903520818e-05
2022-10-24 23:30:00+00:00,164209.03554382265,176561.06336455236,326018.4908991303,8077632156.327822,-4.9762240864281715e-05,-4.976347904566626e-05
2022-10-25 03:30:00+00:00,164209.05987051956,176561.14349463052,326018.5915519278,8077636885.145644,-4.9176848707976895e-05,-4.917805792884526e-05
2022-10-25 07:30:00+00:00,164209.132164582,176561.2202949352,326018.6023106179,8077675990.70955,-4.4335873386480706e-05,-4.433685625036604e-05
2022-10-25 11:30:00+00:00,164209.12321553452,176561.23128681895,326018.4405202444,8077715845.207271,-3.9402185679437984e-05,-3.94029619659478e-05
2022-10-25 15:30:00+00:00,164209.11736754054,176561.2357079602,326018.3511402213,8077737148.024903,-3.676505673566588e-05,-3.676573258692946e-05
2022-10-25 19:30:00+00:00,164209.07547732448,176561.17664094357,326018.0868794924,8077773104.777334,-3.231388064262042e-05,-3.231440274730903e-05
2022-10-25 23:30:00+00:00,164209.0696715834,176561.1446192649,326017.9996198752,8077783740.257751,-3.099728798694468e-05,-3.099776841280391e-05
2022-10-26 03:30:00+00:00,164209.0740024951,176561.1098405132,326017.92884292733,8077792449.089259,-2.9919200006722768e-05,-2.9919647594914965e-05
2022-10-26 07:30:00+00:00,164209.1127436607,176561.1019488976,326017.91500679305,8077804486.779458,-2.8429024303777695e-05,-2.842942841614816e-05
2022-10-26 11:30:00+00:00,164209.0812859089,176561.142492221,326017.95272260107,8077797799.98862,-2.925679882470611e-05,-2.925722681319258e-05
2022-10-26 15:30:00+00:00,164209.07211899382,176561.10931711012,326017.8783441145,8077804041.000245,-2.848420842482824e-05,-2.8484614107596752e-05
2022-10-26 19:30:00+00:00,164209.0227255803,176561.1012807175,326017.69661517645,8077832074.931478,-2.5013818134800303e-05,-2.5014130985566216e-05
2022-10-26 23:30:00+00:00,164209.02317460455,176561.0708028517,326017.5619368847,8077856415.406599,-2.20006499916936e-05,-2.2000892009543333e-05
2022-10-27 03:30:00+00:00,164208.99563889776,176561.07136694074,326017.5512449662,8077851438.517406,-2.26167515219311e-05,-2.2617007284512156e-05
2022-10-27 07:30:00+00:00,164208.99763027986,176561.0771558477,326017.5769721508,8077847362.798551,-2.312129492765269e-05,-2.31215622289125e-05
2022-10-27 11:30:00+00:00,164208.99673044952,176561.10398167258,326017.6240664509,8077843152.14694,-2.3642541995827493e-05,-2.364282148512874e-05
2022-10-27 15:30:00+00:00,164208.98292888087,176561.1441899253,326017.6978937202,8077832557.603562,-2.4954066953242204e-05,-2.4954378311150732e-05
2022-10-27 19:30:00+00:00,164208.94913623523,176561.1277019822,326017.661527596,8077827304.644584,-2.56043438509046e-05,-2.5604671647711976e-05
2022-10-27 23:30:00+00:00,164208.9378846177,176561.10935158536,326017.5671891374,8077841943.273881,-2.3792191407912e-05,-2.379247444658741e-05
2022-10-28 03:30:00+00:00,164208.85738112056,176561.08431400504,326017.45412369294,8077839821.495492,-2.4054851648358522e-05,-2.4055140970942184e-05
2022-10-28 07:30:00+00:00,164208.85667626347,176561.11292942986,326017.41027908056,8077858254.527916,-2.1772980575485157e-05,-2.177321761026737e-05
2022-10-28 11:30:00+00:00,164208.84600276107,176561.08946420797,326017.3644697899,8077859840.764226,-2.157661642510078e-05,-2.1576849203637346e-05
2022-10-28 15:30:00+00:00,164208.81119382387,176561.08227737757,326017.36473336245,8077847998.864603,-2.3042554724073128e-05,-2.3042820207815522e-05
2022-10-28 19:30:00+00:00,164208.80744155165,176561.0709011406,326017.35580056027,8077845942.385352,-2.329713142135148e-05,-2.3297402803732674e-05
2022-10-28 23:30:00+00:00,164208.81585495177,176561.08425146027,326017.3422066441,8077855330.078608,-2.213500545167335e-05,-2.2135250434521662e-05
2022-10-29 03:30:00+00:00,164208.77616995934,176561.0607190909,326017.3458293516,8077836744.431867,-2.443576903154998e-05,-2.443606758981774e-05
2022-10-29 07:30:00+00:00,164208.7373575468,176561.02418539085,326017.3344436804,8077818423.392587,-2.6703776193737205e-05,-2.670413274591625e-05
2022-10-29 11:30:00+00:00,164208.68539537274,176560.98815431027,326017.2853710115,8077805704.880525,-2.8278232533707204e-05,-2.827863237046262e-05
2022-10-29 15:30:00+00:00,164208.7147099887,176560.93006803695,326017.33891353226,8077784729.655834,-3.08748079298482e-05,-3.087528456654129e-05
2022-10-29 19:30:00+00:00,164208.74508491112,176560.89750734012,326017.40925005206,8077767091.6593895,-3.305825951527286e-05,-3.3058805951576806e-05
2022-10-29 23:30:00+00:00,164208.6889758221,176560.94285447843,326017.40865817864,8077764128.444838,-3.342508323767035e-05,-3.342564186821329e-05
2022-10-30 03:30:00+00:00,164208.65539388856,176560.88743836788,326017.3110141298,8077762962.736428,-3.356938919008012e-05,-3.356995265463556e-05
2022-10-30 07:30:00+00:00,164208.63850817803,176560.8874594891,326017.2899222928,8077763350.925629,-3.352133428047299e-05,-3.3521896132955025e-05
2022-10-30 11:30:00+00:00,164208.6218940272,176560.8475130127,326017.28390253126,8077749007.291272,-3.52969685637472e-05,-3.529759151640103e-05
2022-10-30 15:30:00+00:00,164208.60654365132,176560.84080519143,326017.26804496103,8077746678.416814,-3.558526574332088e-05,-3.5585898913910964e-05
2022-10-30 19:30:00+00:00,164208.6027240186,176560.93687941603,326017.3860494308,8077743736.250853,-3.5949483808250804e-05,-3.5950130006430886e-05
2022-10-30 23:30:00+00:00,164208.6689366676,176560.99248663234,326017.48976486,8077752642.459177,-3.484696205935389e-05,-3.4847569228841655e-05
2022-10-31 03:30:00+00:00,164208.64348125528,176560.97072052027,326017.45242141123,8077748495.733996,-3.5360295515207696e-05,-3.5360920705195136e-05
2022-10-31 07:30:00+00:00,164208.6238562746,176560.9444595491,326017.3804085148,8077753154.080111,-3.478362722753037e-05,-3.478423219192053e-05
2022-10-31 11:30:00+00:00,164208.61166156532,176560.95478712107,326017.43216441915,8077740038.282175,-3.640726457698751e-05,-3.6407927337530745e-05
2022-10-31 15:30:00+00:00,164208.61699116786,176560.90754689454,326017.45805109607,8077722071.251287,-3.8631448157078196e-05,-3.863219437068982e-05
2022-10-31 19:30:00+00:00,164208.62107295942,176560.86097270317,326017.3891524564,8077726964.1699,-3.8025741554537085e-05,-3.8026464551375854e-05
2022-10-31 23:30:00+00:00,164208.51420485342,176560.8170169113,326017.17602493434,8077736469.8528805,-3.684900934231017e-05,-3.684968828373385e-05
2022-11-01 03:30:00+00:00,164208.52491011712,176560.81737783147,326017.17196847755,8077740561.684995,-3.6342471236072704e-05,-3.634313163968099e-05
2022-11-01 07:30:00+00:00,164208.54293215665,176560.83294130888,326017.16869579523,8077750757.488091,-3.5080307332902017e-05,-3.508092266127395e-05
2022-11-01 11:30:00+00:00,164208.52801206178,176560.82179766375,326017.1626579703,8077744926.958259,-3.580208316766864e-05,-3.580272407754553e-05
2022-11-01 15:30:00+00:00,164208.51968934032,176560.79909598088,326017.1081857451,8077749490.57278,-3.523714194020311e-05,-3.523776278287369e-05
2022-11-01 19:30:00+00:00,164208.49699943687,176560.82849397042,326017.0854744801,8077756835.595824,-3.432788321222624e-05,-3.4328472427493536e-05
2022-11-01 23:30:00+00:00,164208.49781901282,176560.9124886148,326017.05074119923,8077788928.653948,-3.0355003477144926e-05,-3.0355464199586488e-05
2022-11-02 03:30:00+00:00,164208.4682955928,176560.91287937778,326016.9270392939,8077810796.452959,-2.7647934078944836e-05,-2.7648316290119167e-05
2022-11-02 07:30:00+00:00,164208.488008695,176560.94781579025,326016.9508630061,8077820288.049854,-2.647294561841651e-05,-2.6473296033025718e-05
