Record Time,Area (m^2),Area MA (m^2)
2022-09-01 20:30:00,808048.5932542039,808048.5932542039
2022-09-02 00:30:00,808029.7390899785,808039.1661720912
2022-09-02 04:30:00,808013.3338149929,808030.5553863918
2022-09-02 12:30:00,807981.3847148056,808018.2627184952
2022-09-02 16:30:00,807820.8172735366,807978.7736295036
2022-09-02 20:30:00,808078.8113768272,807995.4465873907
2022-09-03 00:30:00,808024.470119747,807999.5928062989
2022-09-03 08:30:00,807955.3079540712,807994.0571997704
2022-09-03 12:30:00,808020.5215344909,807996.997681406
2022-09-03 20:30:00,807544.4222088135,807951.7401341468
2022-09-04 00:30:00,808013.8231375936,807957.3840435509
2022-09-04 08:30:00,807849.3954743996,807948.3849961217
2022-09-04 16:30:00,807842.2518506082,807940.2209080053
2022-09-04 20:30:00,807816.8022799253,807931.4052917139
2022-09-05 00:30:00,807602.2541698614,807909.4618835903
2022-09-05 04:30:00,807728.769820298,807898.1686296345
2022-09-05 08:30:00,807626.7078679181,807882.2003495336
2022-09-05 12:30:00,807732.3399507917,807873.8747718257
2022-09-05 20:30:00,807925.0831371781,807876.5699489495
2022-09-06 00:30:00,808414.0554380696,807903.4442234056
2022-09-06 04:30:00,807886.2138414029,807902.6237290244
2022-09-06 08:30:00,807545.7414594868,807886.4018076819
2022-09-06 12:30:00,807709.2597512907,807878.6999791431
2022-09-06 16:30:00,807898.4136269203,807879.5213811338
2022-09-06 20:30:00,807622.5223250083,807869.2414188887
2022-09-07 00:30:00,807834.1842746887,807867.8930671888
2022-09-07 04:30:00,808134.574474879,807877.7701563626
2022-09-07 08:30:00,807756.7380098351,807873.4475797007
2022-09-07 12:30:00,807866.71399153,807873.2153870052
2022-09-07 20:30:00,807388.9433681222,807857.0729863758
2022-09-08 00:30:00,807521.8905663063,807846.2606502445
2022-09-08 04:30:00,807551.1141138226,807837.0373209814
2022-09-08 08:30:00,807636.193862944,807830.9511555863
2022-09-08 12:30:00,807676.7144815525,807826.4147828206
2022-09-08 16:30:00,808248.7306421435,807838.4809502298
2022-09-08 20:30:00,807824.9098602731,807838.1039755088
2022-09-09 00:30:00,807605.00921909,807831.8041172272
2022-09-09 04:30:00,807770.4167129293,807830.1886592194
2022-09-09 08:30:00,807772.083135997,807828.6987740085
2022-09-09 12:30:00,807678.7532415298,807824.9501356966
2022-09-09 16:30:00,808009.7950153038,807829.4585473943
2022-09-09 20:30:00,807799.1170875198,807828.736131683
2022-09-10 00:30:00,807498.2835926973,807821.051188916
2022-09-10 04:30:00,808072.9980449723,807826.7772538263
2022-09-10 08:30:00,808191.3407052163,807834.8786638571
2022-09-10 12:30:00,807556.7040682106,807828.8313900388
2022-09-10 16:30:00,807705.7105853944,807826.2117984506
2022-09-10 20:30:00,807475.1516035013,807818.8980443892
2022-09-11 00:30:00,807683.0347756762,807816.1253246195
2022-09-11 04:30:00,807652.786403885,807812.8585462049
2022-09-11 08:30:00,807771.8324121977,807812.0541122046
2022-09-11 12:30:00,807709.7039789599,807810.0858404115
2022-09-11 16:30:00,807900.8545499428,807811.7984575725
2022-09-11 20:30:00,807603.0519802806,807807.9327820671
2022-09-12 00:30:00,807781.051567526,807807.4440327118
2022-09-12 04:30:00,807383.1961504131,807799.8681776708
2022-09-12 08:30:00,807697.6020001465,807798.0740342054
2022-09-12 12:30:00,807720.2098106747,807796.7315475928
2022-09-12 16:30:00,807769.3526031572,807796.2674976871
2022-09-12 20:30:00,807586.7491788162,807792.7755257059
2022-09-13 00:30:00,807949.0109489774,807795.336762153
2022-09-13 04:30:00,807874.7136973474,807796.6170353012
2022-09-13 08:30:00,807884.0610245592,807798.0050351308
2022-09-13 12:30:00,807748.9998723539,807797.2393294624
2022-09-13 16:30:00,807769.9951261111,807796.8201878723
2022-09-13 20:30:00,808028.3869031157,807800.328774467
2022-09-14 00:30:00,807881.3076035251,807801.5374137067
2022-09-14 04:30:00,807866.0132315451,807802.4855874984
2022-09-14 08:30:00,807928.817342719,807804.3164825016
2022-09-14 12:30:00,807834.8540059162,807804.7527328361
2022-09-14 16:30:00,807666.251847329,807802.8020161388
2022-09-14 20:30:00,807667.0099076662,807800.9160146322
2022-09-15 00:30:00,807807.907507819,807801.0117885115
2022-09-15 04:30:00,807574.2603173441,807797.9475794416
2022-09-15 08:30:00,807574.035424508,807794.9620840425
2022-09-15 12:30:00,807686.2686270239,807793.5319069765
2022-09-15 16:30:00,807472.7477034343,807789.3658783591
2022-09-15 20:30:00,807672.2787764511,807787.8647616679
2022-09-16 00:30:00,808054.0804333421,807791.2345802967
2022-09-16 04:30:00,807498.0571204525,807787.5698620487
2022-09-16 12:30:00,807985.6203385188,807790.0149296594
2022-09-16 16:30:00,807613.5875436135,807787.863376171
2022-09-16 20:30:00,807736.1472385782,807787.240290176
2022-09-17 00:30:00,808003.4527399492,807789.8142479113
2022-09-17 12:30:00,807942.7065350163,807791.6129807008
2022-09-17 16:30:00,807591.9816298547,807789.2916859236
2022-09-17 20:30:00,807555.9146147592,807786.6091908526
2022-09-18 00:30:00,807719.7878460987,807785.8498573896
2022-09-18 04:30:00,807774.5436617514,807785.7228214835
2022-09-18 08:30:00,807968.6609494017,807787.7554673493
2022-09-18 16:30:00,807844.4917306707,807788.3789427704
2022-09-18 20:30:00,807505.5093240688,807785.3042730018
2022-09-19 00:30:00,807929.7045558194,807786.8569642149
2022-09-19 04:30:00,807849.3766535614,807787.5220672932
2022-09-19 12:30:00,808027.9300735401,807790.0526778852
2022-09-19 16:30:00,808040.3099785608,807792.6595247672
2022-09-20 00:30:00,807848.461198306,807793.2347997522
2022-09-20 08:30:00,808119.4022221185,807796.5630387559
2022-09-20 12:30:00,808061.4013148248,807799.2381728576
2022-09-20 16:30:00,807960.7168314826,807800.8529594439
2022-09-20 20:30:00,807737.5181293777,807800.2258819186
2022-09-21 00:30:00,807763.8185264689,807799.8689470611
2022-09-21 04:30:00,807691.4032801241,807798.8158823336
2022-09-21 08:30:00,807836.3359731686,807799.1766524378
2022-09-21 12:30:00,808015.0534881601,807801.2326223019
2022-09-21 16:30:00,807889.3010706294,807802.06345672
2022-09-21 20:30:00,807642.16589978,807800.569087029
2022-09-22 00:30:00,807621.4034191631,807798.9101456598
2022-09-22 08:30:00,807760.2050173038,807798.5550527391
2022-09-22 12:30:00,807708.2084670559,807797.733720142
2022-09-22 16:30:00,807747.7057759544,807797.2830179421
2022-09-22 20:30:00,807834.9751922996,807797.6195552133
2022-09-23 00:30:00,807913.309300028,807798.6433582646
2022-09-23 04:30:00,807961.2761344496,807800.0699615645
2022-09-23 08:30:00,807988.7148933582,807801.7103522756
2022-09-23 12:30:00,807699.0126014632,807800.8250268376
2022-09-23 16:30:00,807948.6187394266,807802.0882209623
2022-09-23 20:30:00,807829.0758129397,807802.316929369
2022-09-24 00:30:00,807711.7912249058,807801.5562091634
2022-09-24 04:30:00,807587.6756927297,807799.7738715265
2022-09-24 08:30:00,807755.2737467376,807799.4061019
2022-09-24 12:30:00,807864.7090914975,807799.9413723067
2022-09-24 16:30:00,807892.1227121346,807800.6908140938
2022-09-24 20:30:00,807624.9761941897,807799.2737607075
2022-09-25 04:30:00,807662.4537424906,807798.1792005617
2022-09-25 08:30:00,807462.4145593126,807795.5144018218
2022-09-25 12:30:00,807507.3778315821,807793.24560993
2022-09-25 16:30:00,807540.635710535,807791.2720950911
2022-09-25 20:30:00,807345.855865181,807787.8192560995
2022-09-26 00:30:00,807603.3694251033,807786.4004112456
2022-09-26 04:30:00,807881.2719947738,807787.1246218069
2022-09-26 08:30:00,807788.1832699318,807787.1326418685
2022-09-26 12:30:00,807839.8779317143,807787.5292229952
2022-09-26 20:30:00,807703.4764284848,807786.9019633346
2022-09-27 00:30:00,807627.2636047938,807785.7194569751
2022-09-27 04:30:00,807989.4502154692,807787.2174772582
2022-09-27 12:30:00,807660.4524300015,807786.2921849424
2022-09-27 16:30:00,807839.0817781573,807786.6747182265
2022-09-27 20:30:00,807908.2212566929,807787.5491537552
2022-09-28 00:30:00,807671.9991794203,807786.7237967955
2022-09-28 04:30:00,807916.8793206777,807787.6468856174
2022-09-28 08:30:00,807659.6860213834,807786.7457527707
2022-09-28 12:30:00,807829.5355173987,807787.044981894
2022-09-28 16:30:00,808032.3551644007,807788.7485248281
2022-09-29 00:30:00,807814.8861557187,807788.9287843514
2022-09-29 04:30:00,807912.3552647679,807789.7741712036
2022-09-29 08:30:00,807750.2568144912,807789.5053456477
2022-09-29 12:30:00,807718.2703992375,807789.0240284423
2022-09-29 16:30:00,808076.0160054485,807790.9501490933
2022-09-29 20:30:00,808028.300377908,807792.532483952
2022-09-30 00:30:00,808025.7272463803,807794.0768201271
2022-09-30 04:30:00,807839.9894737753,807794.378877059
2022-09-30 08:30:00,807917.8886238763,807795.1861303062
2022-09-30 12:30:00,807988.5687735924,807796.441861756
2022-09-30 16:30:00,807838.1678135105,807796.7110614448
2022-09-30 20:30:00,807590.1384611336,807795.3868781095
2022-10-01 00:30:00,807436.7408535868,807793.1025085265
2022-10-01 04:30:00,807931.516699472,807793.9785477098
2022-10-01 08:30:00,807956.4400066411,807795.0003178917
2022-10-01 12:30:00,807991.2367669315,807796.2267956983
2022-10-01 16:30:00,807848.7843489327,807796.5532401282
2022-10-01 20:30:00,807841.7164631871,807795.2682911156
2022-10-02 00:30:00,807574.8478953717,807792.442879969
2022-10-02 04:30:00,807478.3268960268,807789.1198556277
2022-10-02 08:30:00,807706.5005850806,807788.6098601304
2022-10-02 12:30:00,807831.1492503816,807787.6824807205
2022-10-02 16:30:00,807740.0668160543,807787.1840211063
2022-10-02 20:30:00,807913.8948879058,807786.1660180883
2022-10-03 00:30:00,807691.0293769916,807784.1077418985
2022-10-03 08:30:00,807894.1638285398,807783.7303090248
2022-10-03 12:30:00,807964.3057007473,807783.3832977054
2022-10-03 16:30:00,807739.0857943197,807783.1115338809
2022-10-03 20:30:00,807957.5671776582,807785.6461655917
2022-10-04 00:30:00,807935.9881957475,807785.168650611
2022-10-04 04:30:00,807637.2782553111,807784.2668799079
2022-10-04 08:30:00,807806.4180485479,807784.0048224332
2022-10-04 12:30:00,807931.0007675283,807784.895706949
2022-10-04 16:30:00,807421.8916623604,807782.3480694444
2022-10-04 20:30:00,807521.4607606357,807780.5581208427
2022-10-05 00:30:00,807669.5386248901,807780.9659054186
2022-10-05 04:30:00,807960.7980917667,807782.372137367
2022-10-05 08:30:00,808022.583933825,807784.7713862512
2022-10-05 12:30:00,808084.5190999275,807786.9058053369
2022-10-05 16:30:00,807622.0140921881,807785.9124817636
2022-10-05 20:30:00,807560.2623318715,807783.7147660691
2022-10-06 00:30:00,807421.1637035018,807777.7334905596
2022-10-06 04:30:00,807584.1189474951,807775.9136418012
2022-10-06 08:30:00,808205.1921902278,807779.8862365646
2022-10-06 12:30:00,807647.3963970026,807779.5135657557
2022-10-06 16:30:00,807844.4461527902,807779.1884604899
2022-10-06 20:30:00,807724.3970902683,807779.8021638951
2022-10-07 00:30:00,807561.0727303067,807778.1569136278
2022-10-07 04:30:00,807503.958849537,807774.3580243184
2022-10-07 08:30:00,807379.5980698753,807772.0860969692
2022-10-07 12:30:00,807732.2648771831,807771.2761625454
2022-10-07 16:30:00,807814.5808543485,807771.5354720772
2022-10-07 20:30:00,807906.872653682,807774.6368450446
2022-10-08 00:30:00,807697.9574990248,807775.691138055
2022-10-08 04:30:00,807712.3078336116,807776.6563699099
2022-10-08 08:30:00,807691.0142874261,807776.9846359249
2022-10-08 12:30:00,807764.6349749166,807777.511105945
2022-10-08 16:30:00,807673.9356072485,807774.0692195084
2022-10-08 20:30:00,807630.9718913714,807772.9079143056
2022-10-09 00:30:00,807732.0868327699,807773.6688580998
2022-10-09 04:30:00,807715.1062421706,807773.3376576763
2022-10-09 08:30:00,807648.3977066742,807772.5970263629
2022-10-09 12:30:00,807618.9437698893,807772.2388858142
2022-10-09 16:30:00,807739.615603083,807770.6210450223
2022-10-09 20:30:00,807592.1764304639,807769.3818794113
2022-10-10 00:30:00,807717.9377627705,807770.6971738429
2022-10-10 04:30:00,807811.3668575414,807769.130520026
2022-10-10 08:30:00,807744.5453674553,807766.4550988417
2022-10-10 12:30:00,807687.670396727,807767.2393283539
2022-10-10 16:30:00,807615.837123931,807766.7011639138
2022-10-10 20:30:00,807479.1433047566,807766.7250663167
2022-10-11 00:30:00,807609.469893573,807766.2845580407
2022-10-11 04:30:00,807653.0832113182,807766.2863353306
2022-10-11 08:30:00,807836.0845276954,807766.6710785372
2022-10-11 12:30:00,807846.2094834022,807767.4884767673
2022-10-11 16:30:00,807677.4540061053,807766.1507489599
2022-10-11 20:30:00,808011.0486457183,807768.593842765
2022-10-12 00:30:00,807588.8083227267,807767.4426856105
2022-10-12 04:30:00,807770.4953704922,807769.7618426171
2022-10-12 12:30:00,807770.1275017357,807770.4972494454
2022-10-12 16:30:00,807623.8316359516,807769.620617113
2022-10-12 20:30:00,807613.2677631463,807769.7803676209
2022-10-13 00:30:00,807571.5398659286,807767.506445434
2022-10-13 04:30:00,807760.6028006723,807766.8190303937
2022-10-13 08:30:00,807919.8778322621,807767.0347942956
2022-10-13 12:30:00,807956.5513972339,807768.2851046863
2022-10-13 16:30:00,807739.9200888686,807768.1039297631
2022-10-13 20:30:00,807788.7389327417,807766.660267291
2022-10-14 00:30:00,808028.1334152865,807767.544760133
2022-10-14 04:30:00,807595.4641946368,807765.9149466576
2022-10-14 08:30:00,807908.867539301,807765.7947671189
2022-10-14 12:30:00,808101.646853779,807767.4019529495
2022-10-14 16:30:00,807723.9297863095,807767.7494104132
2022-10-14 20:30:00,807648.1564999286,807767.6358356677
2022-10-15 00:30:00,807760.2098618506,807767.3485004511
2022-10-15 04:30:00,807741.933888809,807768.358582207
2022-10-15 08:30:00,807718.2130927356,807769.2271223769
2022-10-15 12:30:00,807944.6673733527,807770.7837413308
2022-10-15 16:30:00,807894.0103723158,807773.3214682518
2022-10-15 20:30:00,808097.131169543,807775.8808200173
2022-10-16 00:30:00,807863.5585940717,807774.733098094
2022-10-16 04:30:00,807850.7786161699,807776.8579263814
2022-10-16 08:30:00,807682.6615344071,807776.29387613
2022-10-16 12:30:00,807783.9610533045,807775.0863355002
2022-10-16 16:30:00,807682.8330224616,807775.500979086
2022-10-16 20:30:00,808104.3590633981,807777.7058403126
2022-10-17 00:30:00,807764.867323226,807776.2771851226
2022-10-17 04:30:00,808183.5891649162,807778.7016611928
2022-10-17 08:30:00,807662.572997274,807778.0145093353
2022-10-17 12:30:00,807836.7428841476,807777.387505484
2022-10-17 16:30:00,807871.0106940987,807779.0385650358
2022-10-17 20:30:00,807584.2056517317,807779.2059676213
2022-10-18 00:30:00,807523.9910237971,807778.0474065428
2022-10-18 04:30:00,807599.5471305221,807777.0119241092
2022-10-18 08:30:00,807752.3493534583,807775.7319738372
2022-10-18 12:30:00,807699.7094509489,807775.2847825262
2022-10-18 16:30:00,807931.1744132597,807775.7946806592
2022-10-18 20:30:00,807749.1984876642,807777.2281463274
2022-10-19 00:30:00,807648.1134613776,807775.5717281249
2022-10-19 04:30:00,807669.2387634144,807774.5120934768
2022-10-19 08:30:00,808058.9693166562,807776.1755860101
2022-10-19 12:30:00,807408.1587537111,807772.5511923268
2022-10-19 16:30:00,807753.4332656495,807770.873550731
2022-10-19 20:30:00,807860.0353816694,807771.3919334691
2022-10-20 00:30:00,807538.2604510152,807769.5884407521
2022-10-20 04:30:00,807650.473863912,807768.8999171867
2022-10-20 08:30:00,807533.292883566,807765.5120019349
2022-10-20 12:30:00,807548.5378774767,807762.5474733954
2022-10-20 16:30:00,807673.6604012285,807760.8881876713
2022-10-20 20:30:00,807611.8490926145,807760.1617770541
2022-10-21 00:30:00,807699.5614961236,807759.7903491331
2022-10-21 04:30:00,807531.2459743355,807758.8645843597
2022-10-21 08:30:00,807594.6217306443,807757.4673922063
2022-10-21 12:30:00,808237.6226901799,807758.7539193857
2022-10-21 16:30:00,807624.1324957375,807757.2211530568
2022-10-21 20:30:00,807824.6373789315,807758.2759014913
2022-10-22 00:30:00,807990.1109970897,807760.407159167
2022-10-22 04:30:00,807774.9891079952,807760.4909634707
2022-10-22 08:30:00,807680.0785103979,807760.0304663046
2022-10-22 12:30:00,807994.2663955919,807761.6744773882
2022-10-22 16:30:00,807743.0343429509,807761.647630072
2022-10-22 20:30:00,807798.2998573158,807761.4368522847
2022-10-23 00:30:00,807825.6918472162,807760.9333037052
2022-10-23 04:30:00,807555.7178349646,807758.6025088808
2022-10-23 08:30:00,807927.1614142644,807758.2487532537
2022-10-23 12:30:00,807985.7401358122,807759.8966126466
2022-10-23 16:30:00,807695.5064604564,807758.4419443767
2022-10-23 20:30:00,807954.1039180699,807759.1604967049
2022-10-24 00:30:00,807837.8823319031,807759.8851582394
2022-10-24 04:30:00,807812.7156777618,807761.1784914867
2022-10-24 08:30:00,807827.0869875085,807761.5912112612
2022-10-24 12:30:00,807916.796282849,807761.8905629356
2022-10-24 16:30:00,807979.7390774348,807762.394105265
2022-10-24 20:30:00,807795.0177988595,807763.3713558665
2022-10-25 00:30:00,807648.9430047141,807762.7174795744
2022-10-25 04:30:00,807744.1526971274,807763.1843307435
2022-10-25 08:30:00,808156.0995618091,807767.1482450436
2022-10-25 12:30:00,808225.8304970277,807771.2536888461
2022-10-25 16:30:00,807924.916621767,807773.4495797675
2022-10-25 20:30:00,807998.9934949507,807777.1817947947
2022-10-26 00:30:00,807795.6434817598,807778.2805036899
2022-10-26 04:30:00,808037.3533152798,807779.1723969498
2022-10-26 08:30:00,807999.3763322931,807780.3792144493
2022-10-26 12:30:00,807723.9413740649,807779.7167198341
