time_utc,CE_ma_cm,WC_ma_cm,WE_ma_cm,Pn,Pe,Pw,dP_NE,dP_NW,dP_EW,eq_count_e,eq_count_w,eq_e_30d,eq_w_30d,A_cm2,areal_strain,log_areal_strain,detF,log_detF,eps_xx,eps_yy,eps_xy,eps1,eps2,dilatation,max_shear,theta_eps1_deg_rel_CE,theta_eps1_deg_masked,detF_EWframe,log_detF_EWframe,eps_xx_EWframe,eps_yy_EWframe,eps_xy_EWframe,eps1_EWframe,eps2_EWframe,dilatation_EWframe,max_shear_EWframe,theta_eps1_deg_rel_EW,theta_eps1_deg_masked_EW
2022-10-03 15:30:00+00:00,164208.7620338662,176562.84479629254,326019.0798065714,1.0713162883079284,0.854376972994825,0.892457616233853,0.2169393153131034,0.17885867207407535,-0.038080643239028045,0,0,0.0,0.0,8077909149.373319,-1.5472580683906223e-05,-1.5472700385517463e-05,0.9999845274193173,-1.54727003842962e-05,-6.825293761281159e-07,-1.4790061401259713e-05,-3.5835786919946905e-06,1.7557235550825857e-07,-1.5648163132896087e-05,-1.547259077738783e-05,7.911867744202173e-06,-13.466142042994093,,0.9999845274193175,-1.5472700384074152e-05,9.474797346697983e-08,-1.5567327180998625e-05,1.1280521551390435e-06,1.755781403731074e-07,-1.5648157347904752e-05,-1.5472579207531645e-05,7.91186774413893e-06,4.098503386817185,
2022-10-03 19:30:00+00:00,164208.75709012544,176562.82099744806,326018.9528270905,1.0709205529609451,0.8545098222362744,0.8922702383786192,0.21641073072467076,0.17865031458232594,-0.03776041614234482,0,0,0.0,0.0,8077931968.389455,-1.2647757744566057e-05,-1.2647837728128448e-05,0.9999873522422531,-1.2647837730459947e-05,-7.126357927100813e-07,-1.1935130459606036e-05,-2.5024261834203394e-06,-1.7992402468328377e-07,-1.2467842227632833e-05,-1.2647766252316117e-05,6.143959101474774e-06,-12.017626073344985,,0.9999873522422554,-1.2647837728128448e-05,-2.9473687834791207e-07,-1.2353024507083532e-05,1.1822259895484632e-06,-1.7992159253500323e-07,-1.2467839792896442e-05,-1.2647761385431444e-05,6.143959100180719e-06,5.547048777304468,
2022-10-03 23:30:00+00:00,164208.7335222182,176562.8534532219,326018.9832304906,1.0704926713770162,0.8546141975671173,0.8920548272415587,0.21587847380989889,0.1784378441354575,-0.037440629674441395,0,0,0.0,0.0,8077927017.601366,-1.3260628153988208e-05,-1.3260716076895003e-05,0.9999867393718472,-1.3260716075673741e-05,-8.561597488743189e-07,-1.2404479024064052e-05,-2.965479989078435e-06,-1.391722547170239e-07,-1.3121466518221347e-05,-1.3260638772938371e-05,6.491147131752161e-06,-13.592012032259788,,0.9999867393718476,-1.326071607534067e-05,-2.0148036405931435e-07,-1.3059150419492127e-05,8.972576390384303e-07,-1.3916826015050805e-07,-1.3121462523400934e-05,-1.3260630783551441e-05,6.491147131625213e-06,3.972657716488129,
2022-10-04 03:30:00+00:00,164208.72086609513,176562.90435078664,326019.1673536569,1.0700573230986694,0.854711315043535,0.8918351506912673,0.21534600805513437,0.17822217240740212,-0.03712383564773225,0,0,0.0,0.0,8077892933.862171,-1.7479939265485633e-05,-1.748009204140434e-05,0.9999825200607366,-1.7480092039294882e-05,-9.33233068600714e-07,-1.6546721636756523e-05,-4.7242734561761635e-06,3.8493448282498314e-07,-1.786488918818222e-05,-1.7479954705357237e-05,9.1249118355036e-06,-15.590174150288405,,0.9999825200607393,-1.74800920366303e-05,3.6328162433818534e-07,-1.7843214402901708e-05,6.284039974820547e-07,3.8494544489652467e-07,-1.7864878223460047e-05,-1.7479932778563523e-05,9.124911834178285e-06,1.9744529144363838,
2022-10-04 07:30:00+00:00,164208.72452700065,176562.83644312262,326019.10306958505,1.069613128224051,0.8548062132690452,0.8916143548305961,0.21480691495500592,0.17799877339345493,-0.03680814156155099,0,0,0.0,0.0,8077890637.742639,-1.7764181631019227e-05,-1.7764339415962355e-05,0.999982235818368,-1.7764339416961572e-05,-9.109388683370412e-07,-1.6853258115956393e-05,-4.3949086460814256e-06,2.2035215345718435e-07,-1.798454913775062e-05,-1.7764196984293434e-05,9.102450645603902e-06,-14.435099549946187,,0.9999822358183673,-1.7764339417627716e-05,1.6610274156114713e-07,-1.7930281395961423e-05,9.923850317320563e-07,2.203613188841603e-07,-1.7984539973284435e-05,-1.7764178654400276e-05,9.102450646084297e-06,3.1295265238436087,
2022-10-04 11:30:00+00:00,164208.69614348968,176562.8126071687,326019.0530945492,1.0691639866910192,0.8548951334166013,0.8913893798409618,0.21426885327441791,0.17777460685005742,-0.0364942464243605,0,0,0.0,0.0,8077888159.93289,-1.807091588179599e-05,-1.807107916276349e-05,0.9999819290841173,-1.807107916365168e-05,-1.0837889113934907e-06,-1.698714538178603e-05,-4.422736488313172e-06,6.3422060404179e-08,-1.81343563535837e-05,-1.807093429317952e-05,9.09888920699394e-06,-14.541441842430842,,0.9999819290841184,-1.8071079162541438e-05,1.2814042493758393e-08,-1.808372969236416e-05,9.584158812284714e-07,6.343138135241571e-08,-1.8134347031222816e-05,-1.80709156498704e-05,9.098889206287615e-06,3.0231844065531988,
2022-10-04 15:30:00+00:00,164208.6540220146,176562.79889784756,326019.0888419651,1.068661361293209,0.8549402673218887,0.8911206130290864,0.21372109397132033,0.17754074826412258,-0.03618034570719775,0,0,0.0,0.0,8077863826.138884,-2.1083256952936225e-05,-2.108347920792201e-05,0.9999789167430485,-2.108347920647869e-05,-1.3403004751610936e-06,-1.97429829378315e-05,-5.454625249723624e-06,1.5497537884389706e-07,-2.123825879183649e-05,-2.1083283412992593e-05,1.0696617085340194e-05,-15.329892757659806,,0.9999789167430492,-2.1083479205812538e-05,1.224622854234525e-07,-2.1205716639327576e-05,8.335544390560566e-07,1.5498990810892224e-07,-2.1238244262013044e-05,-2.1083254353904124e-05,1.0696617085060983e-05,2.2347075069856857,
2022-10-04 19:30:00+00:00,164208.64486329936,176562.75734927063,326019.0989712543,1.0681521187210556,0.8549790625083389,0.8908536731245543,0.21317305621271676,0.17729844559650132,-0.03587461061621544,0,0,0.0,0.0,8077847206.159844,-2.3140685623923574e-05,-2.3140953373719765e-05,0.9999768593143761,-2.3140953373719765e-05,-1.3960752638375595e-06,-2.1744640717247243e-05,-5.91351657232686e-06,1.9763704914506948e-07,-2.3338353030229872e-05,-2.3140715981084803e-05,1.176799503968747e-05,-15.083047418598568,,0.999976859314377,-2.3140953372831566e-05,1.5353190940814443e-07,-2.329421395608211e-05,1.0180916965310894e-06,1.9765401599318264e-07,-2.3338336062667148e-05,-2.3140682046673966e-05,1.1767995039330165e-05,2.4815344125619845,
2022-10-04 23:30:00+00:00,164208.6987914747,176562.73952491116,326019.12026022613,1.0675989288797072,0.854979984160765,0.8905585534167596,0.21261894471894216,0.1770403754629476,-0.03557856925599456,0,0,0.0,0.0,8077852205.554062,-2.252179814055122e-05,-2.2522051760054947e-05,0.9999774782018562,-2.2522051763274665e-05,-1.0676631995165664e-06,-2.1454157850042677e-05,-5.462273723344224e-06,3.036355217679558e-07,-2.28254565713272e-05,-2.2521821049559243e-05,1.1564546046547578e-05,-14.092800881533108,,0.9999774782018568,-2.252205176271954e-05,2.1883168832559363e-07,-2.2740624855188685e-05,1.3980572470887477e-06,3.0364946297760525e-07,-2.2825442629840698e-05,-2.252179316686309e-05,1.1564546046409152e-05,3.4717829914886096,
2022-10-05 03:30:00+00:00,164208.6624123041,176562.7688563149,326019.062319044,1.0670313362867694,0.8549742295962304,0.8902547544658022,0.212057106690539,0.17677658182096723,-0.03528052486957178,0,0,0.0,0.0,8077864246.137532,-2.1031264272441952e-05,-2.1031485432581257e-05,0.9999789687357266,-2.1031485433580478e-05,-1.2892052493329587e-06,-1.974208447574899e-05,-5.2323949716758245e-06,9.119939368304789e-08,-2.1122489118764993e-05,-2.1031289725081947e-05,1.0606844256224021e-05,-14.778976542252266,,0.9999789687357276,-2.1031485432581257e-05,4.110838558446517e-08,-2.1072371791830413e-05,1.0297493698537007e-06,9.121255260345976e-08,-2.1122475958849406e-05,-2.1031263406245948e-05,1.0606844255726433e-05,2.7856244682768647,
2022-10-05 07:30:00+00:00,164208.64099439926,176562.71548425435,326018.88779601664,1.066474238221541,0.854989685934579,0.8899699826555663,0.21148455228696206,0.17650425556597482,-0.034980296720987236,0,0,0.0,0.0,8077885740.647876,-1.837040520968891e-05,-1.8370573947649222e-05,0.9999816295947886,-1.8370573949314587e-05,-1.4196361104445998e-06,-1.6950793164882683e-05,-4.066356983847064e-06,-4.1940212640792465e-07,-1.7951027148919358e-05,-1.8370429275327282e-05,8.765812511255717e-06,-13.819145970961145,,0.9999816295947894,-1.8370573948537418e-05,-4.942070445101976e-07,-1.787620700066661e-05,1.142798475666538e-06,-4.1939451176311565e-07,-1.7951019533413693e-05,-1.837041404517681e-05,8.765812510825289e-06,3.7454852056790884,
2022-10-05 11:30:00+00:00,164208.63730947164,176562.75488228942,326018.848567838,1.0659324061765252,0.8550270679480201,0.8897172930097891,0.2109053382285051,0.1762151131667361,-0.034690225061769,0,0,0.0,0.0,8077905222.936265,-1.5958644123070798e-05,-1.595877146358671e-05,0.9999840413558778,-1.5958771462698518e-05,-1.44207660057738e-06,-1.4516588455637525e-05,-3.507440535368394e-06,-5.605823522912867e-07,-1.5398082703923615e-05,-1.5958665056214905e-05,7.418750175816165e-06,-14.107468871262256,,0.9999840413558799,-1.595877146058906e-05,-6.145318498518293e-07,-1.534412169967858e-05,8.931124617216601e-07,-5.60576600017956e-07,-1.5398076949512453e-05,-1.595865354953041e-05,7.418750174747249e-06,3.4571854702694935,
2022-10-05 15:30:00+00:00,164208.63057540587,176562.79805437967,326018.9080656796,1.0653443810781114,0.8550227456371478,0.889422702627931,0.2103216354409636,0.17592167845018036,-0.03439995699078324,0,0,0.0,0.0,8077900920.124433,-1.6491299934973114e-05,-1.6491435917954913e-05,0.9999835087000639,-1.6491435919065153e-05,-1.4830857469894099e-06,-1.500823644762228e-05,-3.967181519305016e-06,-4.053196139377445e-07,-1.6086002580673947e-05,-1.649132219461169e-05,7.840341483368102e-06,-15.198746084423036,,0.9999835087000654,-1.649143591762184e-05,-4.320337971819299e-07,-1.6059273075574865e-05,6.467632462148937e-07,-4.053119538477314e-07,-1.6085994918909065e-05,-1.6491306872756795e-05,7.840341482530667e-06,2.365902144078177,
2022-10-05 19:30:00+00:00,164208.646028092,176562.83251392614,326019.04753376695,1.0647458884082994,0.8550171244183205,0.8891252030643687,0.20972876398997897,0.17562068534393072,-0.03410807864604826,0,0,0.0,0.0,8077880991.327314,-1.8958335451180197e-05,-1.8958515162693094e-05,0.9999810416645489,-1.895851516258207e-05,-1.3889819039381024e-06,-1.7569377950721332e-05,-4.967316794409983e-06,1.426729660938575e-08,-1.897262715126882e-05,-1.8958359854659435e-05,9.493447223939104e-06,-15.774795880046554,,0.9999810416645506,-1.8958515160916703e-05,-4.242575180057884e-09,-1.895409295460393e-05,5.92733349477746e-07,1.4279458020285736e-08,-1.8972614987804274e-05,-1.8958335529783987e-05,9.49344722291228e-06,1.7898252437427402,
2022-10-05 23:30:00+00:00,164208.62651955817,176562.92079055306,326019.3552312968,1.0641315726979823,0.8549957905459971,0.8888213403602783,0.20913578215198525,0.17531023233770404,-0.03382554981428121,0,0,0.0,0.0,8077825390.459754,-2.5841305566709494e-05,-2.5841639458998345e-05,0.9999741586944293,-2.584163946299525e-05,-1.507785068133316e-06,-2.433355719233532e-05,-7.86569650307288e-06,9.401784016288803e-07,-2.6781520662097515e-05,-2.5841342260468636e-05,1.3860849531863197e-05,-17.287195822899022,,0.9999741586944301,-2.5841639462218073e-05,9.395597297956471e-07,-2.6780840137519135e-05,1.3419213428547003e-07,9.402093274570502e-07,-2.678148973518054e-05,-2.5841280407723488e-05,1.3860849531318796e-05,0.27735540431200434,
2022-10-06 03:30:00+00:00,164208.58719392365,176563.00513480292,326019.4792374402,1.0634929940045643,0.8549593972045788,0.8885000874160672,0.2085335967999855,0.1749929065884971,-0.03354069021148842,0,0,0.0,0.0,8077807749.382903,-2.802513848343402e-05,-2.802553119496474e-05,0.9999719748615145,-2.8025531197074225e-05,-1.7472705083898532e-06,-2.627791389175904e-05,-9.212717505664762e-06,1.3272995870174869e-06,-2.9352483987166384e-05,-2.8025184400148895e-05,1.5339891787091936e-05,-18.455456282065143,,0.999971974861517,-2.802553119452064e-05,1.319924447296117e-06,-2.934502419704721e-05,-4.769812986405034e-07,1.3273419109000686e-06,-2.935244166065116e-05,-2.8025099749751092e-05,1.5339891785775613e-05,-0.890926137245728,
2022-10-06 07:30:00+00:00,164208.59393719782,176562.94805358446,326019.27000946045,1.0628682631692654,0.8549435440756681,0.8881919664753464,0.20792471909359733,0.17467629669391904,-0.03324842239967829,0,0,0.0,0.0,8077844547.153452,-2.3469850659263436e-05,-2.3470126080517826e-05,0.9999765301493383,-2.3470126082960374e-05,-1.7062052846128495e-06,-2.1763682510389515e-05,-7.318115935567383e-06,6.799833681755148e-07,-2.414987116317788e-05,-2.3469887795002364e-05,1.2414927265676698e-05,-18.05938563818887,,0.9999765301493398,-2.3470126081406024e-05,6.781583281600945e-07,-2.414799261218903e-05,-2.1442099590900412e-07,6.800101228443981e-07,-2.414984440687333e-05,-2.3469834284028934e-05,1.2414927264858864e-05,-0.49480873728333563,
2022-10-06 11:30:00+00:00,164208.6112090621,176562.9874872249,326019.3478400993,1.062281099883212,0.8549707784059354,0.8879344800442004,0.20731032147727657,0.17434661983901156,-0.03296370163826501,0,0,0.0,0.0,8077841488.725747,-2.3848461055409054e-05,-2.3848745434477755e-05,0.99997615153894,-2.3848745439029778e-05,-1.601023001507329e-06,-2.2247473677183827e-05,-7.643415590101749e-06,9.206254731446051e-07,-2.4769122151835758e-05,-2.3848496678691156e-05,1.2844873812490182e-05,-18.25830205264195,,0.9999761515389433,-2.3848745435810053e-05,9.168886696553358e-07,-2.47653270193382e-05,-3.110185566248717e-07,9.206546360047238e-07,-2.476909298568759e-05,-2.3848438349682866e-05,1.2844873810846157e-05,-0.6937317039796369,
2022-10-06 15:30:00+00:00,164208.63032481362,176562.97952738687,326019.3714227743,1.0616674763861798,0.8549750333527247,0.8876591817701773,0.20669244303345502,0.17400829461600242,-0.032684148417452596,0,0,0.0,0.0,8077838907.51555,-2.416799550575277e-05,-2.4168287556461684e-05,0.999975832004493,-2.4168287557682957e-05,-1.4846118049360868e-06,-2.2683417378099868e-05,-7.654238481509522e-06,9.90185428522298e-07,-2.5158214611558253e-05,-2.4168029183035955e-05,1.3074200020040275e-05,-17.91725307654744,,0.9999758320044946,-2.4168287556128607e-05,9.89223936764816e-07,-2.5157194556091333e-05,-1.6095385539529082e-07,9.902147096289012e-07,-2.5158185328955418e-05,-2.4167970619326518e-05,1.3074200019292159e-05,-0.35268733664160834,
2022-10-06 19:30:00+00:00,164208.65116221138,176562.98873694264,326019.38091286883,1.061049413470016,0.8549788294354062,0.8873911335866277,0.20607058403460976,0.17365827988338822,-0.03241230415122154,0,0,0.0,0.0,8077845021.537651,-2.3411125455674586e-05,-2.3411399500349275e-05,0.9999765888745431,-2.3411399501570548e-05,-1.3577161187550146e-06,-2.2053439280411702e-05,-7.4046800161072055e-06,1.0187110992816169e-06,-2.4429866498448334e-05,-2.3411155399166717e-05,1.2724288798864975e-05,-17.793297568482302,,0.9999765888745441,-2.3411399500571323e-05,1.0183329552937437e-06,-2.442943353386795e-05,-1.0159036553297886e-07,1.0187385090738622e-06,-2.442983908764807e-05,-2.3411100578574207e-05,1.2724288798360967e-05,-0.22872637980668742,
2022-10-06 23:30:00+00:00,164208.73768616887,176562.9490034835,326019.48997920693,1.0604332280700486,0.8549759272982268,0.8871379617798134,0.20545730077182178,0.17329526629023517,-0.03216203448158661,0,0,0.0,0.0,8077831740.4491005,-2.5055224542769317e-05,-2.5055538430150783e-05,0.9999749447754546,-2.5055538432815386e-05,-8.308021016700806e-07,-2.4224442569442672e-05,-7.497356356483668e-06,1.3657557964876054e-06,-2.6421000467600358e-05,-2.5055244671112753e-05,1.3893378132043981e-05,-16.32940554140842,,0.9999749447754549,-2.5055538432482312e-05,1.3528727267342333e-06,-2.640806154508013e-05,5.988221786118103e-07,1.3657837226061155e-06,-2.6420972540952015e-05,-2.5055188818345897e-05,1.3893378131779065e-05,1.2351429267246061,
2022-10-07 03:30:00+00:00,164208.774960291,176562.94114376066,326019.66491939314,1.0597622383237697,0.8549243452171493,0.8868373639038908,0.20483789310662037,0.17292487441987892,-0.03191301868674146,0,0,0.0,0.0,8077797518.701147,-2.9291620102789295e-05,-2.9292049110670995e-05,0.9999707083798949,-2.9292049113002534e-05,-6.038099715777179e-07,-2.8687827455575743e-05,-8.777723115042192e-06,1.91396487784507e-06,-3.120560230499853e-05,-2.929163742715346e-05,1.65597835914218e-05,-16.004844662617387,,0.9999707083798965,-2.929204911133715e-05,1.889467710292081e-06,-3.1181028898208396e-05,9.01108250936636e-07,1.914002996509336e-06,-3.1205564184425656e-05,-2.9291561187916315e-05,1.6559783590467495e-05,1.5596584645217604,
2022-10-07 07:30:00+00:00,164208.82668731562,176562.93404696672,326019.79813841847,1.0590959111947666,0.8548770232885428,0.8865454199773962,0.2042188879062239,0.17255049121737043,-0.03166839668885346,0,0,0.0,0.0,8077777702.415826,-3.17447275030025e-05,-3.174523137752822e-05,0.9999682552724976,-3.174523137697309e-05,-2.8880248548190934e-07,-3.14559341014764e-05,-9.428362745158034e-06,2.341405267934877e-06,-3.408614185489319e-05,-3.174473658695831e-05,1.821377356141403e-05,-15.58738013292961,,0.9999682552724982,-3.174523137630694e-05,2.2980911504877355e-06,-3.404274041896027e-05,1.2560006153612874e-06,2.3414489268777264e-06,-3.408609819535026e-05,-3.1744649268472536e-05,1.8213773561113992e-05,1.9770941872839813,
2022-10-07 11:30:00+00:00,164208.8319843326,176563.00649504247,326019.91772042564,1.0584560050156548,0.854859955696643,0.8862900337170366,0.20359604931901187,0.17216597129861821,-0.03143007802039366,0,0,0.0,0.0,8077770347.267647,-3.265523964668393e-05,-3.265577284062987e-05,0.9999673447603541,-3.265577283985269e-05,-2.5654468582825274e-07,-3.2398703271763196e-05,-1.0164044527628442e-05,2.6878273910892814e-06,-3.534307534868073e-05,-3.265524795759145e-05,1.9015451369885004e-05,-16.155513903094715,,0.9999673447603554,-3.265577283852038e-05,2.664885690784047e-06,-3.5320031211538705e-05,9.348330094689619e-07,2.6878786088298704e-06,-3.534302412958453e-05,-3.265514552075466e-05,1.90154513692072e-05,1.4089485418660104,
2022-10-07 15:30:00+00:00,164208.8301359655,176563.02177016652,326019.9012590639,1.0578268935844115,0.8548527100711252,0.8860477900042628,0.20297418351328633,0.1717791035801487,-0.031195079933137637,0,0,0.0,0.0,8077778087.313665,-3.169708003913918e-05,-3.169758240219634e-05,0.9999683029199598,-3.1697582403306596e-05,-2.678008808043586e-07,-3.142928757626784e-05,-9.940653058147563e-06,2.6332345411155216e-06,-3.433032299818772e-05,-3.16970884570722e-05,1.848177876965162e-05,-16.26911916498905,,0.9999683029199614,-3.1697582401641215e-05,2.61439366644467e-06,-3.431138400156186e-05,8.353935361933646e-07,2.6332836011929693e-06,-3.4330273936310164e-05,-3.169699033511719e-05,1.8481778768751568e-05,1.295352528485381,
2022-10-07 19:30:00+00:00,164208.88070972834,176563.0321613801,326019.8489962987,1.05724621666503,0.8548944041835749,0.8858638506814891,0.20235181248145517,0.17138236598354095,-0.03096944649791422,0,0,0.0,0.0,8077807881.226739,-2.8008817205993353e-05,-2.8009209460238395e-05,0.9999719911827927,-2.80092094615707e-05,4.018346611012191e-08,-2.8048999546337328e-05,-8.640602965901323e-06,2.4853030001391743e-06,-3.0494119080366383e-05,-2.8008816080227206e-05,1.648971104025278e-05,-15.800462594088117,,0.9999719911827947,-2.800920945957224e-05,2.454087802750138e-06,-3.046283024965568e-05,1.0147396915621282e-06,2.4853398158235573e-06,-3.04940822627291e-05,-2.8008742446905543e-05,1.6489711039276327e-05,1.7640412061827107,
