Record Time,Distance (cm),Moving Average (cm)
2022-08-31 16:30:00,326043.23850464384,326043.23850464384
2022-08-31 20:30:00,326045.6857372178,326044.4621209308
2022-09-01 00:30:00,326047.0947499119,326045.33966392453
2022-09-01 04:30:00,326041.7553333868,326044.4435812901
2022-09-01 08:30:00,326035.4518555447,326042.645236141
2022-09-01 16:30:00,326041.51311583834,326042.45654942386
2022-09-01 20:30:00,326033.67104239104,326041.20147699065
2022-09-02 00:30:00,326021.5328135052,326038.7428940549
2022-09-02 04:30:00,326022.25318629114,326036.9107043034
2022-09-02 08:30:00,326028.23791648983,326036.04342552205
2022-09-02 12:30:00,326028.94953514717,326035.39852639707
2022-09-02 16:30:00,326032.3146351538,326035.14153546013
2022-09-02 20:30:00,326012.2429442979,326033.3801053707
2022-09-03 00:30:00,326009.9793866646,326031.7086254632
2022-09-03 04:30:00,326019.3848847046,326030.8870427459
2022-09-03 08:30:00,326009.1315772705,326029.5273261537
2022-09-03 12:30:00,326012.18533126236,326028.50720880716
2022-09-03 16:30:00,326023.484366317,326028.22816200217
2022-09-03 20:30:00,326036.5540157411,326028.6663648305
2022-09-04 00:30:00,326012.8630497542,326027.8761990767
2022-09-04 04:30:00,325988.51311730343,326026.00176661124
2022-09-04 08:30:00,326023.74802205636,326025.899323677
2022-09-04 12:30:00,326018.84637138597,326025.59267357737
2022-09-04 16:30:00,326020.8672378275,326025.3957804211
2022-09-04 20:30:00,326020.0926857442,326025.18365663406
2022-09-05 00:30:00,326023.2142701805,326025.1079110012
2022-09-05 04:30:00,326026.31563164975,326025.15264139563
2022-09-05 08:30:00,326033.4365399138,326025.44849491416
2022-09-05 12:30:00,326025.27546032675,326025.44252820424
2022-09-05 16:30:00,326020.8148286257,326025.2882715516
2022-09-05 20:30:00,326008.8863751834,326024.75917812035
2022-09-06 00:30:00,325990.4269367046,326023.68629557616
2022-09-06 04:30:00,326008.0286226544,326023.2118206391
2022-09-06 08:30:00,326019.16317420395,326023.0927428028
2022-09-06 12:30:00,326016.7463981623,326022.91141867015
2022-09-06 16:30:00,326019.9947196214,326022.8303992522
2022-09-06 20:30:00,326024.1010381374,326022.86474084365
2022-09-07 00:30:00,326012.2229202869,326022.5846929343
2022-09-07 04:30:00,326008.1482959788,326022.21452890977
2022-09-07 08:30:00,326005.32954114553,326021.79240421567
2022-09-07 12:30:00,326003.10338542325,326021.336574489
2022-09-07 16:30:00,326025.6736354944,326021.43983784626
2022-09-07 20:30:00,326029.6218547046,326021.6301173081
2022-09-08 00:30:00,326022.8154090762,326021.6570557574
2022-09-08 04:30:00,326013.6893116542,326021.47999477736
2022-09-08 08:30:00,326017.9856614307,326021.40403100895
2022-09-08 12:30:00,326025.36188936525,326021.48824076116
2022-09-08 16:30:00,326004.9009611715,326021.14267243637
2022-09-08 20:30:00,326016.39470597135,326021.0457751616
2022-09-09 00:30:00,326041.7879346769,326021.4606183519
2022-09-09 04:30:00,326030.12972274894,326021.6306007911
2022-09-09 08:30:00,326022.7052108897,326021.65126636985
2022-09-09 12:30:00,326025.328199638,326021.72064246924
2022-09-09 16:30:00,326014.3958608005,326021.58499836427
2022-09-09 20:30:00,326022.3185457533,326021.5983355896
2022-09-10 00:30:00,326034.6400094924,326021.8312226235
2022-09-10 04:30:00,326018.4902991528,326021.772609931
2022-09-10 08:30:00,325994.15980630636,326021.29652711
2022-09-10 12:30:00,326005.12344008667,326021.02240699093
2022-09-10 16:30:00,326027.817200396,326021.1356535476
2022-09-10 20:30:00,326028.0447058431,326021.2489167
2022-09-11 00:30:00,326028.75845542515,326021.37003829237
2022-09-11 04:30:00,326031.55499725224,326021.5317043076
2022-09-11 08:30:00,326017.2595825286,326021.4649524048
2022-09-11 12:30:00,326012.3495701812,326021.32471575524
2022-09-11 16:30:00,326017.7390866797,326021.270388042
2022-09-11 20:30:00,326031.30280585214,326021.4201256212
2022-09-12 00:30:00,326022.7775397211,326021.4400875932
2022-09-12 04:30:00,326049.6760488143,326021.84930442256
2022-09-12 08:30:00,326027.89033220254,326021.93560481945
2022-09-12 12:30:00,326036.0328882659,326022.1341581074
2022-09-12 16:30:00,326038.31958904193,326022.35895575926
2022-09-12 20:30:00,326040.99631387944,326022.6142620349
2022-09-13 00:30:00,326012.1142898297,326022.4723705186
2022-09-13 04:30:00,326018.6803317875,326022.4218100022
2022-09-13 08:30:00,326029.3004852473,326022.512318887
2022-09-13 12:30:00,326029.65518948383,326022.6050834402
