,CE_MA30,WC_MA30,WE_MA30,Pc_daily,CE_season_fit,CE_deseason_PcKept,WC_season_fit,WC_deseason_PcKept,WE_season_fit,WE_deseason_PcKept
2022-10-28 00:00:00+00:00,164208.82602240305,176561.03087658668,326017.3281682793,1.1043388212256104,1.2995917718975647,164207.52643063114,1.1986545649081068,176559.83222202177,2.2407565561850675,326015.08741172316
2022-10-29 00:00:00+00:00,164208.66236848713,176561.02391931915,326017.3882735245,1.0916312569588627,1.278354097939817,164207.3840143892,1.1834391414348435,176559.84048017772,2.182830233598307,326015.20544329094
2022-10-30 00:00:00+00:00,164208.61746407766,176561.07417431063,326017.3860494308,1.0766510653812575,1.256738138437749,164207.36072593922,1.167873519279925,176559.90630079136,2.1242579764270633,326015.2617914544
2022-10-31 00:00:00+00:00,164208.52543229272,176560.86097270317,326017.3891524563,1.0596545516739044,1.234750289901545,164207.29068200281,1.1519623045613732,176559.7090103986,2.0650571171445704,326015.32409533917
2022-11-01 00:00:00+00:00,164208.50922851698,176560.82849397042,326017.0854744801,1.0369000751549418,1.212397058889337,164207.29683145808,1.1357102056636101,176559.69278376477,2.0052451742375395,326015.0802293059
2022-11-02 00:00:00+00:00,164208.4425385812,176561.09399934288,326017.18209580384,1.035941528625396,1.1896850600818107,164207.25285352112,1.1191220318441713,176559.97487731103,1.944839847022159,326015.2372559568
2022-11-03 00:00:00+00:00,164208.48683416116,176561.16763914132,326017.3060821872,1.0486844095278987,1.166621014324814,164207.32021314683,1.1022026918105676,176560.0654364495,1.883859010406581,326015.4222231768
2022-11-04 00:00:00+00:00,164208.5551460211,176561.18880528276,326017.3278287164,1.0513443224869359,1.1432117466405511,164207.41193427445,1.0849571922677208,176560.10384809048,1.8223207096014458,326015.50550800684
2022-11-05 00:00:00+00:00,164208.4467449315,176561.26431064995,326017.2744546322,1.0375871030437338,1.1194641842079491,164207.3272807473,1.0673906364363992,176560.19692001352,1.7602431547800186,326015.5142114774
2022-11-06 00:00:00+00:00,164208.21862447352,176561.10976110704,326016.922492783,1.0248840267274015,1.0953853543127932,164207.12323911922,1.049508222543092,176560.0602528845,1.6976447156895031,326015.22484806733
2022-11-07 00:00:00+00:00,164208.07054027953,176561.25685240462,326016.95633814356,1.0259441609953985,1.0709823822682403,164206.99955789727,1.0313152422817708,176560.22553716233,1.6345439162151383,326015.32179422735
2022-11-08 00:00:00+00:00,164207.85013515793,176561.25807868323,326016.64368500724,1.0487665258297056,1.0462624893063244,164206.80387266862,1.0128170792479918,176560.24526160397,1.570959428898682,326015.0727255783
2022-11-09 00:00:00+00:00,164207.7687548999,176561.18709768064,326016.25707927893,1.0669060746095056,1.0212329904410782,164206.74752190948,0.9940192073458033,176560.1930784733,1.506910069412908,326014.7501692095
2022-11-10 00:00:00+00:00,164207.7077024976,176561.29365867347,326016.05202792387,1.066393248995458,0.9959012923039012,164206.7118012053,0.9749271891679299,176560.3187314843,1.442414790993743,326014.6096131329
2022-11-11 00:00:00+00:00,164207.70786730232,176561.5005078457,326016.0899242331,1.054768839888311,0.9702748909518206,164206.73759241137,0.9555466743497113,176560.54496117134,1.3774926788317001,326014.7124315543
2022-11-12 00:00:00+00:00,164207.59807164193,176561.67802153152,326015.99721797346,1.0514590873505465,0.9443613696492854,164206.65371027228,0.9358833978972851,176560.74213813362,1.3121629444242648,326014.68505502905
2022-11-13 00:00:00+00:00,164207.7997838485,176561.844471841,326016.2990525298,1.0527515545403123,0.9181683966241578,164206.88161545186,0.9159431784905053,176560.9285286625,1.2464449198909038,326015.0526076099
2022-11-14 00:00:00+00:00,164207.76465996465,176562.03345286526,326016.4579565406,1.0539964690115085,0.8917037227985598,164206.87295624186,0.8957319167611011,176561.1377209485,1.1803580522523751,326015.2775984883
2022-11-15 00:00:00+00:00,164207.77347018634,176562.15615047124,326016.7615945157,1.0607401391859337,0.8649751794952525,164206.90849500685,0.8752555935465867,176561.2808948777,1.113921897676051,326015.64767261804
2022-11-16 00:00:00+00:00,164207.6948492676,176562.42980314526,326017.0272642082,1.0928876404638384,0.83799067612022,164206.8568585915,0.8545202681204334,176561.57528287714,1.0471561156889242,326015.9801080925
2022-11-17 00:00:00+00:00,164207.77861836093,176562.543441928,326017.1572926513,1.1240972941568543,0.8107581978221496,164206.9678601631,0.8335320763990339,176561.7099098516,0.980080463360042,326016.17721218796
2022-11-18 00:00:00+00:00,164207.9196257653,176562.70476751553,326017.4446446713,1.149651517305453,0.7832858031294991,164207.13633996216,0.8122972291259867,176561.8924702864,0.912714789454075,326016.53192988184
2022-11-19 00:00:00+00:00,164207.98368998224,176562.9251162537,326017.6847254811,1.1610607671576265,0.7555816215658456,164207.22810836066,0.7908220100342352,176562.13429424367,0.8450790285577385,326016.8396464525
2022-11-20 00:00:00+00:00,164207.9507763875,176563.12790311457,326017.9637306368,1.1658563540431715,0.7276538512442314,164207.22312253626,0.7691127739866118,176562.35879034057,0.777193195180838,326017.1865374416
2022-11-21 00:00:00+00:00,164207.92770039794,176563.23897516503,326018.1018541596,1.1625441538953964,0.699510756441209,164207.2281896415,0.747175945095331,176562.49179921995,0.7090773778336465,326017.39277678175
2022-11-22 00:00:00+00:00,164207.9458098694,176563.48645108685,326018.36256038107,1.1529507318837204,0.67116066515131,164207.27464920425,0.7250180148209917,176562.76143307204,0.6407517330823971,326017.72180864797
2022-11-23 00:00:00+00:00,164207.6727172127,176563.3962490694,326018.0211598711,1.1366822519591249,0.6426119666226556,164207.03010524609,0.7026455400516483,176562.69360352933,0.5722364795846233,326017.44892339146
2022-11-24 00:00:00+00:00,164207.76124440794,176563.40011187093,326018.3393368435,1.1078444263742615,0.6138731088744457,164207.14737129907,0.6800651411625243,176562.72004672975,0.5035518921061419,326017.8357849514
2022-11-25 00:00:00+00:00,164207.78068480175,176563.48960023318,326018.58368194505,1.0620920978741804,0.5849525961970506,164207.19573220555,0.6572835000569339,176562.8323167331,0.43471829552141483,326018.1489636495
2022-11-26 00:00:00+00:00,164207.674204003,176563.32113880187,326018.33884917747,1.04603656217508,0.5558589866354589,164207.11834501638,0.6343073581890022,176562.6868314437,0.3657560587990978,326017.9730931187
2022-11-27 00:00:00+00:00,164207.5095343511,176563.18383918836,326018.2568063121,1.0394945017254333,0.5266008894568105,164206.98293346164,0.6111435145687583,176562.5726956738,0.29668558897453345,326017.9601207232
2022-11-28 00:00:00+00:00,164207.58794354534,176563.07906599154,326018.0619607281,1.028786689561457,0.49718696260277817,164207.09075658274,0.5877988237501997,176562.4912671678,0.22752732511097906,326017.834433403
2022-11-29 00:00:00+00:00,164207.5793477664,176562.85280522148,326018.1629780285,1.0322238672661348,0.4676259101275422,164207.1117218563,0.5642801938029195,176562.2885250277,0.15830173225136113,326018.0046762962
2022-11-30 00:00:00+00:00,164207.51901609593,176562.66450622215,326018.01964336017,1.0326564675830852,0.4379264796221227,164207.08108961632,0.5405945842678979,176562.12391163787,0.08902929536234083,326017.9306140648
2022-12-01 00:00:00+00:00,164207.43688731155,176562.49547384251,326018.0151453016,1.0304415773813302,0.408097459625823,164207.02878985193,0.5167490040980608,176561.9787248384,0.01973051327247921,326017.9954147883
2022-12-02 00:00:00+00:00,164207.4153546201,176562.42420784204,326018.19516001194,1.0163630007227766,0.3781476770255634,164207.0372069431,0.4927505095842191,176561.93145733245,-0.04957410739369372,326018.24473411933
2022-12-03 00:00:00+00:00,164207.3985364909,176562.41442479746,326018.1204973952,0.9805550454836217,0.348085994443861,164207.05045049643,0.4686062022669981,176561.94581859518,-0.11886405828391733,326018.2393614535
2022-12-04 00:00:00+00:00,164207.41540139128,176562.26698153224,326018.05270903494,0.955249084141542,0.31792130761623705,164207.09748008367,0.4443232268353772,176561.8226583054,-0.18811883538695717,326018.2408278703
2022-12-05 00:00:00+00:00,164207.59932066145,176562.1476322971,326018.09633037884,0.9414059942261398,0.28766254275882797,164207.3116581187,0.4199087690124628,176561.72772352808,-0.25731794510006334,326018.353648324
2022-12-06 00:00:00+00:00,164207.78557504556,176562.4732066408,326018.4196605835,0.9352795355568256,0.25731865392697084,164207.52825639164,0.39537005342911474,176562.07783658738,-0.3264409102933681,326018.7461014938
2022-12-07 00:00:00+00:00,164207.75518502714,176562.4707672301,326018.02438280365,0.9486960852576279,0.22689862036555797,164207.52828640677,0.3707143414860648,176562.1000528886,-0.39546727636938717,326018.41985008004
2022-12-08 00:00:00+00:00,164207.87587839013,176562.4620209495,326017.90723517974,0.9546157194387584,0.196411443851931,164207.67946694628,0.3459489292051487,176562.1160720203,-0.4643766173158721,326018.3716117971
2022-12-09 00:00:00+00:00,164207.92977429306,176562.3532974247,326017.8751410349,0.957811147219824,0.16586614603211225,164207.76390814703,0.321081145070298,176562.03221627962,-0.5331485417501913,326018.40828957665
2022-12-10 00:00:00+00:00,164207.81854293615,176562.20585316993,326017.865867323,0.9696156073544747,0.13527176575115274,164207.6832711704,0.2961183478589218,176561.90973482208,-0.6017626989534717,326018.467630022
2022-12-11 00:00:00+00:00,164207.66353182303,176562.03806970184,326017.8160236612,0.9713776504377165,0.104637356378394,164207.55889446664,0.2710679244643282,176561.76700177736,-0.6701987848927011,326018.4862224461
2022-12-12 00:00:00+00:00,164207.64131236813,176561.81561114846,326017.6821963348,0.9750518646327085,0.07397198312842967,164207.567340385,0.24593728770982193,176561.56967386074,-0.7384365482290194,326018.42063288303
2022-12-13 00:00:00+00:00,164207.38693822638,176561.3736821277,326017.1287512847,0.9810084465076822,0.043284720378563124,164207.343653506,0.22073387415513213,176561.15294825356,-0.8064557963104142,326017.93520708097
2022-12-14 00:00:00+00:00,164207.33959881248,176561.19367369637,326017.3075476608,0.9847732599952602,0.01258464898355205,164207.3270141635,0.195465141895813,176560.99820855446,-0.8742364011470551,326018.18178406195
2022-12-15 00:00:00+00:00,164207.18971590276,176561.1959949848,326017.1563343312,0.9841794991522571,-0.01811914641156065,164207.20783504916,0.17013856835627528,176561.02585641644,-0.9417583053674854,326018.09809263656
2022-12-16 00:00:00+00:00,164207.27266188184,176560.97726544962,326017.23234531854,0.9840658907360194,-0.04881758005974102,164207.3214794619,0.14476164807709468,176560.83250380153,-1.0090015281539226,326018.2413468467
2022-12-17 00:00:00+00:00,164207.17307214203,176561.00539035077,326017.3267087974,0.9851766392494028,-0.07950156780058248,164207.25257370982,0.11934189049725685,176560.88604846026,-1.0759461711549063,326018.40265496855
2022-12-18 00:00:00+00:00,164207.11871748776,176560.95639941696,326017.1419538803,0.9946300083978107,-0.11016202974845468,164207.2288795175,0.09388681773199459,176560.86251259924,-1.142572424373536,326018.2845263047
2022-12-19 00:00:00+00:00,164207.0991294031,176560.9721405376,326016.9968964294,1.0019172723411127,-0.1407898929793877,164207.2399192961,0.06840396234687163,176560.90373657524,-1.2088605720295709,326018.2057570014
2022-12-20 00:00:00+00:00,164207.0548305287,176560.8174353504,326016.71997235535,0.9940401346805933,-0.1713760942158964,164207.22620662293,0.042900865128776444,176560.77453448524,-1.2747909983936454,326017.9947633537
2022-12-21 00:00:00+00:00,164207.02031658593,176560.7030649429,326016.4195159357,0.9839436050794271,-0.20191158250895014,164207.22222816842,0.01738507285448132,176560.68567987005,-1.3403441935918798,326017.75986012927
2022-12-22 00:00:00+00:00,164206.88274057177,176560.71298966365,326016.42620683066,0.9704863503344919,-0.23238732191629485,164207.1151278937,-0.008135863942570598,176560.72112552758,-1.4055007593791664,326017.83170759
2022-12-23 00:00:00+00:00,164207.00179052574,176560.78193173732,326016.51380112744,0.9706128235675351,-0.26279429417633204,164207.26458481993,-0.033654393206588584,176560.81558613054,-1.4702414148794205,326017.98404254235
2022-12-24 00:00:00+00:00,164207.08841920726,176560.59844176384,326016.5998447229,0.973830033156446,-0.2931235013767688,164207.38154270864,-0.05916296359420953,176560.65760472743,-1.5345470022911014,326018.1343917252
2022-12-25 00:00:00+00:00,164207.08025039994,176560.487112653,326016.52471497544,0.9905318482439421,-0.3233659686172442,164207.40361636857,-0.08465402670906214,176560.57176667973,-1.5983984925563168,326018.123113468
2022-12-26 00:00:00+00:00,164207.15845772828,176560.6500527406,326016.5122178367,1.0081464387400654,-0.35351274666514776,164207.51197047494,-0.11012003933545939,176560.76017277993,-1.661776990991826,326018.17399482767
2022-12-27 00:00:00+00:00,164207.2968172356,176560.66275916467,326016.68755322776,1.0180921383769903,-0.3835549146038401,164207.6803721502,-0.13555346567055626,176560.79831263033,-1.72466374288028,326018.41221697064
2022-12-28 00:00:00+00:00,164207.35196116942,176560.72125251577,326016.6657747887,1.0258453524083961,-0.413483582472496,164207.7654447519,-0.1609467795543158,176560.88219929533,-1.7870401390200445,326018.45281492773
2022-12-29 00:00:00+00:00,164207.2570218823,176560.6873579947,326016.594148314,1.0171072788064823,-0.44328989389678664,164207.7003117762,-0.18629246669662008,176560.8736504614,-1.8488877212319608,326018.4430360352
2022-12-30 00:00:00+00:00,164207.34605474898,176561.06302301696,326017.1394455494,0.9980467821042112,-0.4729650287096249,164207.8190197777,-0.21158302690087155,176561.27460604385,-1.9101881878214222,326019.04963373725
2022-12-31 00:00:00+00:00,164207.5115474108,176561.22225990647,326017.0987860179,0.990013982623168,-0.5025002055611925,164208.01404761637,-0.23681097628341952,176561.45907088276,-1.9709233989941342,326019.0697094169
2023-01-01 00:00:00+00:00,164207.45650973424,176560.97767405486,326016.8809227348,0.9793467517417108,-0.5318866845174837,164207.98839641875,-0.26196884948816296,176561.23964290434,-2.0310753822239755,326018.911998117
2023-01-02 00:00:00+00:00,164207.52968024416,176561.03416522418,326017.11667698645,0.9605281585557653,-0.5611157696465918,164208.0907960138,-0.2870492018956691,176561.32121442608,-2.0906263375713556,326019.207303324
2023-01-03 00:00:00+00:00,164207.39240779262,176561.11267031127,326017.01448620827,0.9440468323055029,-0.590178811591977,164207.98258660422,-0.31204461182615684,176561.42471492308,-2.149558642950505,326019.1640448512
2023-01-04 00:00:00+00:00,164207.32196602234,176561.09166950552,326016.9564186381,0.9515721273173767,-0.6190672101319483,164207.94103323246,-0.3369476827356904,176561.42861718827,-2.2078548593441325,326019.1642734975
2023-01-05 00:00:00+00:00,164207.3797016112,176560.7960723767,326016.4740537878,0.9611806364600852,-0.6477724167246077,164208.02747402794,-0.3617510454049353,176561.15782342208,-2.2654977359639115,326018.7395515238
2023-01-06 00:00:00+00:00,164207.6592814814,176560.79025819927,326016.81477972324,0.9521650583152829,-0.6762859370375024,164208.33556741846,-0.3864473601198303,176561.1767055594,-2.322470215355264,326019.1372499386
2023-01-07 00:00:00+00:00,164207.74536438595,176560.56929711293,326017.01359857543,0.9178756208533135,-0.7045993334612327,164208.4499637194,-0.4110293188435253,176560.98032643177,-2.37875543844494,326019.39235401386
2023-01-08 00:00:00+00:00,164207.70584406744,176560.32759409412,326017.00755676656,0.8769626768489616,-0.7327042276062792,164208.43854829506,-0.43548964737894913,176560.7630837415,-2.434336749529886,326019.4418935161
2023-01-09 00:00:00+00:00,164207.80214308255,176560.21249706985,326017.21466249804,0.8374345414025205,-0.7605923027822994,164208.56273538532,-0.45982110752135874,176560.67231817739,-2.4891977012059336,326019.70386019925
2023-01-10 00:00:00+00:00,164207.78340313412,176560.18767352993,326016.7966183165,0.8174043438824204,-0.7882553064591731,164208.57165844057,-0.4840164992002426,176560.67169002912,-2.543322059234855,326019.3399403757
2023-01-11 00:00:00+00:00,164207.7448596187,176560.358603975,326017.1405855848,0.80197296205165,-0.8156850527090563,164208.5605446714,-0.508068662609936,176560.8666726376,-2.59669380734833,326019.73727939214
2023-01-12 00:00:00+00:00,164207.91726928574,176560.4955367222,326017.24380525266,0.7927508642922021,-0.8428734246287329,164208.76014271038,-0.5319704803283248,176561.02750720255,-2.6492971519874264,326019.89310240466
2023-01-13 00:00:00+00:00,164207.91833530413,176560.72846881452,326017.563142636,0.7993121056518552,-0.8698123767415324,164208.78814768087,-0.5557148794230024,176561.28418369393,-2.701116526976156,326020.26425916294
2023-01-14 00:00:00+00:00,164208.0682623102,176560.60639139178,326017.59540926677,0.8158600995251012,-0.8964939373781183,164208.9647562476,-0.5792948335442657,176561.18568622533,-2.752136598127766,326020.3475458649
2023-01-15 00:00:00+00:00,164208.02939026782,176560.70487856315,326017.54736882244,0.7984600748953502,-0.9229102110354335,164208.95230047885,-0.6027033650043255,176561.30758192815,-2.802342267782371,326020.3497110902
2023-01-16 00:00:00+00:00,164208.0629495649,176560.6600733058,326017.305271128,0.7599451564898724,-0.9490533807131062,164209.01200294562,-0.6259335468421162,176561.28600685264,-2.8517186792745877,326020.1569898073
2023-01-17 00:00:00+00:00,164208.00226900043,176560.6677155836,326017.30568376847,0.7516790465563948,-0.9749157102266248,164208.97718471065,-0.6489785048730937,176561.31669408848,-2.900251221329865,326020.2059349898
2023-01-18 00:00:00+00:00,164207.88715646658,176560.359376431,326016.83262062113,0.7654943004811988,-1.000489546496602,164208.88764601309,-0.6718314197234192,176561.03120785073,-2.9479255323881954,326019.78054615355
2023-01-19 00:00:00+00:00,164207.8081112088,176560.40206866842,326016.9101140674,0.7772824533067251,-1.0257673218134418,164208.83387853063,-0.6944855288479203,176561.09655419728,-2.994727504853931,326019.9048415722
2023-01-20 00:00:00+00:00,164207.7571256333,176560.41764976422,326017.0834707927,0.7808188326422775,-1.0507415560767475,164208.80786718937,-0.7169341285312372,176561.13458389274,-3.0406432892704465,326020.12411408196
2023-01-21 00:00:00+00:00,164207.8498400225,176560.39104338933,326017.03320830414,0.7870088491896846,-1.0754048590088043,164208.9252448815,-0.7391705758715612,176561.1302139652,-3.085659298418422,326020.11886760255
2023-01-22 00:00:00+00:00,164207.8355538366,176560.3793717399,326017.1681906854,0.8169270838191854,-1.0997499323414797,164208.93530376893,-0.7611882907463735,176561.14056003065,-3.1297622113365104,326020.29795289674
2023-01-23 00:00:00+00:00,164207.6513357369,176560.54954118512,326017.02306345466,0.8713841049660308,-1.1237695719759007,164208.7751053089,-0.7829807577596122,176561.33252194288,-3.172938977263233,326020.1960024319
2023-01-24 00:00:00+00:00,164207.61450244396,176560.84911831413,326017.11009518726,0.9174441042177932,-1.1474566701142594,164208.76195911408,-0.8045415281696804,176561.6536598423,-3.215176819498903,326020.32527200674
2023-01-25 00:00:00+00:00,164207.62165624116,176560.94100458676,326017.4750036133,0.940934731964262,-1.1708042173631292,164208.79246045853,-0.8258642217977349,176561.76686880854,-3.2564632391864627,326020.7314668525
2023-01-26 00:00:00+00:00,164207.77308357455,176561.12674840164,326017.6058436075,0.9581588246346655,-1.1938053048076525,164208.96688887937,-0.8469425289156818,176561.97369093055,-3.2967860190100913,326020.9026296265
2023-01-27 00:00:00+00:00,164207.77037870808,176561.4666103279,326018.05604370247,0.9662336850566741,-1.216453126056003,164208.98683183413,-0.8677702121133276,176562.33438054,-3.336133226810509,326021.3921769293
2023-01-28 00:00:00+00:00,164207.84301961446,176561.74233706604,326017.84965403524,0.9609063533786563,-1.2387409792535042,164209.08176059372,-0.8883411081441285,176562.63067817417,-3.37449321911589,326021.22414725437
2023-01-29 00:00:00+00:00,164207.93284964512,176561.88421108437,326017.889770434,0.9509143233993503,-1.2606622690658185,164209.1935119142,-0.9086491297489956,176562.7928602141,-3.4118546445873585,326021.3016250786
2023-01-30 00:00:00+00:00,164207.9688261705,176561.7488506938,326017.81676157296,0.9419163759363679,-1.2822105086306106,164209.2510366791,-0.9286882674576112,176562.67753896126,-3.4482064473780323,326021.2649680203
2023-01-31 00:00:00+00:00,164208.15084964022,176561.95866997086,326017.92424643406,0.9500115657425946,-1.3033793214771154,164209.4542289617,-0.9484525913667287,176562.90712256223,-3.4835378704046187,326021.40778430447
2023-02-01 00:00:00+00:00,164208.11820843787,176561.97953574473,326017.61659220344,0.9457944603491342,-1.3241624434130381,164209.44237088127,-0.9679362528949256,176562.9474719976,-3.5178384585306173,326021.134430662
2023-02-02 00:00:00+00:00,164208.19527806525,176561.82902864597,326017.5295844634,0.9310846916611505,-1.3445537243782297,164209.53983178962,-0.9871334865132941,176562.81616213248,-3.551098061660158,326021.08068252506
2023-02-03 00:00:00+00:00,164208.0889337485,176561.98313061782,326017.5116994447,0.9123044095613295,-1.3645471302645888,164209.4534808788,-1.0060386114515527,176562.9891692293,-3.58330683774158,326021.09500628244
2023-02-04 00:00:00+00:00,164207.97182164036,176561.90078337013,326017.56179104705,0.8939486595475804,-1.3841367447016504,164209.35595838504,-1.0246460333790781,176562.92542940352,-3.61445525567985,326021.1762463027
2023-02-05 00:00:00+00:00,164207.6331177314,176561.67178400574,326017.41682941414,0.8778339453007599,-1.4033167708073355,164209.0364345022,-1.0429502460603572,176562.7147342518,-3.6445340981569716,326021.0613635123
2023-02-06 00:00:00+00:00,164207.38408291576,176561.7458097473,326017.07910175587,0.8560982936311726,-1.4220815329033427,164208.80616444867,-1.0609458329843706,176562.8067555803,-3.6735344643595322,326020.75263622025
2023-02-07 00:00:00+00:00,164207.32159297675,176561.93373202806,326017.0590526111,0.8277954839592591,-1.4404254781946721,164208.76201845493,-1.078627468967427,176563.01235949702,-3.701447772612603,326020.76050038374
2023-02-08 00:00:00+00:00,164207.09360903458,176562.05439735638,326016.8271187765,0.8187690755279012,-1.4583431784127863,164208.551952213,-1.0959899217289686,176563.15038727812,-3.7282657629191895,326020.5553845394
2023-02-09 00:00:00+00:00,164207.16631989193,176561.87599502606,326016.7870558905,0.808201653770387,-1.4758293314219224,164208.64214922333,-1.1130280534398884,176562.98902307948,-3.7539804994045003,326020.5410363899
2023-02-10 00:00:00+00:00,164207.22433888316,176561.71262672663,326016.5678609443,0.7899910181225399,-1.49287876278808,164208.71721764596,-1.1297368222428958,176562.84236354887,-3.778584372664298,326020.346445317
2023-02-11 00:00:00+00:00,164207.21077192418,176561.6607533037,326016.70971573144,0.7841516679312311,-1.509486427310219,164208.72025835147,-1.1461112837444842,176562.80686458744,-3.802070102016648,326020.51178583346
2023-02-12 00:00:00+00:00,164207.3256212234,176561.51033427202,326015.9729717795,0.7924061892863392,-1.5256474105132156,164208.8512686339,-1.1621465924780545,176562.6724808645,-3.8244307376563844,326019.7974025172
2023-02-13 00:00:00+00:00,164207.34664863077,176561.68676174653,326016.33202732087,0.8062415874943932,-1.5413569301021344,164208.88800556088,-1.17783800333777,176562.86459974988,-3.845659662711675,326020.1776869836
2023-02-14 00:00:00+00:00,164207.36472042935,176561.54111694632,326016.01655195764,0.8115876413121441,-1.5566103373773879,164208.92133076672,-1.193180872982707,176562.7342978193,-3.865750595202055,326019.88230255287
2023-02-15 00:00:00+00:00,164207.32800257477,176561.42364712732,326016.0075794572,0.8016347668405311,-1.571403118610359,164208.89940569337,-1.2081706612108936,176562.63181778853,-3.8846975898973675,326019.8922770471
2023-02-16 00:00:00+00:00,164207.26657673082,176561.30717119316,326015.52893717017,0.7902844141187112,-1.5857308963790882,164208.8523076272,-1.2228029323028309,176562.52997412547,-3.902495040077055,326019.43143221026
2023-02-17 00:00:00+00:00,164207.36883057488,176561.5620958694,326015.8029334608,0.7638559290007834,-1.599589430863622,164208.96842000575,-1.2370733563340925,176562.79916922573,-3.9191376791892756,326019.72207114
2023-02-18 00:00:00+00:00,164207.51273373296,176561.56070993262,326015.68773533765,0.7740239514138617,-1.612974621100644,164209.12570835405,-1.2509777104566187,176562.81168764306,-3.9346205824093623,326019.62235592003
2023-02-19 00:00:00+00:00,164207.350924382,176561.69452154794,326015.7007346243,0.7971053789527408,-1.6258825061970161,164208.97680688818,-1.2645118801483246,176562.95903342808,-3.948939168097157,326019.64967379236
2023-02-20 00:00:00+00:00,164207.23464907648,176561.70105290975,326015.4701627899,0.7862116496038046,-1.63830926650187,164208.87295834298,-1.2776718604306545,176562.9787247702,-3.9620891991527873,326019.4322519891
2023-02-21 00:00:00+00:00,164207.20670464102,176561.7429407755,326015.4838171835,0.7665376424568725,-1.6502512247369043,164208.85695586575,-1.2904537570537191,176563.03339453254,-3.974066784270504,326019.4578839678
2023-02-22 00:00:00+00:00,164207.2383699294,176561.74779616806,326015.4272537554,0.7646570265587798,-1.6617048470845504,164208.9000747765,-1.3028537876486677,176563.0506499557,-3.9848683790901696,326019.41212213447
2023-02-23 00:00:00+00:00,164207.22698089093,176561.51576032848,326015.0802286021,0.7553151598085606,-1.6726667442336831,164208.89964763517,-1.3148682828469487,176562.83062861132,-3.994490787246093,326019.0747193894
2023-02-24 00:00:00+00:00,164207.13613242964,176561.22455212427,326014.6523996765,0.743825564846702,-1.6831336723825776,164208.81926610201,-1.3264936873661388,176562.55104581165,-4.002931161312894,326018.6553308378
2023-02-25 00:00:00+00:00,164206.94940520325,176560.99007607813,326014.56206484424,0.7260822890424,-1.6931025341987969,164208.64250773744,-1.3377265610620062,176562.3278026392,-4.0101870036480936,326018.5722518479
2023-02-26 00:00:00+00:00,164206.85777421837,176560.85167579763,326014.1444192844,0.7048736098380081,-1.702570379735746,164208.5603445981,-1.3485635799465043,176562.2002393776,-4.016256167131208,326018.16067545157
