date_1day,depth_diff_mean,pressure_diff_mean
2017/08/17,-21.0573287847222,-14.1168398958333
2017/08/18,-21.0608855555556,-14.1163848263889
2017/08/19,-21.0634544618056,-14.1139363020833
2017/08/20,-21.0642274305555,-14.1098478472222
2017/08/21,-21.0672890625,-14.1079688541667
2017/08/22,-21.0679984895833,-14.1061847048611
2017/08/23,-21.0690935069444,-14.10683625
2017/08/24,-21.0702843923611,-14.1095954166667
2017/08/25,-21.0710126909722,-14.1134395138889
2017/08/26,-21.0718713715278,-14.1179078125
2017/08/27,-21.0744097222222,-14.1232794791667
2017/08/28,-21.07476265625,-14.1264371354167
2017/08/29,-21.0738385416667,-14.1276500173611
2017/08/30,-21.0774768576389,-14.1305467013889
2017/08/31,-21.0778987031195,-14.1296888187872
2017/09/01,-21.080888122938,-14.1287205591249
2017/09/02,-21.0809459201389,-14.1244849305556
2017/09/03,-21.0815653125,-14.1202572048611
2017/09/04,-21.0814139409722,-14.1164434722222
2017/09/05,-21.0827418402778,-14.1155947743055
2017/09/06,-21.0849021354167,-14.1176503993055
2017/09/07,-21.0852908854167,-14.1205421180556
2017/09/08,-21.085355,-14.1244849479167
2017/09/09,-21.08620015625,-14.1293416319444
2017/09/10,-21.0866811631944,-14.1335613194444
2017/09/11,-21.0875275173611,-14.1369859895833
2017/09/12,-21.0887024131944,-14.1391046875
2017/09/13,-21.0837059375,-14.1352694270833
2017/09/14,-21.0693816666667,-14.1233568402778
2017/09/15,-21.0673693055556,-14.1182419444444
2017/09/16,-21.0734878993056,-14.1178516145833
2017/09/17,-21.0764542361111,-14.1155657291667
2017/09/18,-21.0761696354167,-14.1122758854167
2017/09/19,-21.0821549305555,-14.1151262673611
2017/09/20,-21.09500484375,-14.1248519270834
2017/09/21,-21.0959007291667,-14.1285414236111
2017/09/22,-21.0954925347222,-14.1324439409722
2017/09/23,-21.0955211284722,-14.1366079340278
2017/09/24,-21.096891875,-14.1407582291667
2017/09/25,-21.0966207986111,-14.1424748263889
2017/09/26,-21.0979910243056,-14.1439028819444
2017/09/27,-21.0993890972222,-14.1439982465278
2017/09/28,-21.0998732291667,-14.1421085416667
2017/09/29,-21.1001518229167,-14.1387911284722
2017/09/30,-21.0998231830887,-14.1342785290007
2017/10/01,-21.0993400937663,-14.1297630491405
2017/10/02,-21.1011053125,-14.1282335416667
2017/10/03,-21.1036842534722,-14.1296190451389
2017/10/04,-21.1039451736111,-14.1318998784722
2017/10/05,-21.1043634027778,-14.1359665277778
2017/10/06,-21.1034665104167,-14.1397095833333
2017/10/07,-21.10405140625,-14.144075625
2017/10/08,-21.1052179513889,-14.1479077256945
2017/10/09,-21.1069683506944,-14.15086671875
2017/10/10,-21.1096587152778,-14.1528891840278
2017/10/11,-21.1093339756944,-14.1511134201389
2017/10/12,-21.1105952604167,-14.148719375
2017/10/13,-21.11027234375,-14.1441489583333
2017/10/14,-21.1103433159722,-14.1396887847222
2017/10/15,-21.1116041666666,-14.1369374652778
2017/10/16,-21.1111546180555,-14.1347764930555
2017/10/17,-21.1115384895833,-14.1353034375
2017/10/18,-21.1124039236111,-14.1382227777778
2017/10/19,-21.1128042361111,-14.1423888020833
2017/10/20,-21.1119114208633,-14.1383275479616
2017/10/21,-21.1144628298611,-14.1520138368055
2017/10/22,-21.1149517013889,-14.1548494791667
2017/10/23,-21.1148001215278,-14.1553912326389
2017/10/24,-21.1174058159722,-14.1561384201389
2017/10/25,-21.1178138715278,-14.1542246180555
2017/10/26,-21.1177714583333,-14.1511689756944
2017/10/27,-21.1191407291667,-14.1484368576389
2017/10/28,-21.1202607638889,-14.1453053993056
2017/10/29,-21.1203556770833,-14.1420894965278
2017/10/30,-21.1211982638889,-14.1410816666667
2017/10/31,-21.1214076318547,-14.1421502444988
2017/11/01,-21.1211595936794,-14.1454069977427
2017/11/02,-21.1209018576389,-14.1500454513889
2017/11/03,-21.1218319097222,-14.1553855902778
2017/11/04,-21.1219384722222,-14.1588979861111
2017/11/05,-21.1229208333333,-14.1613149652778
2017/11/06,-21.1245761284722,-14.1626380555556
2017/11/07,-21.1256709895833,-14.1622462847222
2017/11/08,-21.1283373090278,-14.1616003819445
2017/11/09,-21.1287243402778,-14.1582120486111
2017/11/10,-21.1293112326389,-14.1542289583333
2017/11/11,-21.1306994618055,-14.1510197048611
2017/11/12,-21.1308049826389,-14.1483119965278
2017/11/13,-21.1319694991864,-14.1481134152956
2017/11/15,-21.131257260225,-14.153142632613
2017/11/16,-21.1332971354167,-14.1590874826389
2017/11/17,-21.1323505729167,-14.162878125
2017/11/18,-21.1337357986111,-14.1671729861111
2017/11/19,-21.1331070138889,-14.1682920659722
2017/11/20,-21.1337422743056,-14.1681305555556
2017/11/21,-21.1354315463004,-14.1643535888347
2017/11/22,-21.1362842465753,-14.1620499194198
2017/11/23,-21.1363067708333,-14.1604004861111
2017/11/24,-21.13704421875,-14.1574182465278
2017/11/25,-21.1390700347222,-14.1557886111111
2017/11/26,-21.1384563368056,-14.1533476736111
2017/11/27,-21.1387167708333,-14.15319546875
2017/11/28,-21.1386582291667,-14.1551429340278
2017/11/29,-21.1381532638889,-14.1589969791667
2017/11/30,-21.139126247763,-14.1669467488566
2017/12/02,-21.1404417523565,-14.1748590616967
2017/12/03,-21.1410608333333,-14.1743819270833
2017/12/04,-21.1410947395833,-14.1729322395833
2017/12/05,-21.1431151388889,-14.1716888541667
