date_1day,depth_diff_mean,pressure_diff_mean
2023/01/01,-21.6074288786209,-14.4789235294118
2023/01/02,-21.5986359056236,-14.4776166755366
2023/01/03,-21.5962543150806,-14.4790908204855
2023/01/04,-21.598363150392,-14.481379828938
2023/01/05,-21.5961641321727,-14.4784074080654
2023/01/06,-21.6166016286068,-14.4886449991149
2023/01/07,-21.6177654658385,-14.4851420230701
2023/01/08,-21.6127474663359,-14.4774788802268
2023/01/09,-21.6067363297211,-14.4700268431338
2023/01/10,-21.5988313108084,-14.4626620555457
2023/01/11,-21.5899230452675,-14.444530276308
2023/01/13,-21.6029364619544,-14.46845600618
2023/01/14,-21.5945619580668,-14.4666379175551
2023/01/15,-21.5954509320078,-14.4713371382922
2023/01/16,-21.5993324995565,-14.4778645556147
2023/01/17,-21.5962750573293,-14.478736814253
2023/01/18,-21.6059999826208,-14.4858003823427
2023/01/19,-21.6076284322255,-14.4848330607274
2023/01/20,-21.6021660816681,-14.4769904604692
2023/01/21,-21.6067285639687,-14.4750947084421
2023/01/22,-21.5973598852373,-14.4645939141019
2023/01/23,-21.6015001042572,-14.4648281146829
2023/01/24,-21.6016290732047,-14.4641910972005
2023/01/25,-21.5988438065414,-14.4630700243563
2023/01/26,-21.5977128953771,-14.4641357490441
2023/01/27,-21.5962861212437,-14.4660759770714
2023/01/28,-21.5941234741784,-14.4684398539384
2023/01/29,-21.5981540427752,-14.475399443575
2023/01/30,-21.5973819729073,-14.4785538728725
2023/01/31,-21.5960308495822,-14.4796052054317
2023/02/01,-21.5999651470332,-14.4818378110318
2023/02/02,-21.6007128240821,-14.4795821646076
2023/02/03,-21.5931659485754,-14.4703135858235
2023/02/04,-21.6018685555362,-14.4716114201286
2023/02/05,-21.6016611787204,-14.4676852225313
2023/02/06,-21.6129517199444,-14.4728329221682
2023/02/07,-21.6061613110082,-14.4680088884931
2023/02/08,-21.6131601705238,-14.4731279798156
2023/02/09,-21.6085811435523,-14.4723445081682
2023/02/10,-21.5981913187196,-14.4686422059847
2023/02/11,-21.5956102751655,-14.4706428596308
2023/02/12,-21.5991047503045,-14.4764878719332
2023/02/13,-21.6070413775065,-14.4845735658239
2023/02/14,-21.6058896971807,-14.4852029063696
2023/02/15,-21.5954461296523,-14.4774999650533
2023/02/16,-21.6125309846904,-14.4858827940153
2023/02/17,-21.6136729993041,-14.4819495650661
2023/02/18,-21.6078603061402,-14.4729239345973
2023/02/19,-21.6046284446764,-14.466724756437
2023/02/20,-21.6019424390244,-14.4630108188153
2023/02/21,-21.605160572648,-14.4660357993953
2023/02/22,-21.6007393049155,-14.4667285330261
2023/02/23,-21.6060211842105,-14.4573467763158
2023/02/24,-21.6091294691036,-14.4776681462141
2023/02/25,-21.6075983472512,-14.4804988517745
2023/02/26,-21.5958871259569,-14.4761375086987
2023/02/27,-21.6000335133252,-14.4813378331301
2023/02/28,-21.6012665273424,-14.4827780912574
2023/03/01,-21.6005269987807,-14.4807025779481
2023/03/02,-21.6061583449477,-14.4809595993031
2023/03/03,-21.6042092151366,-14.4750182375613
2023/03/04,-21.6090920286063,-14.4741069248212
2023/03/05,-21.6038030619346,-14.4675715901183
2023/03/06,-21.5990801462905,-14.4631843260188
2023/03/07,-21.5959926532033,-14.4617066155989
2023/03/08,-21.6011671309192,-14.4672299616992
2023/03/09,-21.5961951974943,-14.4668803027667
2023/03/10,-21.5928480424569,-14.4680950582913
2023/03/11,-21.5933332405636,-14.4718125761002
2023/03/12,-21.5929596140473,-14.4742353616134
2023/03/13,-21.5991375304348,-14.4799003304348
2023/03/14,-21.5964820968304,-14.478024851968
2023/03/15,-21.5962644908616,-14.4759191818973
2023/03/16,-21.6000808651666,-14.474853549625
2023/03/17,-21.6047073416841,-14.4733247216423
2023/03/18,-21.6063125826662,-14.4699203271841
2023/03/19,-21.6023217058311,-14.4639761705831
2023/03/20,-21.5979726877608,-14.4599191759388
2023/03/21,-21.5934688447465,-14.458106551664
2023/03/22,-21.5897535372849,-14.4586993394751
2023/03/23,-21.5869747216423,-14.4609602122477
2023/03/24,-21.5856130722367,-14.4643562750218
2023/03/25,-21.5855108328986,-14.4679999652234
2023/03/26,-21.5990542231491,-14.4796846715328
2023/03/27,-21.5943900573614,-14.4776322440466
2023/03/28,-21.5906322199026,-14.474260664579
2023/03/29,-21.5957485644684,-14.4750317382983
2023/03/30,-21.6086915738162,-14.4798088440112
2023/03/31,-21.5973797635605,-14.4679088143254
2023/04/01,-21.6017902872063,-14.4673230635335
2023/04/02,-21.6006024360536,-14.4646103706282
2023/04/03,-21.6052897895286,-14.4677752652635
2023/04/04,-21.6014535441279,-14.4670488707436
2023/04/05,-21.5956326310291,-14.4661792268849
2023/04/06,-21.5968359192903,-14.4704919290311
2023/04/07,-21.5970996002781,-14.4739929787974
2023/04/08,-21.596800295498,-14.4763817486529
2023/04/09,-21.5988065496873,-14.4791978457262
2023/04/10,-21.596575295961,-14.4777870821727
2023/04/11,-21.5966050531451,-14.4763172329674
