date_1day,depth_diff_mean,pressure_diff_mean
2020/01/01,-21.4916430381944,-14.3904513368056
2020/01/02,-21.4927799131944,-14.3938107118056
2020/01/03,-21.487439375,-14.3939595659722
2020/01/04,-21.4877153819444,-14.3981057638889
2020/01/05,-21.5009097569444,-14.4104373958333
2020/01/06,-21.4937517361111,-14.4082167881945
2020/01/07,-21.4885180729167,-14.4060489756944
2020/01/08,-21.49006970153,-14.4010878856283
2020/01/13,-21.4903561111111,-14.3887869618056
2020/01/14,-21.48800578125,-14.3866836805556
2020/01/15,-21.4866620659722,-14.3874182118056
2020/01/16,-21.4898624131944,-14.39272140625
2020/01/17,-21.4875242013889,-14.3951156076389
2020/01/18,-21.4912592361111,-14.4017667013889
2020/01/19,-21.4923606597222,-14.4062618055556
2020/01/20,-21.4946305208333,-14.4104734722222
2020/01/21,-21.4897289756944,-14.4081172395833
2020/01/22,-21.4955013888889,-14.4107441666667
2020/01/23,-21.4914215277778,-14.4047859548611
2020/01/24,-21.49655515625,-14.40380453125
2020/01/25,-21.4900373611111,-14.394904375
2020/01/26,-21.4871826909722,-14.3893473784722
2020/01/27,-21.5001548263889,-14.3960193923611
2020/01/28,-21.4957021180556,-14.3930477777778
2020/01/29,-21.4997577083333,-14.3978104166667
2020/01/30,-21.4938573263889,-14.3974501736111
2020/01/31,-21.4925335590278,-14.4008147916667
2020/02/01,-21.4992899652778,-14.4092509375
2020/02/02,-21.5085105034722,-14.4182281597222
2020/02/03,-21.4993677430555,-14.4134201909722
2020/02/04,-21.4935986631944,-14.4093181770833
2020/02/05,-21.4926610069445,-14.4069208680556
2020/02/06,-21.4945813368056,-14.4049962847222
2020/02/07,-21.4935216666667,-14.3999475694444
2020/02/08,-21.4939862152778,-14.3955874652778
2020/02/09,-21.4926239649507,-14.3866051916758
2020/02/10,-21.5037097222222,-14.3966397048611
2020/02/11,-21.4950297048611,-14.3917552951389
2020/02/12,-21.4895764236111,-14.3911986631944
2020/02/13,-21.4906580208333,-14.3961178298611
2020/02/14,-21.4965088888889,-14.4042497916667
2020/02/15,-21.492136875,-14.4048782465278
2020/02/16,-21.4924099305555,-14.4076508333333
2020/02/17,-21.4956481597222,-14.4111793402778
2020/02/18,-21.4996374479167,-14.4135995486111
2020/02/19,-21.5067221354167,-14.4161938541667
2020/02/20,-21.504930193064,-14.4103855917054
2020/02/21,-21.5028089756944,-14.4050157638889
2020/02/22,-21.5077429861111,-14.4040755902778
2020/02/23,-21.50431328125,-14.3991247048611
2020/02/24,-21.5019060416667,-14.3970193229167
2020/02/25,-21.5024467708333,-14.3989784548611
2020/02/26,-21.5127844791667,-14.40910859375
2020/02/27,-21.5031984201389,-14.4068103819445
2020/02/28,-21.5058438831406,-14.4140378170014
2020/02/29,-21.5044067722841,-14.4152471622563
2020/03/01,-21.5025518229167,-14.4159299826389
2020/03/02,-21.5034439236111,-14.4166352777778
2020/03/03,-21.4968119097222,-14.4105874826389
2020/03/04,-21.4975993229167,-14.4081396875
2020/03/05,-21.4998283506945,-14.4057158680556
2020/03/06,-21.4987976215278,-14.4006836805556
2020/03/07,-21.4988150868055,-14.3966686979167
2020/03/08,-21.4984474652778,-14.3936698263889
2020/03/09,-21.49170734375,-14.3885951215278
2020/03/10,-21.4900100347222,-14.3894641493056
2020/03/11,-21.4880240277778,-14.39218453125
2020/03/12,-21.4935538020833,-14.4007253298611
2020/03/13,-21.5014016493055,-14.4102486284722
2020/03/14,-21.5004421701389,-14.4124502604167
2020/03/15,-21.5046035590278,-14.4164912152778
2020/03/16,-21.4999221006944,-14.4131699131944
2020/03/17,-21.5088016840278,-14.4176001388889
2020/03/18,-21.5083258854167,-14.4144584375
2020/03/19,-21.5103576388889,-14.4119294791667
2020/03/20,-21.5061509027778,-14.4048776736111
2020/03/21,-21.5086728645833,-14.4031391840278
2020/03/22,-21.5035083333333,-14.3981540625
2020/03/23,-21.5016817534722,-14.3977967534722
2020/03/24,-21.4970556944444,-14.3976200173611
2020/03/25,-21.4996058680555,-14.4034024826389
2020/03/26,-21.5119282291667,-14.4158709375
2020/03/27,-21.5099937847222,-14.4181259375
2020/03/28,-21.5041244618056,-14.4165134548611
2020/03/29,-21.4983822743055,-14.4133763715278
2020/03/30,-21.4940238020833,-14.40942265625
2020/03/31,-21.4976831944444,-14.4092836631944
2020/04/01,-21.4974821180556,-14.4054942534722
2020/04/02,-21.5065675694444,-14.4074986458333
2020/04/03,-21.5204409027778,-14.4129369097222
2020/04/04,-21.5158633159722,-14.4069063888889
2020/04/05,-21.5087129166667,-14.4006997222222
2020/04/06,-21.5062234895833,-14.3996695659722
