date_1day,depth_diff_mean,pressure_diff_mean
2021/01/01,-21.5530965246245,-14.4353805972756
2021/01/02,-21.5486733217088,-14.4288277070619
2021/01/03,-21.5458004709576,-14.4249690912262
2021/01/04,-21.5480571827057,-14.4269965829847
2021/01/05,-21.5452638632001,-14.4279703542139
2021/01/06,-21.5382989022478,-14.4278185398153
2021/01/07,-21.5375377897856,-14.4323859682761
2021/01/08,-21.5396397873823,-14.4380935866156
2021/01/09,-21.5596693984307,-14.4542168962511
2021/01/10,-21.5428651073486,-14.4435939081864
2021/01/11,-21.5428426329555,-14.4422693461203
2021/01/12,-21.5550355125523,-14.4476029986053
2021/01/13,-21.5469916106055,-14.4452820340325
2021/01/15,-21.54481,-14.4048635365854
2021/01/16,-21.5403971850565,-14.4236175325804
2021/01/17,-21.5517302345786,-14.4304463596872
2021/01/18,-21.5550777024678,-14.4339851233924
2021/01/19,-21.54975661918,-14.4336441104934
2021/01/20,-21.5465296540935,-14.4358271684339
2021/01/21,-21.5441334897463,-14.4386457247132
2021/01/22,-21.5480636821975,-14.4447084492351
2021/01/23,-21.5573253648367,-14.4525934850591
2021/01/24,-21.5578776407227,-14.4527008512856
2021/01/25,-21.5459274053491,-14.4427587530392
2021/01/26,-21.5479508253692,-14.4410010599479
2021/01/27,-21.5436508424527,-14.4343294076776
2021/01/28,-21.5478905994787,-14.433185091225
2021/01/29,-21.5492733796699,-14.4305606776716
2021/01/30,-21.5447846421126,-14.4252157400973
2021/01/31,-21.5449142608696,-14.4249109043478
2021/02/01,-21.545295863747,-14.427038408064
2021/02/02,-21.552376876303,-14.4355355976372
2021/02/03,-21.5409988337685,-14.4326249086162
2021/02/04,-21.5417894874023,-14.4376512597741
2021/02/05,-21.5415702294056,-14.4407696385123
2021/02/06,-21.5460098332175,-14.4452658617095
2021/02/07,-21.5532054185481,-14.4496138589788
2021/02/08,-21.548436151705,-14.4441670668058
2021/02/09,-21.5580524826389,-14.4469231944444
2021/02/10,-21.5548128151626,-14.440344600939
2021/02/11,-21.5544304551772,-14.4359750868659
2021/02/12,-21.5486075773375,-14.4291680396246
2021/02/13,-21.5500496870654,-14.4290659770515
2021/02/14,-21.5478400660525,-14.4286322440466
2021/02/15,-21.5503778837661,-14.4330969263381
2021/02/16,-21.5542287630662,-14.4399501393728
2021/02/17,-21.5545342862123,-14.4446513857417
2021/02/18,-21.5515523468854,-14.4465466585238
2021/02/19,-21.5492854377398,-14.4474931635856
2021/02/20,-21.5466555478018,-14.4461923237962
2021/02/21,-21.5480925274342,-14.4455947918481
2021/02/22,-21.5482187238494,-14.4425524930265
2021/02/23,-21.5523043902439,-14.4413400696864
2021/02/24,-21.5525827814569,-14.4374544614848
2021/02/25,-21.5535321123321,-14.4345108320251
2021/02/26,-21.5506315560202,-14.4300630074926
2021/02/27,-21.5516743460063,-14.4297825601674
2021/02/28,-21.5490983086312,-14.4290435047951
2021/03/01,-21.5551263763066,-14.4360298606272
2021/03/02,-21.5496079965157,-14.4366577351916
2021/03/03,-21.5466657202578,-14.439297822679
2021/03/04,-21.5479385500174,-14.4438324329035
2021/03/05,-21.5509584698501,-14.447775374695
2021/03/06,-21.5474132553266,-14.4453991442543
2021/03/07,-21.5525349092812,-14.4472067515701
2021/03/08,-21.5522735401778,-14.4441004183371
2021/03/09,-21.551382632222,-14.4396923546867
2021/03/10,-21.547089292543,-14.4504165391969
2021/03/11,-21.5594326018809,-14.4234642633229
2021/03/12,-21.5597748256625,-14.4355502266388
2021/03/13,-21.5502015510631,-14.4292590972464
2021/03/14,-21.5499706374086,-14.4315235980495
2021/03/15,-21.5472913438046,-14.4337928446771
2021/03/16,-21.5474933867038,-14.4386164810303
2021/03/17,-21.546499354163,-14.4421663292023
2021/03/18,-21.5418294722174,-14.4419242118098
2021/03/19,-21.5439848606272,-14.4445897038328
2021/03/20,-21.5500674637808,-14.4478794554023
2021/03/21,-21.5592963601533,-14.4515267850923
