date_1day,depth_diff_mean,pressure_diff_mean
2022/01/01,-21.5756006773185,-14.4642303924974
2022/01/02,-21.5773291225022,-14.4622739009557
2022/01/03,-21.5812978294843,-14.46127209585
2022/01/04,-21.577420444676,-14.4551182039257
2022/01/05,-21.5757107478261,-14.4508177913044
2022/01/06,-21.5799250219029,-14.4510906781146
2022/01/07,-21.5848060090309,-14.4530655783258
2022/01/08,-21.5824155756208,-14.4518849973954
2022/01/09,-21.5740477770059,-14.4487266759291
2022/01/10,-21.5734362044818,-14.4524162815126
2022/01/11,-21.5719555227509,-14.4561681139285
2022/01/12,-21.5673417332407,-14.4571999478986
2022/01/13,-21.5764421400035,-14.4657114121939
2022/01/14,-21.5817875608061,-14.4694804030577
2022/01/15,-21.5754100208406,-14.4633059742966
2022/01/16,-21.5801722916667,-14.4631621354167
2022/01/17,-21.5872050071531,-14.4641446709585
2022/01/18,-21.5829461257818,-14.4571909312022
2022/01/19,-21.5839509378256,-14.4546811045502
2022/01/20,-21.5774581435772,-14.4482328350426
2022/01/21,-21.5830924734921,-14.4513499565444
2022/01/22,-21.5824751737317,-14.4519223245309
2022/01/23,-21.5818185294629,-14.4542263862333
2022/01/24,-21.581811520417,-14.4584058210252
2022/01/25,-21.5796705902778,-14.4617669270833
2022/01/26,-21.5777854264374,-14.4646676567657
2022/01/27,-21.5803083188607,-14.4686508336228
2022/01/28,-21.5908392460042,-14.4754345726199
2022/01/29,-21.5788014067384,-14.4647029350469
2022/01/30,-21.5773134097621,-14.4595611950669
2022/01/31,-21.5832707537339,-14.459125547065
2022/02/01,-21.5827470516611,-14.455013358845
2022/02/02,-21.5818860368184,-14.4519827544286
2022/02/03,-21.5807878561501,-14.4502737317582
2022/02/04,-21.5808458825573,-14.4508749305073
2022/02/05,-21.5807176797499,-14.4529118791247
2022/02/06,-21.5799973931178,-14.4559594369134
2022/02/07,-21.5807427926363,-14.460826780132
2022/02/08,-21.581264229901,-14.4654274179545
2022/02/09,-21.5750062717165,-14.4643210215428
2022/02/10,-21.5751510253736,-14.4655357142857
2022/02/11,-21.5813007471764,-14.4685437358819
2022/02/12,-21.5853027134146,-14.4642571341463
2022/02/16,-21.5843940267041,-14.4537888615601
2022/02/17,-21.5774774591588,-14.4481896767466
2022/02/18,-21.5739255817992,-14.4465098992706
2022/02/19,-21.5758050567199,-14.4469396654489
2022/02/22,-21.5704000733138,-14.4680960410557
2022/02/23,-21.5669308654849,-14.4583404588113
2022/02/24,-21.5724131871955,-14.4628790883786
2022/02/25,-21.5833098645363,-14.4687469433831
2022/02/26,-21.5823820333839,-14.4674824279211
2022/03/01,-21.5670689440994,-14.4435842650104
2022/03/02,-21.581808537727,-14.4501287024902
2022/03/03,-21.5802183287005,-14.4491886205698
2022/03/04,-21.5777447898576,-14.4495573463008
2022/03/05,-21.5742884541819,-14.4507513128152
2022/03/06,-21.5727878430011,-14.4541443383119
2022/03/07,-21.5741624087591,-14.4594387556482
2022/03/08,-21.567221409967,-14.4582930196215
2022/03/09,-21.5678735314564,-14.460549513382
2022/03/10,-21.5668239798576,-14.4595917346762
2022/03/11,-21.5692746655083,-14.4589880799305
2022/03/12,-21.5695132881709,-14.4554324821956
2022/03/13,-21.5733566637706,-14.4536931016507
2022/03/14,-21.5831949939162,-14.4563300886494
2022/03/15,-21.5735222743871,-14.4470824030603
2022/03/16,-21.575763295099,-14.4474293187348
2022/03/17,-21.5856890915407,-14.4545768455793
2022/03/18,-21.5929038728725,-14.4613202848211
2022/03/19,-21.5903247390397,-14.4625763743911
2022/03/20,-21.5877704932268,-14.4644887460924
2022/03/21,-21.5805466458116,-14.4632879388252
2022/03/22,-21.582396266713,-14.4674156798055
2022/03/23,-21.5962599200834,-14.4780289958305
2022/03/24,-21.5862139159138,-14.470673019458
2022/03/25,-21.5933182814403,-14.4729106279353
2022/03/26,-21.5894547523892,-14.4665305994787
2022/03/27,-21.5902310590278,-14.4629127083333
2022/03/28,-21.5892008336228,-14.4585868357068
2022/03/29,-21.5852020688456,-14.4534316411683
2022/03/30,-21.5856402441151,-14.4528940191805
2022/03/31,-21.5788321236326,-14.4491623719396
2022/04/01,-21.5866213416754,-14.4571438129997
2022/04/02,-21.589005300286,-14.4619324118208
2022/04/03,-21.5830257162702,-14.4636100711929
2022/04/04,-21.5829347530187,-14.47136
2022/04/05,-21.5905795644599,-14.475265174216
2022/04/06,-21.591949355176,-14.4765515510631
2022/04/07,-21.5826682150313,-14.4686564370216
2022/04/08,-21.5913371846181,-14.471259317905
2022/04/09,-21.5856154395126,-14.4633573194082
2022/04/10,-21.5868522276366,-14.4601921336582
2022/04/11,-21.5819022160181,-14.4536883615425
2022/04/12,-21.5810677166725,-14.4513449878176
2022/04/13,-21.5851050670381,-14.4539978930872
2022/04/14,-21.5759664170005,-14.4495070022644
2022/04/15,-21.5722981881533,-14.4500237456446
2022/04/16,-21.5764948248824,-14.4563719289075
2022/04/17,-21.5827044726766,-14.4641266620258
2022/04/18,-21.582361740644,-14.4667554395126
2022/04/19,-21.5865678900678,-14.4711719777353
2022/04/20,-21.581201829587,-14.4673848057153
2022/04/21,-21.5866091162629,-14.4689576433676
2022/04/22,-21.6020299732382,-14.4761793041927
2022/04/23,-21.5954878091258,-14.4672667885754
2022/04/24,-21.5899028566452,-14.4598543110956
2022/04/25,-21.59298143504,-14.4594594392198
2022/04/26,-21.594140198468,-14.4592580779944
2022/04/27,-21.5885178148921,-14.455989822547
2022/04/28,-21.585714218505,-14.4559769123541
2022/04/29,-21.5811717243779,-14.4560937532626
2022/04/30,-21.5828741211277,-14.4613969544031
2022/05/01,-21.5846862236911,-14.4670131849017
2022/05/02,-21.5771811727858,-14.4654687315121
2022/05/03,-21.5699765894443,-14.4620789757882
2022/05/04,-21.57577331363,-14.4649210709318
2022/05/05,-21.5799156559513,-14.4645854039965
2022/05/06,-21.5797694033745,-14.460322229953
2022/05/07,-21.586019001218,-14.4603257177658
2022/05/08,-21.5862230086956,-14.4571312173913
2022/05/09,-21.5795299442897,-14.4505912430362
2022/05/10,-21.5806525400139,-14.4508057063326
2022/05/11,-21.5761048973144,-14.4488768650167
2022/05/12,-21.5773220519073,-14.4521634210068
2022/05/13,-21.5753083318838,-14.4543817881371
2022/05/14,-21.5740976111595,-14.457527532694
2022/05/15,-21.5766047212543,-14.4625959059233
2022/05/16,-21.5916738343772,-14.47480210508
2022/05/17,-21.5902029606409,-14.474186189481
2022/05/18,-21.5813994256874,-14.4667315697877
2022/05/19,-21.6007112406473,-14.4764157647468
2022/05/20,-21.5949334437663,-14.4682527811683
2022/05/21,-21.5765295236434,-14.4516705287035
2022/05/22,-21.5834808140546,-14.453185006088
2022/05/23,-21.5786575509493,-14.448525291761
2022/05/24,-21.5699718864309,-14.4431727573593
2022/05/25,-21.5699097736445,-14.4448998771714
2022/05/26,-21.5640437325905,-14.4439784818941
2022/05/27,-21.5773830461271,-14.4563839164491
2022/05/28,-21.5772027342389,-14.46009071752
2022/05/29,-21.5753268687925,-14.462468095487
2022/05/30,-21.5694292810915,-14.4610885079587
2022/05/31,-21.5759041107821,-14.4658624978227
2022/06/01,-21.5790510182768,-14.4658677806789
2022/06/02,-21.5793258188153,-14.4618958885017
2022/06/03,-21.5809146171289,-14.4580128728415
2022/06/04,-21.5779037469501,-14.4518165562914
2022/06/05,-21.5759154583479,-14.4479486406413
2022/06/06,-21.5719403829417,-14.4445744125326
2022/06/07,-21.5709683060109,-14.4413739430544
2022/06/08,-21.5685055788737,-14.4453408884225
2022/06/09,-21.5679611373578,-14.4480411373578
2022/06/10,-21.5867746718012,-14.4643242429547
2022/06/11,-21.5875002622378,-14.4685221328672
2022/06/12,-21.583491860262,-14.4687804716157
2022/06/13,-21.5780294732259,-14.4673947104919
2022/06/14,-21.5826979129504,-14.4690690331787
2022/06/15,-21.585908910162,-14.4673269145803
2022/06/17,-21.5686581314879,-14.4597602076124
2022/06/18,-21.5788546355888,-14.4512389806923
2022/06/19,-21.5754515949555,-14.4534416913947
2022/07/05,-21.5739494397759,-14.4364095238095
2022/07/06,-21.5751284094873,-14.4522542901988
2022/07/07,-21.576492906815,-14.4566962969402
2022/07/08,-21.5758900974591,-14.4596407413853
2022/07/09,-21.5784497217391,-14.464240973913
2022/07/10,-21.5772588840453,-14.4653766695728
2022/07/11,-21.5847387804878,-14.4707793728223
2022/07/12,-21.5875469757713,-14.471119487537
2022/07/13,-21.5883324847428,-14.4683166172624
2022/07/14,-21.5903049876194,-14.4652101167315
2022/07/15,-21.586511743215,-14.4582725991649
2022/07/16,-21.587389569161,-14.455542421071
2022/07/17,-21.5912848563969,-14.4566937510879
2022/07/18,-21.5941241163155,-14.4593514713564
